joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.563490,0.031513,0.350792	1.562095,0.037833,0.236010	0.000000,0.000000,0.000000	1.556118,0.037876,0.159110	1.538481,0.038005,-0.067783	1.478754,0.037270,-0.244743	1.563721,-0.113408,0.153004	1.483124,-0.146276,-0.075434	1.262376,-0.060371,-0.233148	1.557576,0.190399,0.155579	1.489951,0.226052,-0.076618	1.268301,0.179108,-0.248818	12
1.563632,0.031509,0.350330	1.562587,0.037833,0.235614	0.000000,0.000000,0.000000	1.556498,0.037869,0.158723	1.538550,0.037976,-0.067890	1.478836,0.037266,-0.244855	1.563928,-0.113362,0.152768	1.483077,-0.146322,-0.075948	1.263381,-0.059573,-0.233071	1.558247,0.190429,0.155486	1.489946,0.226148,-0.076878	1.268867,0.179179,-0.248338	12
1.563714,0.031506,0.349878	1.563080,0.037833,0.235241	0.000000,0.000000,0.000000	1.556877,0.037865,0.158359	1.538616,0.037961,-0.068002	1.478906,0.037265,-0.244968	1.564014,-0.113328,0.152575	1.483099,-0.146294,-0.076408	1.264153,-0.059882,-0.233538	1.558586,0.190422,0.155363	1.489900,0.226352,-0.077141	1.269253,0.179238,-0.247991	12
1.563785,0.031504,0.349397	1.563591,0.037833,0.234849	0.000000,0.000000,0.000000	1.557271,0.037863,0.157976	1.538681,0.037952,-0.068149	1.478959,0.037263,-0.245112	1.564052,-0.113303,0.152375	1.483273,-0.146191,-0.076895	1.264871,-0.060823,-0.234410	1.558867,0.190401,0.155193	1.489873,0.226744,-0.077382	1.269604,0.179246,-0.247746	12
1.564163,0.031483,0.348780	1.564099,0.037833,0.234411	0.000000,0.000000,0.000000	1.557684,0.037839,0.157546	1.538826,0.037857,-0.068408	1.479229,0.037145,-0.245413	1.564073,-0.112262,0.150108	1.483207,-0.146187,-0.078747	1.264447,-0.062605,-0.235991	1.559005,0.189591,0.153292	1.489548,0.227043,-0.078739	1.269125,0.179055,-0.248092	12
1.564576,0.031407,0.347486	1.564489,0.037816,0.233376	0.000000,0.000000,0.000000	1.558034,0.037777,0.156515	1.539056,0.037663,-0.069453	1.479669,0.036818,-0.246528	1.564088,-0.111459,0.147520	1.483495,-0.146022,-0.080774	1.263889,-0.065953,-0.238077	1.559044,0.189033,0.151158	1.489297,0.227166,-0.080120	1.268667,0.178752,-0.248552	12
1.564947,0.031363,0.345799	1.564797,0.037806,0.231932	0.000000,0.000000,0.000000	1.558341,0.037721,0.155071	1.539338,0.037468,-0.071164	1.480180,0.036494,-0.248314	1.564296,-0.111289,0.145611	1.484141,-0.145701,-0.082536	1.263259,-0.071479,-0.240420	1.559065,0.189049,0.149627	1.489165,0.227243,-0.081275	1.268469,0.178401,-0.249081	12
1.565416,0.031341,0.343707	1.565067,0.037800,0.230022	0.000000,0.000000,0.000000	1.558639,0.037680,0.153159	1.539684,0.037326,-0.073485	1.480388,0.036255,-0.250588	1.564680,-0.111472,0.143917	1.484906,-0.145322,-0.084659	1.260772,-0.077523,-0.245832	1.559105,0.189348,0.148206	1.488952,0.227340,-0.082863	1.265858,0.177396,-0.251923	12
1.566128,0.031164,0.341066	1.565285,0.037750,0.227505	0.000000,0.000000,0.000000	1.558883,0.037618,0.150640	1.539955,0.037229,-0.076609	1.480455,0.036082,-0.253644	1.564946,-0.111841,0.141862	1.485900,-0.144817,-0.088147	1.260389,-0.080324,-0.250372	1.559158,0.189307,0.145617	1.488402,0.227607,-0.086265	1.264054,0.176554,-0.254786	12
