joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.656183,0.031819,0.360197	1.655327,0.027661,0.256275	0.000000,0.000000,0.000000	1.652080,0.026810,0.185051	1.643255,0.024498,-0.008517	1.606392,0.027237,-0.176649	1.656796,-0.106315,0.218995	1.566857,-0.219803,0.406258	1.549161,-0.050224,0.601665	1.659727,0.161349,0.218202	1.585081,0.287819,0.403861	1.555010,0.114876,0.594741	12
1.656180,0.031758,0.360199	1.655327,0.027661,0.256275	0.000000,0.000000,0.000000	1.652086,0.026856,0.185050	1.643276,0.024669,-0.008590	1.606359,0.027204,-0.176818	1.656796,-0.106290,0.218992	1.566399,-0.219633,0.406122	1.549701,-0.049080,0.600761	1.659703,0.161328,0.218208	1.584442,0.287797,0.403619	1.554297,0.114339,0.594019	12
1.656177,0.031722,0.360201	1.655327,0.027661,0.256275	0.000000,0.000000,0.000000	1.652094,0.026918,0.185049	1.643298,0.024895,-0.008691	1.606331,0.027158,-0.176995	1.656796,-0.106263,0.218990	1.565969,-0.219285,0.406106	1.550182,-0.047583,0.599803	1.659678,0.161305,0.218215	1.583598,0.287757,0.403302	1.553415,0.114596,0.593966	12
1.656176,0.031704,0.360202	1.655327,0.027662,0.256275	0.000000,0.000000,0.000000	1.652099,0.026983,0.185048	1.643312,0.025135,-0.008787	1.606312,0.027109,-0.177154	1.656796,-0.106236,0.218987	1.565484,-0.219008,0.406018	1.550730,-0.045953,0.598586	1.659651,0.161282,0.218221	1.582492,0.287679,0.402899	1.552333,0.115343,0.594310	12
1.656175,0.031698,0.360202	1.655327,0.027662,0.256275	0.000000,0.000000,0.000000	1.652102,0.027048,0.185047	1.643323,0.025375,-0.008842	1.606311,0.027060,-0.177262	1.656796,-0.106207,0.218984	1.564837,-0.218725,0.405851	1.551386,-0.044443,0.597404	1.659624,0.161258,0.218228	1.581146,0.287502,0.402453	1.550954,0.116406,0.594966	12
1.656175,0.031698,0.360202	1.655327,0.027663,0.256275	0.000000,0.000000,0.000000	1.652104,0.027105,0.185047	1.643330,0.025588,-0.008832	1.606329,0.027015,-0.177301	1.656795,-0.106177,0.218981	1.564017,-0.218404,0.405617	1.552186,-0.042843,0.596106	1.659596,0.161232,0.218235	1.579669,0.287305,0.401953	1.549346,0.117596,0.595668	12
1.656175,0.031700,0.360202	1.655327,0.027663,0.256275	0.000000,0.000000,0.000000	1.652105,0.027140,0.185046	1.643337,0.025717,-0.008753	1.606365,0.026987,-0.177263	1.656795,-0.106145,0.218978	1.563055,-0.218032,0.405336	1.553021,-0.042371,0.595839	1.659568,0.161205,0.218243	1.578030,0.287090,0.401381	1.547395,0.118929,0.596394	12
1.656175,0.031701,0.360202	1.655327,0.027664,0.256275	0.000000,0.000000,0.000000	1.652105,0.027152,0.185046	1.643345,0.025762,-0.008609	1.606420,0.026975,-0.177157	1.656795,-0.106112,0.218974	1.562009,-0.217591,0.405048	1.553870,-0.042480,0.596145	1.659540,0.161177,0.218251	1.576351,0.286883,0.400769	1.545371,0.120433,0.597190	12
1.656175,0.031702,0.360202	1.655327,0.027664,0.256275	0.000000,0.000000,0.000000	1.652105,0.027154,0.185046	1.643353,0.025767,-0.008434	1.606485,0.026971,-0.177017	1.656795,-0.106078,0.218972	1.560931,-0.217102,0.404765	1.554720,-0.042826,0.596694	1.659512,0.161148,0.218259	1.574882,0.286739,0.400195	1.543407,0.121372,0.597458	12
