joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.625414,0.048516,0.311142	1.618250,0.045085,0.203754	0.000000,0.000000,0.000000	1.615665,0.043885,0.134069	1.608122,0.040385,-0.069313	1.558297,0.038141,-0.216249	1.618427,-0.094478,0.107903	1.586014,-0.149874,-0.114564	1.361629,-0.060662,-0.198853	1.608257,0.180721,0.102924	1.581918,0.238148,-0.119831	1.364014,0.169764,-0.236151	12
1.625577,0.048411,0.309391	1.618254,0.045086,0.202944	0.000000,0.000000,0.000000	1.615669,0.043843,0.133260	1.608127,0.040216,-0.070117	1.558389,0.037894,-0.216719	1.618469,-0.094991,0.107432	1.585892,-0.150072,-0.115089	1.360906,-0.052966,-0.196133	1.608585,0.180212,0.101010	1.581933,0.238290,-0.121538	1.361508,0.169042,-0.236900	12
1.626074,0.048289,0.307174	1.618258,0.045085,0.201848	0.000000,0.000000,0.000000	1.615677,0.043801,0.132165	1.608157,0.040062,-0.070905	1.558533,0.037605,-0.217304	1.618936,-0.095413,0.106634	1.585657,-0.150389,-0.115809	1.355945,-0.071977,-0.202776	1.608767,0.180230,0.099615	1.582062,0.238002,-0.123007	1.356110,0.172841,-0.230150	12
1.626763,0.048145,0.304746	1.618263,0.045083,0.200557	0.000000,0.000000,0.000000	1.615689,0.043760,0.130874	1.608211,0.039914,-0.071613	1.558725,0.037297,-0.217928	1.619579,-0.095759,0.105598	1.585572,-0.150471,-0.116799	1.359264,-0.068841,-0.209356	1.608870,0.180529,0.098467	1.582437,0.237108,-0.124489	1.350055,0.179142,-0.219909	12
1.627576,0.048042,0.302021	1.618268,0.045082,0.198982	0.000000,0.000000,0.000000	1.615703,0.043719,0.129300	1.608280,0.039775,-0.072360	1.559032,0.037006,-0.218812	1.620257,-0.096104,0.104346	1.585574,-0.150411,-0.118046	1.357193,-0.078187,-0.214264	1.608974,0.181042,0.097385	1.582920,0.235939,-0.126032	1.346399,0.182737,-0.215047	12
1.628285,0.047952,0.298967	1.618278,0.045081,0.196831	0.000000,0.000000,0.000000	1.615723,0.043688,0.127149	1.608361,0.039676,-0.073602	1.559143,0.036809,-0.220216	1.620648,-0.096424,0.102528	1.585995,-0.150244,-0.119986	1.359337,-0.066942,-0.216385	1.609073,0.181467,0.095657	1.583160,0.235300,-0.128038	1.350182,0.175992,-0.226985	12
1.628837,0.047860,0.295375	1.618291,0.045080,0.193651	0.000000,0.000000,0.000000	1.615729,0.043664,0.123969	1.608380,0.039603,-0.075873	1.558876,0.036688,-0.222561	1.620864,-0.096682,0.099640	1.586210,-0.150725,-0.122821	1.358540,-0.070408,-0.220240	1.609174,0.181729,0.092730	1.583206,0.235086,-0.131077	1.374994,0.160047,-0.261627	12
1.629341,0.047485,0.291436	1.618308,0.045078,0.189531	0.000000,0.000000,0.000000	1.615725,0.043628,0.119851	1.608349,0.039489,-0.079132	1.558279,0.036567,-0.225735	1.620973,-0.097538,0.096824	1.586385,-0.151340,-0.125705	1.353419,-0.088541,-0.220258	1.609180,0.182633,0.089850	1.583098,0.235095,-0.134154	1.382205,0.156262,-0.275947	12
1.629862,0.046909,0.287897	1.618329,0.045074,0.185344	0.000000,0.000000,0.000000	1.615721,0.043588,0.115666	1.608304,0.039359,-0.082539	1.557649,0.036446,-0.228930	1.621046,-0.098288,0.094019	1.586640,-0.152127,-0.128530	1.350537,-0.101163,-0.220221	1.609118,0.183644,0.087297	1.582942,0.235169,-0.136914	1.372619,0.162116,-0.266250	12
1.630491,0.046255,0.285725	1.618390,0.045070,0.182290	0.000000,0.000000,0.000000	1.615761,0.043551,0.112613	1.608301,0.039241,-0.085065	1.557319,0.036345,-0.231146	1.621104,-0.098700,0.092023	1.586741,-0.152782,-0.130473	1.349832,-0.106375,-0.220562	1.609060,0.184133,0.085340	1.582850,0.235112,-0.138992	1.359575,0.172138,-0.247334	12
1.631161,0.045751,0.284795	1.618534,0.045066,0.180428	0.000000,0.000000,0.000000	1.615877,0.043517,0.110753	1.608341,0.039124,-0.086792	1.557730,0.036304,-0.232970	1.621907,-0.098968,0.091126	1.586872,-0.153128,-0.131245	1.351298,-0.104430,-0.221425	1.609027,0.184335,0.084271	1.582836,0.234918,-0.140153	1.351571,0.178670,-0.234318	12
1.631886,0.045431,0.284667	1.618858,0.045062,0.179441	0.000000,0.000000,0.000000	1.616142,0.043489,0.109769	1.608426,0.039022,-0.088141	1.558501,0.036294,-0.234775	1.623038,-0.099056,0.090844	1.587004,-0.153301,-0.131345	1.355849,-0.094601,-0.224352	1.609021,0.184287,0.083749	1.582867,0.234659,-0.140726	1.349763,0.180184,-0.231572	12
1.632607,0.045256,0.284858	1.619305,0.045057,0.178901	0.000000,0.000000,0.000000	1.616513,0.043448,0.109233	1.608543,0.038853,-0.089627	1.559481,0.036270,-0.237060	1.624261,-0.099066,0.090847	1.587333,-0.153385,-0.131178	1.361096,-0.082559,-0.226009	1.609032,0.184074,0.083411	1.583002,0.234300,-0.141111	1.348961,0.182171,-0.230206	12
1.633163,0.045155,0.285102	1.619823,0.045052,0.178529	0.000000,0.000000,0.000000	1.616940,0.043393,0.108866	1.608652,0.038622,-0.091400	1.560130,0.036197,-0.239616	1.624949,-0.099081,0.090931	1.587785,-0.153461,-0.131041	1.360282,-0.081997,-0.225828	1.609053,0.183801,0.083102	1.583184,0.233297,-0.141600	1.348433,0.182777,-0.232925	12
1.633723,0.045107,0.285344	1.620408,0.045047,0.178287	0.000000,0.000000,0.000000	1.617409,0.043330,0.108630	1.608719,0.038355,-0.093185	1.560201,0.036084,-0.241861	1.625522,-0.099083,0.091030	1.588432,-0.153513,-0.130943	1.360129,-0.088009,-0.228541	1.609082,0.183468,0.082767	1.583403,0.232520,-0.142054	1.350130,0.180482,-0.236572	12
1.634228,0.045077,0.285336	1.621035,0.045041,0.177958	0.000000,0.000000,0.000000	1.617953,0.043275,0.108306	1.608964,0.038125,-0.094849	1.559957,0.035983,-0.243633	1.626014,-0.098853,0.090462	1.588581,-0.153710,-0.131348	1.360414,-0.094432,-0.232461	1.609349,0.182518,0.081276	1.583482,0.231832,-0.143466	1.350733,0.180378,-0.238729	12
1.634678,0.045050,0.285065	1.621683,0.045035,0.177540	0.000000,0.000000,0.000000	1.618506,0.043226,0.107893	1.609195,0.037924,-0.096247	1.559596,0.035893,-0.244917	1.626430,-0.098581,0.089435	1.588476,-0.153821,-0.132190	1.362453,-0.100310,-0.239920	1.609730,0.181028,0.078704	1.583447,0.231305,-0.145775	1.350026,0.181959,-0.239134	12
1.635143,0.045012,0.284573	1.622338,0.045028,0.177058	0.000000,0.000000,0.000000	1.619054,0.043189,0.107417	1.609401,0.037781,-0.097310	1.559249,0.035832,-0.245742	1.626683,-0.098203,0.087988	1.588398,-0.153975,-0.133447	1.367265,-0.096255,-0.247742	1.610149,0.179892,0.076421	1.583436,0.230481,-0.147938	1.355553,0.175427,-0.249411	12
