joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.550842,-0.003013,0.340391	1.535106,-0.005313,0.246867	0.000000,0.000000,0.000000	1.541951,-0.003450,0.177716	1.561663,0.001917,-0.021432	1.530196,0.002564,-0.172162	1.527157,-0.133648,0.151406	1.492553,-0.181153,-0.071765	1.262329,-0.103184,-0.242352	1.554260,0.124034,0.154409	1.528178,0.165552,-0.071101	1.296483,0.114087,-0.249325	12
1.550770,-0.003017,0.340424	1.535305,-0.005313,0.246861	0.000000,0.000000,0.000000	1.542145,-0.003434,0.177710	1.561842,0.001977,-0.021442	1.530178,0.002730,-0.171921	1.527171,-0.133924,0.151319	1.492651,-0.180752,-0.072008	1.264841,-0.104125,-0.246326	1.554333,0.124288,0.154250	1.528250,0.165572,-0.071303	1.296803,0.114299,-0.250001	12
1.550708,-0.003026,0.340526	1.535507,-0.005313,0.246857	0.000000,0.000000,0.000000	1.542348,-0.003423,0.177707	1.562037,0.002016,-0.021319	1.529599,0.002877,-0.173145	1.527179,-0.134188,0.151275	1.492728,-0.180387,-0.072193	1.269728,-0.105732,-0.253414	1.554422,0.124535,0.154145	1.528615,0.165610,-0.071477	1.297057,0.114522,-0.249722	12
1.550656,-0.003034,0.340681	1.535709,-0.005313,0.246855	0.000000,0.000000,0.000000	1.542553,-0.003414,0.177705	1.562227,0.002043,-0.021059	1.529015,0.003031,-0.174843	1.527180,-0.134440,0.151270	1.492815,-0.180331,-0.072274	1.268880,-0.104488,-0.251640	1.554514,0.124767,0.154073	1.529064,0.165658,-0.071622	1.296918,0.114377,-0.248978	12
1.550613,-0.003040,0.340877	1.535913,-0.005313,0.246854	0.000000,0.000000,0.000000	1.542787,-0.003407,0.177707	1.562509,0.002063,-0.020675	1.528685,0.003187,-0.176457	1.527183,-0.134666,0.151279	1.492922,-0.180277,-0.072339	1.268077,-0.103979,-0.250374	1.554605,0.124979,0.154024	1.529927,0.165737,-0.071781	1.297122,0.114437,-0.247849	12
1.550577,-0.003045,0.341103	1.536116,-0.005313,0.246853	0.000000,0.000000,0.000000	1.543006,-0.003400,0.177708	1.562731,0.002076,-0.020260	1.528559,0.003349,-0.177836	1.527184,-0.134851,0.151271	1.493039,-0.180209,-0.072416	1.268123,-0.105987,-0.251268	1.554696,0.125181,0.153999	1.530618,0.165817,-0.071893	1.297205,0.114570,-0.247428	12
1.550574,-0.003044,0.341305	1.536317,-0.005313,0.246846	0.000000,0.000000,0.000000	1.543190,-0.003399,0.177700	1.562836,0.002073,-0.019941	1.528739,0.003445,-0.179066	1.527192,-0.134962,0.151185	1.493143,-0.180106,-0.072559	1.268718,-0.105108,-0.251798	1.554774,0.125347,0.153947	1.530783,0.165893,-0.071971	1.297124,0.114540,-0.247742	12
1.550585,-0.003041,0.341467	1.536514,-0.005313,0.246837	0.000000,0.000000,0.000000	1.543349,-0.003400,0.177686	1.562867,0.002063,-0.019760	1.529567,0.003467,-0.178822	1.527202,-0.135032,0.151057	1.493270,-0.179948,-0.072751	1.269447,-0.102962,-0.251930	1.554823,0.125512,0.153902	1.530738,0.165946,-0.072027	1.297145,0.114641,-0.248038	12
1.550599,-0.003038,0.341593	1.536711,-0.005313,0.246826	0.000000,0.000000,0.000000	1.543496,-0.003402,0.177671	1.562862,0.002052,-0.019710	1.530432,0.003457,-0.178225	1.527222,-0.135085,0.150910	1.493411,-0.179753,-0.072965	1.270832,-0.099121,-0.252102	1.554884,0.125681,0.153870	1.530901,0.166018,-0.072087	1.297204,0.114809,-0.247670	12
