joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.571522,-0.009687,0.192409	1.566188,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567379,-0.014857,0.023154	1.570761,-0.021934,-0.178115	1.531977,-0.020511,-0.332603	1.541843,-0.142290,0.009327	1.484285,-0.158816,-0.218349	1.305218,-0.079308,-0.355407	1.575040,0.115626,0.003543	1.502436,0.135306,-0.219534	1.278205,0.118466,-0.398183	12
1.571494,-0.009379,0.192112	1.566155,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567355,-0.014858,0.023154	1.570756,-0.021925,-0.177702	1.532039,-0.020501,-0.332249	1.541806,-0.142237,0.009380	1.484521,-0.158693,-0.218370	1.305586,-0.079391,-0.355254	1.575031,0.115472,0.003454	1.502466,0.135333,-0.219620	1.275736,0.117539,-0.394267	12
1.571479,-0.009172,0.191913	1.566121,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567330,-0.014859,0.023154	1.570750,-0.021915,-0.177355	1.532087,-0.020494,-0.331950	1.541722,-0.142186,0.009420	1.484609,-0.158622,-0.218374	1.305834,-0.079904,-0.355176	1.575023,0.115352,0.003384	1.502529,0.135355,-0.219701	1.272239,0.115352,-0.388750	12
1.571471,-0.009058,0.191777	1.566087,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567305,-0.014859,0.023154	1.570745,-0.021906,-0.177072	1.532131,-0.020491,-0.331701	1.541630,-0.142140,0.009448	1.484658,-0.158546,-0.218383	1.306041,-0.080622,-0.355146	1.575016,0.115261,0.003333	1.502617,0.135368,-0.219773	1.273856,0.114956,-0.390242	12
1.571466,-0.009006,0.191680	1.566054,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567280,-0.014859,0.023155	1.570740,-0.021898,-0.176844	1.532171,-0.020490,-0.331495	1.541536,-0.142103,0.009467	1.484679,-0.158468,-0.218396	1.306316,-0.080942,-0.354995	1.575011,0.115174,0.003268	1.502758,0.135375,-0.219877	1.277231,0.120478,-0.394587	12
1.571462,-0.008981,0.191606	1.566020,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567254,-0.014859,0.023155	1.570735,-0.021891,-0.176664	1.532206,-0.020490,-0.331329	1.541448,-0.142076,0.009480	1.484865,-0.158330,-0.218460	1.304572,-0.080453,-0.355846	1.575005,0.115093,0.003194	1.502921,0.135375,-0.219998	1.274237,0.120867,-0.396247	12
1.571460,-0.008974,0.191548	1.565986,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567229,-0.014859,0.023155	1.570731,-0.021886,-0.176520	1.532236,-0.020490,-0.331195	1.541358,-0.142056,0.009487	1.484953,-0.158227,-0.218502	1.304041,-0.080549,-0.356030	1.575000,0.115028,0.003126	1.503113,0.135370,-0.220124	1.273514,0.120226,-0.393481	12
1.571458,-0.008973,0.191501	1.565953,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567204,-0.014859,0.023155	1.570728,-0.021882,-0.176406	1.532260,-0.020491,-0.331087	1.541268,-0.142042,0.009491	1.485007,-0.158192,-0.218535	1.303849,-0.080757,-0.356098	1.574997,0.114975,0.003062	1.503231,0.135357,-0.220223	1.271905,0.119718,-0.391118	12
1.571456,-0.008971,0.191463	1.565919,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567179,-0.014859,0.023155	1.570725,-0.021878,-0.176315	1.532279,-0.020491,-0.330999	1.541173,-0.142035,0.009490	1.485066,-0.158188,-0.218574	1.303936,-0.080897,-0.355957	1.574993,0.114918,0.002978	1.503257,0.135362,-0.220311	1.275330,0.120567,-0.395398	12
1.571454,-0.008966,0.191432	1.565885,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567154,-0.014859,0.023155	1.570722,-0.021875,-0.176242	1.532294,-0.020491,-0.330929	1.541128,-0.142042,0.009480	1.485124,-0.158175,-0.218611	1.304324,-0.081171,-0.355633	1.574988,0.114855,0.002870	1.503238,0.135374,-0.220408	1.280832,0.121418,-0.401521	12
1.571453,-0.008959,0.191407	1.565853,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567129,-0.014859,0.023155	1.570720,-0.021873,-0.176184	1.532307,-0.020492,-0.330871	1.541111,-0.142061,0.009462	1.485172,-0.158164,-0.218647	1.303121,-0.080802,-0.356841	1.574983,0.114795,0.002751	1.503200,0.135388,-0.220510	1.282391,0.120617,-0.408394	12
1.571452,-0.008956,0.191386	1.565821,-0.012365,0.094012	0.000000,0.000000,0.000000	1.567105,-0.014859,0.023156	1.570718,-0.021871,-0.176138	1.532272,-0.020490,-0.330762	1.541101,-0.142082,0.009441	1.485219,-0.158151,-0.218684	1.301270,-0.080362,-0.358641	1.574982,0.114779,0.002689	1.503173,0.135395,-0.220562	1.279810,0.120305,-0.409233	12
