joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.851877,0.062904,0.089518	1.820238,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818605,0.059996,-0.089857	1.813729,0.042399,-0.318256	1.756575,0.035122,-0.494905	1.866171,-0.071700,-0.083349	1.974961,-0.294912,-0.026441	1.915813,-0.299081,0.246264	1.795639,0.208229,-0.084591	1.711455,0.437022,-0.010672	1.662458,0.337731,0.245500	12
1.852015,0.062905,0.089515	1.820238,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818605,0.059996,-0.089857	1.813728,0.042397,-0.318256	1.756579,0.035123,-0.494906	1.866171,-0.071701,-0.083349	1.974985,-0.294906,-0.026459	1.915522,-0.299106,0.246176	1.795639,0.208229,-0.084591	1.711453,0.437023,-0.010676	1.662238,0.338226,0.245644	12
1.852152,0.062906,0.089513	1.820239,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818606,0.059996,-0.089857	1.813728,0.042397,-0.318256	1.756583,0.035123,-0.494908	1.866171,-0.071701,-0.083350	1.975010,-0.294898,-0.026479	1.915420,-0.299118,0.246129	1.795639,0.208229,-0.084591	1.711444,0.437020,-0.010676	1.662008,0.338399,0.245671	12
1.852289,0.062907,0.089511	1.820240,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818606,0.059996,-0.089857	1.813728,0.042396,-0.318256	1.756588,0.035124,-0.494909	1.866171,-0.071701,-0.083350	1.975044,-0.294892,-0.026518	1.915452,-0.299120,0.246089	1.795639,0.208229,-0.084591	1.711432,0.437014,-0.010671	1.661793,0.338389,0.245635	12
1.852422,0.062908,0.089511	1.820241,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818607,0.059996,-0.089857	1.813728,0.042397,-0.318256	1.756592,0.035124,-0.494911	1.866170,-0.071702,-0.083351	1.975088,-0.294892,-0.026603	1.915503,-0.299122,0.246005	1.795639,0.208229,-0.084591	1.711412,0.437005,-0.010665	1.661595,0.338288,0.245571	12
1.852560,0.062909,0.089509	1.820242,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818608,0.059996,-0.089857	1.813728,0.042397,-0.318256	1.756597,0.035125,-0.494912	1.866169,-0.071702,-0.083351	1.975129,-0.294883,-0.026647	1.915761,-0.299111,0.246009	1.795639,0.208230,-0.084591	1.711388,0.436992,-0.010652	1.661542,0.338136,0.245524	12
1.852704,0.062911,0.089506	1.820243,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818608,0.059996,-0.089857	1.813728,0.042397,-0.318256	1.756603,0.035126,-0.494914	1.866169,-0.071703,-0.083352	1.975187,-0.294860,-0.026667	1.915904,-0.299113,0.246007	1.795639,0.208230,-0.084591	1.711353,0.436975,-0.010639	1.661561,0.338133,0.245554	12
1.852849,0.062912,0.089503	1.820243,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818609,0.059996,-0.089857	1.813728,0.042397,-0.318256	1.756609,0.035126,-0.494916	1.866169,-0.071703,-0.083353	1.975251,-0.294831,-0.026677	1.915984,-0.299119,0.246000	1.795639,0.208230,-0.084591	1.711315,0.436955,-0.010620	1.661580,0.338117,0.245585	12
1.852990,0.062913,0.089502	1.820245,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818609,0.059996,-0.089857	1.813727,0.042397,-0.318256	1.756616,0.035127,-0.494919	1.866170,-0.071703,-0.083353	1.975324,-0.294799,-0.026686	1.916022,-0.299129,0.245982	1.795639,0.208230,-0.084591	1.711287,0.436937,-0.010596	1.661603,0.338094,0.245617	12
1.853136,0.062914,0.089499	1.820246,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818610,0.059996,-0.089857	1.813727,0.042397,-0.318256	1.756622,0.035128,-0.494921	1.866171,-0.071703,-0.083354	1.975405,-0.294763,-0.026700	1.916039,-0.299146,0.245954	1.795639,0.208230,-0.084591	1.711238,0.436905,-0.010551	1.661622,0.338028,0.245662	12
1.853282,0.062915,0.089497	1.820246,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818611,0.059996,-0.089857	1.813727,0.042398,-0.318255	1.756628,0.035129,-0.494923	1.866172,-0.071703,-0.083354	1.975500,-0.294721,-0.026717	1.916050,-0.299166,0.245917	1.795639,0.208231,-0.084591	1.711174,0.436857,-0.010477	1.661635,0.337933,0.245733	12
1.853429,0.062916,0.089495	1.820247,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818612,0.059996,-0.089857	1.813727,0.042398,-0.318255	1.756636,0.035129,-0.494925	1.866173,-0.071703,-0.083355	1.975610,-0.294672,-0.026737	1.916064,-0.299191,0.245876	1.795640,0.208231,-0.084591	1.711118,0.436815,-0.010411	1.661637,0.337872,0.245803	12
1.853576,0.062917,0.089494	1.820248,0.065890,-0.013367	0.000000,0.000000,0.000000	1.818612,0.059996,-0.089857	1.813727,0.042398,-0.318255	1.756644,0.035130,-0.494928	1.866174,-0.071703,-0.083355	1.975731,-0.294623,-0.026774	1.916091,-0.299216,0.245817	1.795640,0.208231,-0.084591	1.711074,0.436776,-0.010338	1.661629,0.337798,0.245869	12
