joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.935389,0.082637,-0.066079	1.909256,0.092442,-0.149918	0.000000,0.000000,0.000000	1.897301,0.085999,-0.212948	1.862189,0.067077,-0.398061	1.792572,0.061993,-0.541364	1.944466,-0.048131,-0.211716	2.004810,-0.253306,-0.220758	2.035638,-0.474954,-0.153323	1.860565,0.224856,-0.220026	1.753474,0.410198,-0.220505	1.639465,0.591568,-0.127057	12
1.935400,0.082640,-0.066072	1.909403,0.092436,-0.149916	0.000000,0.000000,0.000000	1.897416,0.085995,-0.212940	1.862202,0.067077,-0.398069	1.792574,0.061993,-0.541362	1.944682,-0.048025,-0.212056	2.004944,-0.253238,-0.220781	2.035497,-0.474445,-0.153489	1.860566,0.224855,-0.220025	1.753566,0.410249,-0.220505	1.639789,0.591216,-0.127231	12
1.935408,0.082644,-0.066079	1.909501,0.092432,-0.149914	0.000000,0.000000,0.000000	1.897492,0.085993,-0.212935	1.862210,0.067077,-0.398084	1.792571,0.061993,-0.541369	1.944866,-0.047927,-0.212358	2.005216,-0.253125,-0.220828	2.035241,-0.473692,-0.153748	1.860561,0.224867,-0.220032	1.753656,0.410315,-0.220505	1.640258,0.590683,-0.127449	12
1.935416,0.082649,-0.066090	1.909572,0.092430,-0.149913	0.000000,0.000000,0.000000	1.897547,0.085993,-0.212931	1.862213,0.067077,-0.398100	1.792566,0.061992,-0.541378	1.945077,-0.047786,-0.212714	2.005516,-0.252970,-0.220870	2.034949,-0.472945,-0.154117	1.860555,0.224885,-0.220041	1.753739,0.410385,-0.220504	1.640771,0.590183,-0.127648	12
1.935423,0.082652,-0.066102	1.909630,0.092429,-0.149912	0.000000,0.000000,0.000000	1.897591,0.085992,-0.212927	1.862212,0.067075,-0.398116	1.792561,0.061992,-0.541391	1.945230,-0.047694,-0.212974	2.005837,-0.252837,-0.220906	2.034635,-0.472343,-0.154496	1.860548,0.224905,-0.220052	1.753823,0.410457,-0.220502	1.641212,0.589789,-0.127867	12
1.935430,0.082655,-0.066109	1.909695,0.092429,-0.149912	0.000000,0.000000,0.000000	1.897640,0.085992,-0.212924	1.862209,0.067073,-0.398137	1.792554,0.061991,-0.541409	1.945366,-0.047618,-0.213206	2.006140,-0.252719,-0.220930	2.034321,-0.471943,-0.154830	1.860541,0.224922,-0.220061	1.753904,0.410524,-0.220502	1.641572,0.589628,-0.128166	12
1.935438,0.082658,-0.066111	1.909763,0.092428,-0.149911	0.000000,0.000000,0.000000	1.897693,0.085992,-0.212920	1.862205,0.067070,-0.398165	1.792543,0.061991,-0.541433	1.945431,-0.047615,-0.213311	2.006516,-0.252627,-0.220968	2.033971,-0.471753,-0.155101	1.860536,0.224937,-0.220068	1.754046,0.410623,-0.220509	1.641863,0.589629,-0.128418	12
1.935447,0.082660,-0.066111	1.909835,0.092428,-0.149910	0.000000,0.000000,0.000000	1.897747,0.085993,-0.212916	1.862199,0.067066,-0.398202	1.792528,0.061989,-0.541466	1.945452,-0.047658,-0.213336	2.006615,-0.252648,-0.220966	2.033726,-0.471810,-0.155349	1.860532,0.224949,-0.220075	1.754220,0.410738,-0.220520	1.642126,0.589815,-0.128655	12
1.935457,0.082662,-0.066110	1.909904,0.092428,-0.149910	0.000000,0.000000,0.000000	1.897799,0.085993,-0.212912	1.862192,0.067062,-0.398240	1.792512,0.061988,-0.541500	1.945442,-0.047732,-0.213306	2.006522,-0.252746,-0.220941	2.033572,-0.472063,-0.155577	1.860528,0.224961,-0.220081	1.754405,0.410858,-0.220531	1.642338,0.590142,-0.128868	12
1.935465,0.082663,-0.066108	1.909979,0.092429,-0.149910	0.000000,0.000000,0.000000	1.897856,0.085993,-0.212909	1.862187,0.067059,-0.398274	1.792498,0.061987,-0.541530	1.945425,-0.047813,-0.213263	2.006341,-0.252876,-0.220922	2.033346,-0.472368,-0.155462	1.860524,0.224970,-0.220086	1.754612,0.410988,-0.220544	1.642495,0.590567,-0.129045	12
1.935472,0.082665,-0.066105	1.910053,0.092429,-0.149910	0.000000,0.000000,0.000000	1.897912,0.085994,-0.212905	1.862182,0.067055,-0.398305	1.792485,0.061986,-0.541557	1.945455,-0.047842,-0.213306	2.006320,-0.252920,-0.220940	2.032951,-0.472738,-0.155359	1.860521,0.224979,-0.220091	1.754853,0.411135,-0.220561	1.642615,0.591095,-0.129202	12
1.935474,0.082677,-0.066106	1.910104,0.092429,-0.149910	0.000000,0.000000,0.000000	1.897951,0.085994,-0.212903	1.862177,0.067053,-0.398334	1.792473,0.061985,-0.541581	1.945508,-0.047837,-0.213395	2.006432,-0.252899,-0.221006	2.032428,-0.473012,-0.155137	1.860516,0.224992,-0.220098	1.754970,0.411217,-0.220583	1.642574,0.591433,-0.129183	12
1.935473,0.082712,-0.066112	1.910122,0.092429,-0.149910	0.000000,0.000000,0.000000	1.897965,0.085994,-0.212902	1.862172,0.067050,-0.398360	1.792462,0.061984,-0.541604	1.945562,-0.047818,-0.213491	2.006661,-0.252826,-0.221126	2.031846,-0.473113,-0.154720	1.860509,0.225012,-0.220108	1.755033,0.411276,-0.220611	1.642448,0.591603,-0.129079	12
1.935470,0.082761,-0.066119	1.910123,0.092429,-0.149910	0.000000,0.000000,0.000000	1.897965,0.085994,-0.212902	1.862168,0.067048,-0.398381	1.792453,0.061984,-0.541622	1.945595,-0.047812,-0.213550	2.006949,-0.252741,-0.221275	2.031384,-0.473020,-0.154035	1.860501,0.225034,-0.220120	1.755054,0.411315,-0.220645	1.642316,0.591649,-0.128930	12
1.935468,0.082837,-0.066125	1.910114,0.092429,-0.149910	0.000000,0.000000,0.000000	1.897959,0.085994,-0.212902	1.862167,0.067047,-0.398388	1.792445,0.061983,-0.541624	1.945602,-0.047829,-0.213563	2.007165,-0.252689,-0.221426	2.031610,-0.472598,-0.152638	1.860492,0.225055,-0.220131	1.755064,0.411347,-0.220681	1.642231,0.591684,-0.128822	12
1.935466,0.082940,-0.066128	1.910102,0.092429,-0.149910	0.000000,0.000000,0.000000	1.897950,0.085994,-0.212903	1.862168,0.067048,-0.398381	1.792443,0.061983,-0.541608	1.945610,-0.047840,-0.213578	2.007202,-0.252688,-0.221560	2.032300,-0.472182,-0.150592	1.860483,0.225075,-0.220142	1.755071,0.411376,-0.220734	1.642067,0.591926,-0.128648	12
1.935465,0.083052,-0.066130	1.910091,0.092429,-0.149910	0.000000,0.000000,0.000000	1.897941,0.085994,-0.212904	1.862172,0.067050,-0.398358	1.792446,0.061983,-0.541574	1.945608,-0.047859,-0.213576	2.007467,-0.252612,-0.221919	2.032457,-0.471870,-0.149656	1.860475,0.225093,-0.220151	1.755080,0.411404,-0.220793	1.642009,0.592041,-0.128561	12
1.935465,0.083187,-0.066130	1.910079,0.092429,-0.149910	0.000000,0.000000,0.000000	1.897932,0.085994,-0.212904	1.862178,0.067054,-0.398321	1.792459,0.061984,-0.541527	1.945610,-0.047873,-0.213580	2.007247,-0.252673,-0.222365	2.032616,-0.471680,-0.149247	1.860467,0.225110,-0.220160	1.755114,0.411443,-0.220870	1.642002,0.592083,-0.128521	12
1.935466,0.083360,-0.066128	1.910067,0.092429,-0.149910	0.000000,0.000000,0.000000	1.897923,0.085994,-0.212905	1.862186,0.067059,-0.398269	1.792481,0.061986,-0.541470	1.945614,-0.047881,-0.213588	2.006671,-0.252835,-0.222818	2.032863,-0.471817,-0.149089	1.860460,0.225124,-0.220168	1.755166,0.411491,-0.220957	1.641962,0.592332,-0.128459	12
