joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.665442,-0.155013,0.253688	1.657223,-0.157399,0.153340	0.000000,0.000000,0.000000	1.657017,-0.159663,0.081688	1.656399,-0.166424,-0.132263	1.584760,-0.172155,-0.290274	1.622959,-0.315599,0.100667	1.387481,-0.285933,0.118333	1.140715,-0.261945,0.198996	1.676350,0.000310,0.092242	1.438663,0.010841,0.088010	1.195509,-0.004728,0.180762	12
1.665536,-0.154982,0.257700	1.657223,-0.157399,0.157104	0.000000,0.000000,0.000000	1.657017,-0.159651,0.085452	1.656402,-0.166373,-0.128499	1.584350,-0.172242,-0.286316	1.622791,-0.316335,0.106874	1.387173,-0.286092,0.120946	1.140573,-0.261990,0.202086	1.676468,0.001798,0.100152	1.438923,0.010532,0.089879	1.195841,-0.004987,0.182857	12
1.665649,-0.154944,0.261338	1.657222,-0.157399,0.160862	0.000000,0.000000,0.000000	1.657017,-0.159635,0.089210	1.656406,-0.166312,-0.124742	1.583952,-0.172329,-0.282368	1.622511,-0.317577,0.115107	1.386788,-0.286259,0.122345	1.140919,-0.262085,0.205619	1.676509,0.002827,0.106835	1.438975,0.010327,0.094450	1.195269,-0.005490,0.185717	12
1.665722,-0.154909,0.264197	1.657221,-0.157399,0.164082	0.000000,0.000000,0.000000	1.657017,-0.159627,0.092430	1.656408,-0.166279,-0.121522	1.583935,-0.172358,-0.279138	1.622410,-0.317990,0.119747	1.386604,-0.286316,0.123064	1.140996,-0.262139,0.207117	1.676459,0.003185,0.111024	1.438782,0.010256,0.101584	1.192641,-0.005560,0.185809	12
1.665793,-0.154869,0.266293	1.657220,-0.157399,0.166773	0.000000,0.000000,0.000000	1.657017,-0.159621,0.095121	1.656410,-0.166255,-0.118831	1.584888,-0.172296,-0.276879	1.622464,-0.317593,0.120958	1.386562,-0.286250,0.123309	1.141077,-0.262187,0.207759	1.676304,0.002728,0.112299	1.438546,0.010713,0.109138	1.189534,-0.005284,0.184207	12
1.665856,-0.154826,0.267913	1.657218,-0.157399,0.169186	0.000000,0.000000,0.000000	1.657015,-0.159624,0.097534	1.656408,-0.166266,-0.116417	1.586152,-0.172183,-0.275033	1.622563,-0.316958,0.121144	1.386577,-0.286164,0.123516	1.141078,-0.262231,0.207966	1.676072,0.001798,0.112020	1.438397,0.012145,0.114503	1.187557,-0.005043,0.183209	12
1.665643,-0.154735,0.270994	1.657212,-0.157399,0.171999	0.000000,0.000000,0.000000	1.657010,-0.159629,0.100348	1.656407,-0.166286,-0.113602	1.587806,-0.172031,-0.272945	1.622733,-0.315984,0.120750	1.386646,-0.286047,0.123879	1.141023,-0.262242,0.208000	1.675804,0.000583,0.111508	1.438283,0.014151,0.116296	1.187297,-0.005092,0.184189	12
1.663644,-0.154626,0.274695	1.657174,-0.157399,0.174869	0.000000,0.000000,0.000000	1.656983,-0.159627,0.103218	1.656415,-0.166278,-0.110731	1.589504,-0.171892,-0.270796	1.622918,-0.314907,0.120256	1.386739,-0.285932,0.124707	1.140850,-0.262235,0.208073	1.675528,-0.000733,0.110970	1.438270,0.016955,0.116151	1.188078,-0.005171,0.186061	12
1.660112,-0.154538,0.277846	1.657092,-0.157399,0.177083	0.000000,0.000000,0.000000	1.656926,-0.159631,0.105433	1.656430,-0.166294,-0.108515	1.591260,-0.171735,-0.267347	1.623063,-0.314050,0.119876	1.386835,-0.285989,0.126588	1.138009,-0.261979,0.209193	1.675299,-0.001775,0.110600	1.438383,0.020064,0.115993	1.187186,-0.005450,0.190504	12
1.656835,-0.154312,0.280833	1.656900,-0.157399,0.179280	0.000000,0.000000,0.000000	1.656593,-0.159660,0.107631	1.655676,-0.166408,-0.106311	1.590441,-0.171718,-0.264451	1.621488,-0.313082,0.120273	1.385286,-0.285940,0.130394	1.132942,-0.261523,0.212037	1.672144,-0.002561,0.110289	1.435683,0.023703,0.116066	1.184172,-0.006016,0.198268	12
1.654842,-0.154008,0.283676	1.656298,-0.157399,0.182203	0.000000,0.000000,0.000000	1.655853,-0.159695,0.110556	1.654524,-0.166549,-0.103379	1.587838,-0.171768,-0.260939	1.620266,-0.312205,0.121275	1.384231,-0.286380,0.136732	1.129598,-0.261227,0.215745	1.668788,-0.003466,0.110672	1.432939,0.027824,0.116271	1.183209,-0.006181,0.206517	12
1.653822,-0.153658,0.286997	1.655459,-0.157400,0.185634	0.000000,0.000000,0.000000	1.654889,-0.159853,0.113994	1.653187,-0.167178,-0.099922	1.584885,-0.171497,-0.257148	1.619080,-0.312515,0.125718	1.383167,-0.287260,0.144128	1.128107,-0.261229,0.220712	1.667110,-0.004631,0.111476	1.431629,0.029531,0.116573	1.184355,-0.005689,0.212483	12
