joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.922618,0.091322,-0.079996	1.901325,0.088362,-0.171558	0.000000,0.000000,0.000000	1.882028,0.080562,-0.232582	1.824407,0.057274,-0.414802	1.768712,0.049715,-0.548249	1.871788,-0.040269,-0.238076	1.696616,-0.160065,-0.186266	1.485868,-0.228106,-0.108765	1.873545,0.195782,-0.269189	1.672310,0.132992,-0.212958	1.461206,0.050931,-0.141186	12
1.922593,0.091321,-0.079991	1.901324,0.088362,-0.171558	0.000000,0.000000,0.000000	1.882028,0.080562,-0.232583	1.824411,0.057273,-0.414803	1.768695,0.049708,-0.548300	1.871811,-0.040308,-0.237953	1.696580,-0.160076,-0.186243	1.485658,-0.227839,-0.109052	1.873545,0.195782,-0.269151	1.674262,0.129762,-0.209258	1.464953,0.047161,-0.135872	12
1.922567,0.091318,-0.079985	1.901322,0.088362,-0.171558	0.000000,0.000000,0.000000	1.882028,0.080562,-0.232583	1.824415,0.057273,-0.414805	1.768681,0.049701,-0.548340	1.871857,-0.040381,-0.237777	1.696537,-0.160073,-0.186223	1.485383,-0.227490,-0.109428	1.873545,0.195787,-0.269107	1.673901,0.129848,-0.209976	1.463965,0.049343,-0.138857	12
1.922541,0.091315,-0.079979	1.901321,0.088362,-0.171557	0.000000,0.000000,0.000000	1.882028,0.080562,-0.232584	1.824421,0.057272,-0.414807	1.768668,0.049695,-0.548373	1.871921,-0.040470,-0.237571	1.696521,-0.160073,-0.186204	1.485119,-0.227126,-0.109826	1.873542,0.195798,-0.269053	1.673813,0.130065,-0.209918	1.463959,0.050596,-0.139394	12
1.922522,0.091313,-0.079975	1.901319,0.088362,-0.171557	0.000000,0.000000,0.000000	1.882028,0.080562,-0.232584	1.824427,0.057271,-0.414810	1.768657,0.049690,-0.548399	1.871965,-0.040532,-0.237405	1.696465,-0.160031,-0.186200	1.484812,-0.226753,-0.110271	1.873540,0.195807,-0.268999	1.668181,0.143660,-0.218424	1.465876,0.055655,-0.139019	12
1.922506,0.091311,-0.079972	1.901317,0.088362,-0.171558	0.000000,0.000000,0.000000	1.882030,0.080561,-0.232585	1.824440,0.057270,-0.414814	1.768647,0.049685,-0.548419	1.872001,-0.040572,-0.237266	1.696383,-0.159978,-0.186203	1.484664,-0.226638,-0.110435	1.873532,0.195839,-0.268911	1.670582,0.137948,-0.214430	1.464824,0.054683,-0.139364	12
1.922492,0.091309,-0.079969	1.901315,0.088362,-0.171558	0.000000,0.000000,0.000000	1.882034,0.080561,-0.232587	1.824459,0.057269,-0.414821	1.768638,0.049680,-0.548435	1.872050,-0.040612,-0.237124	1.696253,-0.159906,-0.186202	1.484598,-0.226774,-0.110468	1.873523,0.195874,-0.268811	1.672284,0.133974,-0.211498	1.464432,0.053536,-0.139017	12
1.922479,0.091308,-0.079966	1.901314,0.088362,-0.171558	0.000000,0.000000,0.000000	1.882039,0.080561,-0.232589	1.824482,0.057267,-0.414828	1.768627,0.049672,-0.548445	1.872100,-0.040659,-0.236955	1.696151,-0.159905,-0.186191	1.484592,-0.227038,-0.110442	1.873515,0.195903,-0.268711	1.667433,0.145357,-0.218877	1.464689,0.058467,-0.140075	12
1.922465,0.091307,-0.079963	1.901313,0.088362,-0.171558	0.000000,0.000000,0.000000	1.882044,0.080560,-0.232591	1.824505,0.057265,-0.414836	1.768618,0.049662,-0.548453	1.872155,-0.040699,-0.236785	1.696080,-0.159930,-0.186179	1.484624,-0.227331,-0.110401	1.873502,0.195955,-0.268571	1.670389,0.138060,-0.214206	1.464560,0.054824,-0.139400	12
1.922449,0.091305,-0.079960	1.901312,0.088362,-0.171558	0.000000,0.000000,0.000000	1.882049,0.080559,-0.232593	1.824531,0.057262,-0.414844	1.768609,0.049653,-0.548460	1.872216,-0.040733,-0.236613	1.696029,-0.159955,-0.186170	1.484659,-0.227602,-0.110384	1.873489,0.196003,-0.268425	1.672435,0.133338,-0.210752	1.465146,0.051877,-0.137695	12
