joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.947118,0.076567,-0.062194	1.909421,0.078798,-0.153815	0.000000,0.000000,0.000000	1.896431,0.072378,-0.220224	1.858833,0.053795,-0.412435	1.793687,0.047598,-0.555497	1.936619,-0.071970,-0.229168	2.006553,-0.283317,-0.266068	2.039908,-0.543286,-0.199903	1.864243,0.219234,-0.239760	1.780597,0.422178,-0.292091	1.649235,0.613283,-0.153175	12
1.946831,0.076518,-0.062671	1.909421,0.079256,-0.154406	0.000000,0.000000,0.000000	1.896401,0.072706,-0.220796	1.858866,0.053824,-0.412201	1.793795,0.047611,-0.555379	1.935391,-0.071723,-0.229246	2.006570,-0.282677,-0.266019	2.040340,-0.542461,-0.198980	1.864123,0.219599,-0.239980	1.780323,0.422501,-0.292229	1.649142,0.613456,-0.152763	12
1.946553,0.076470,-0.063136	1.909421,0.079747,-0.154975	0.000000,0.000000,0.000000	1.896373,0.073058,-0.221346	1.858916,0.053855,-0.411891	1.793923,0.047627,-0.555200	1.934062,-0.071423,-0.229265	2.006794,-0.281852,-0.266006	2.039964,-0.541988,-0.199343	1.864009,0.219947,-0.240188	1.779959,0.422748,-0.292425	1.649061,0.613671,-0.152318	12
1.946283,0.076448,-0.063594	1.909420,0.080143,-0.155533	0.000000,0.000000,0.000000	1.896345,0.073339,-0.221887	1.858966,0.053889,-0.411585	1.794051,0.047642,-0.555038	1.932585,-0.071171,-0.229318	2.006815,-0.281067,-0.266120	2.039663,-0.541468,-0.199600	1.863926,0.220199,-0.240337	1.779753,0.422960,-0.292533	1.648917,0.613889,-0.152028	12
1.946021,0.076434,-0.064048	1.909420,0.080617,-0.156077	0.000000,0.000000,0.000000	1.896320,0.073681,-0.222412	1.859008,0.053928,-0.411343	1.794192,0.047658,-0.554985	1.932192,-0.070686,-0.229241	2.006159,-0.280661,-0.266134	2.039793,-0.541159,-0.199813	1.863837,0.220470,-0.240496	1.779590,0.423220,-0.292617	1.648714,0.614180,-0.151920	12
1.945747,0.076477,-0.064534	1.909420,0.081152,-0.156651	0.000000,0.000000,0.000000	1.896293,0.074069,-0.222966	1.859028,0.053960,-0.411233	1.794304,0.047671,-0.555112	1.932335,-0.070112,-0.228978	2.005945,-0.280188,-0.266011	2.039766,-0.540854,-0.200106	1.863738,0.220763,-0.240667	1.779443,0.423520,-0.292682	1.648483,0.614478,-0.151899	12
1.945480,0.076571,-0.065017	1.909419,0.081536,-0.157229	0.000000,0.000000,0.000000	1.896266,0.074342,-0.223526	1.859023,0.053974,-0.411248	1.794362,0.047677,-0.555401	1.932574,-0.069664,-0.228679	2.005575,-0.279928,-0.265843	2.039902,-0.540662,-0.200341	1.863679,0.220934,-0.240763	1.779361,0.423696,-0.292720	1.648312,0.614695,-0.152016	12
1.945222,0.076693,-0.065471	1.909419,0.081765,-0.157780	0.000000,0.000000,0.000000	1.896240,0.074501,-0.224064	1.859001,0.053974,-0.411354	1.794333,0.047675,-0.555761	1.932852,-0.069324,-0.228412	2.005135,-0.279820,-0.265666	2.039984,-0.540545,-0.200458	1.863661,0.220985,-0.240784	1.779338,0.423746,-0.292737	1.648171,0.614802,-0.152249	12
1.944951,0.076829,-0.065931	1.909418,0.081908,-0.158346	0.000000,0.000000,0.000000	1.896212,0.074593,-0.224619	1.858957,0.053959,-0.411565	1.794233,0.047664,-0.556197	1.932813,-0.069063,-0.228278	2.004694,-0.279711,-0.265455	2.039878,-0.540416,-0.200544	1.863660,0.220983,-0.240773	1.779345,0.423742,-0.292744	1.648068,0.614854,-0.152526	12
