joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.938071,0.098799,-0.053586	1.922063,0.102483,-0.145233	0.000000,0.000000,0.000000	1.909109,0.095791,-0.208039	1.870430,0.075808,-0.395579	1.788372,0.068548,-0.528860	1.967613,-0.020146,-0.164982	1.966943,-0.163280,-0.005813	1.943751,-0.077402,0.231225	1.878856,0.225790,-0.165926	1.794038,0.266883,0.026260	1.887552,0.156370,0.233965	12
1.937612,0.098911,-0.056053	1.922062,0.102324,-0.146623	0.000000,0.000000,0.000000	1.909015,0.095674,-0.209414	1.870054,0.075817,-0.396909	1.787326,0.068597,-0.529530	1.967643,-0.020373,-0.165226	1.966930,-0.163271,-0.005848	1.945267,-0.077468,0.231413	1.877859,0.225414,-0.165853	1.793995,0.267132,0.026618	1.887776,0.155407,0.233612	12
1.937236,0.098992,-0.058032	1.922062,0.102208,-0.147598	0.000000,0.000000,0.000000	1.908947,0.095594,-0.210379	1.869788,0.075843,-0.397844	1.786598,0.068666,-0.529925	1.967650,-0.020530,-0.165380	1.966915,-0.163016,-0.005637	1.946971,-0.077506,0.231801	1.877443,0.225231,-0.165817	1.794035,0.267220,0.026796	1.887884,0.154899,0.233350	12
1.936947,0.099045,-0.059545	1.922061,0.102119,-0.148288	0.000000,0.000000,0.000000	1.908899,0.095537,-0.211063	1.869597,0.075884,-0.398508	1.786115,0.068748,-0.530170	1.967604,-0.020657,-0.165449	1.966910,-0.162438,-0.005083	1.947712,-0.077490,0.232510	1.877338,0.225144,-0.165800	1.794111,0.267226,0.026873	1.887829,0.154564,0.233174	12
1.936377,0.099060,-0.060525	1.922061,0.102017,-0.148672	0.000000,0.000000,0.000000	1.908872,0.095471,-0.211445	1.869488,0.075926,-0.398884	1.785858,0.068857,-0.530242	1.967422,-0.020817,-0.165455	1.966938,-0.161563,-0.004181	1.948023,-0.077448,0.233644	1.877435,0.225074,-0.165789	1.794155,0.267240,0.026843	1.887702,0.154256,0.232944	12
1.935645,0.099053,-0.061169	1.922061,0.101853,-0.148898	0.000000,0.000000,0.000000	1.908854,0.095368,-0.211674	1.869420,0.076005,-0.399121	1.785727,0.068957,-0.530256	1.967188,-0.021039,-0.165484	1.966963,-0.160346,-0.002969	1.948003,-0.077219,0.235657	1.877784,0.225015,-0.165780	1.794159,0.267251,0.026685	1.887721,0.153741,0.233021	12
1.934817,0.099038,-0.061619	1.922060,0.101661,-0.149060	0.000000,0.000000,0.000000	1.908841,0.095248,-0.211840	1.869370,0.076099,-0.399302	1.785648,0.069051,-0.530265	1.966775,-0.021350,-0.165534	1.967021,-0.159788,-0.002274	1.947991,-0.077300,0.236758	1.878208,0.224951,-0.165772	1.794146,0.267263,0.026486	1.887670,0.153349,0.232833	12
1.933946,0.098980,-0.061952	1.922060,0.101447,-0.149194	0.000000,0.000000,0.000000	1.908830,0.095114,-0.211981	1.869326,0.076203,-0.399459	1.785585,0.069142,-0.530285	1.966334,-0.021694,-0.165590	1.967070,-0.159608,-0.001885	1.948031,-0.077581,0.237279	1.878717,0.224896,-0.165765	1.794311,0.267149,0.026356	1.887599,0.152897,0.232593	12
1.933099,0.098897,-0.062189	1.922060,0.101221,-0.149284	0.000000,0.000000,0.000000	1.908822,0.094982,-0.212078	1.869295,0.076354,-0.399580	1.785545,0.069213,-0.530294	1.965889,-0.022053,-0.165642	1.967115,-0.159427,-0.001485	1.948184,-0.078273,0.237807	1.879247,0.224836,-0.165757	1.794571,0.266984,0.026268	1.887533,0.152473,0.232302	12
1.932309,0.098691,-0.062335	1.922059,0.100354,-0.149312	0.000000,0.000000,0.000000	1.908910,0.094474,-0.212158	1.869647,0.076914,-0.399817	1.786017,0.069076,-0.530344	1.965634,-0.023033,-0.165763	1.967128,-0.159553,-0.000899	1.948470,-0.079316,0.238431	1.880021,0.224282,-0.165687	1.794913,0.266870,0.026048	1.887448,0.152207,0.231851	12
1.931493,0.098410,-0.062448	1.922058,0.099091,-0.149320	0.000000,0.000000,0.000000	1.909018,0.093696,-0.212232	1.870080,0.077586,-0.400086	1.786779,0.068847,-0.530457	1.966092,-0.024294,-0.165582	1.966980,-0.160032,-0.000070	1.948704,-0.079821,0.238944	1.880835,0.223442,-0.165583	1.795255,0.266865,0.025754	1.887733,0.152392,0.231275	12
1.930690,0.098095,-0.062551	1.922058,0.097594,-0.149316	0.000000,0.000000,0.000000	1.909055,0.092726,-0.212279	1.870230,0.078191,-0.400285	1.787353,0.068603,-0.530653	1.966655,-0.025851,-0.165590	1.966773,-0.160490,0.000817	1.948936,-0.080201,0.239176	1.881336,0.222396,-0.165401	1.796106,0.266686,0.025893	1.888374,0.152625,0.230969	12
1.930110,0.097775,-0.062668	1.922057,0.096081,-0.149310	0.000000,0.000000,0.000000	1.909042,0.091724,-0.212308	1.870181,0.078711,-0.400420	1.787637,0.068354,-0.530881	1.967244,-0.027515,-0.165715	1.966548,-0.160890,0.001705	1.949136,-0.080336,0.239282	1.881716,0.221409,-0.165217	1.796642,0.266689,0.025915	1.889093,0.153044,0.230298	12
1.929759,0.097540,-0.062786	1.922056,0.095051,-0.149304	0.000000,0.000000,0.000000	1.909022,0.091040,-0.212322	1.870102,0.079063,-0.400494	1.787748,0.068197,-0.531082	1.967688,-0.028807,-0.165853	1.966328,-0.161196,0.002347	1.949161,-0.079633,0.239012	1.881917,0.220913,-0.164958	1.796761,0.266767,0.026002	1.890342,0.153540,0.229420	12
1.929534,0.097356,-0.062892	1.922056,0.094454,-0.149299	0.000000,0.000000,0.000000	1.909001,0.090641,-0.212326	1.870021,0.079258,-0.400524	1.787751,0.068109,-0.531255	1.967995,-0.029737,-0.165955	1.966200,-0.161493,0.002740	1.949010,-0.078402,0.238436	1.881960,0.220794,-0.164845	1.796798,0.266797,0.026077	1.891403,0.153936,0.228724	12
1.929421,0.097208,-0.062986	1.922055,0.094169,-0.149297	0.000000,0.000000,0.000000	1.908981,0.090451,-0.212325	1.869943,0.079348,-0.400528	1.787701,0.068077,-0.531416	1.968207,-0.030350,-0.166203	1.966130,-0.161658,0.002838	1.948727,-0.076640,0.237508	1.881907,0.220930,-0.164806	1.796791,0.266799,0.026169	1.891799,0.154135,0.228367	12
1.929356,0.096861,-0.063058	1.922054,0.094036,-0.149295	0.000000,0.000000,0.000000	1.908976,0.090364,-0.212325	1.869926,0.079402,-0.400533	1.787676,0.068072,-0.531555	1.968371,-0.030813,-0.166347	1.966083,-0.161919,0.002848	1.948655,-0.075836,0.236903	1.881818,0.221170,-0.164821	1.796753,0.266798,0.026235	1.891850,0.154238,0.228183	12
