joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.702506,-0.159296,0.264670	1.694389,-0.160746,0.169045	0.000000,0.000000,0.000000	1.693743,-0.162295,0.102464	1.691944,-0.166603,-0.082741	1.635024,-0.165389,-0.231783	1.671192,-0.288806,0.144293	1.544901,-0.375522,0.303736	1.539034,-0.289348,0.532533	1.710927,-0.033977,0.134377	1.623455,0.099825,0.287138	1.610968,-0.018422,0.500848	12
1.702108,-0.159274,0.265705	1.694611,-0.160787,0.169785	0.000000,0.000000,0.000000	1.693849,-0.162338,0.103205	1.691739,-0.166632,-0.081168	1.635082,-0.165388,-0.230725	1.671268,-0.288390,0.144184	1.546443,-0.374533,0.305075	1.538216,-0.289667,0.534633	1.710943,-0.034561,0.133993	1.623641,0.099674,0.286481	1.610933,-0.017981,0.500877	12
1.701859,-0.159255,0.266250	1.694838,-0.160828,0.170105	0.000000,0.000000,0.000000	1.693962,-0.162384,0.103526	1.691544,-0.166681,-0.080219	1.635091,-0.165384,-0.230046	1.671324,-0.288085,0.144042	1.547752,-0.373700,0.306179	1.537434,-0.289334,0.536099	1.710996,-0.034964,0.133724	1.623870,0.099374,0.286222	1.610851,-0.017888,0.501091	12
1.701717,-0.159239,0.266523	1.695108,-0.160867,0.170199	0.000000,0.000000,0.000000	1.694104,-0.162433,0.103623	1.691341,-0.166744,-0.079646	1.635213,-0.165380,-0.229705	1.671372,-0.287834,0.143851	1.548127,-0.373547,0.306192	1.537124,-0.289334,0.536320	1.711111,-0.035251,0.133550	1.624017,0.099129,0.286027	1.610794,-0.017865,0.501221	12
1.701736,-0.159226,0.266655	1.695407,-0.160895,0.170195	0.000000,0.000000,0.000000	1.694270,-0.162468,0.103621	1.691145,-0.166789,-0.079288	1.635417,-0.165380,-0.229616	1.671414,-0.287619,0.143633	1.547954,-0.373801,0.305561	1.537039,-0.289535,0.535759	1.711259,-0.035436,0.133461	1.624139,0.098917,0.285945	1.610743,-0.017865,0.501332	12
1.701834,-0.159215,0.266728	1.695730,-0.160911,0.170161	0.000000,0.000000,0.000000	1.694476,-0.162488,0.103589	1.691034,-0.166815,-0.079050	1.635623,-0.165384,-0.229660	1.671452,-0.287435,0.143418	1.547428,-0.374316,0.304537	1.537248,-0.289916,0.534746	1.711433,-0.035546,0.133416	1.624240,0.098734,0.285920	1.610709,-0.017933,0.501393	12
1.701977,-0.159205,0.266779	1.696046,-0.160921,0.170126	0.000000,0.000000,0.000000	1.694692,-0.162499,0.103556	1.690983,-0.166824,-0.078888	1.635872,-0.165389,-0.229855	1.671486,-0.287276,0.143178	1.547236,-0.374614,0.303878	1.537408,-0.290401,0.534196	1.711608,-0.035615,0.133363	1.624299,0.098618,0.285841	1.610702,-0.018006,0.501359	12
1.702095,-0.159211,0.266105	1.696370,-0.160929,0.169379	0.000000,0.000000,0.000000	1.694921,-0.162511,0.102812	1.690952,-0.166842,-0.079487	1.635846,-0.165385,-0.230783	1.671495,-0.287247,0.142889	1.547214,-0.374826,0.303435	1.537540,-0.290767,0.533869	1.711857,-0.035509,0.133231	1.624323,0.098525,0.285754	1.610719,-0.018134,0.501311	12
1.703774,-0.159070,0.264798	1.696708,-0.160937,0.168124	0.000000,0.000000,0.000000	1.695227,-0.162520,0.101557	1.691175,-0.166849,-0.080516	1.635970,-0.165381,-0.232012	1.672176,-0.287263,0.141579	1.547970,-0.374515,0.302361	1.537509,-0.291476,0.533218	1.713467,-0.035559,0.132586	1.624510,0.097808,0.284863	1.610720,-0.017854,0.501040	12
1.707269,-0.158803,0.262837	1.697056,-0.160944,0.166443	0.000000,0.000000,0.000000	1.695579,-0.162528,0.099876	1.691499,-0.166901,-0.083910	1.635423,-0.165350,-0.235137	1.673156,-0.287318,0.139624	1.549140,-0.373996,0.300861	1.537413,-0.292375,0.532336	1.715633,-0.035663,0.131545	1.624930,0.096850,0.283533	1.610698,-0.017417,0.500609	12
1.710500,-0.158541,0.259750	1.697405,-0.160951,0.163675	0.000000,0.000000,0.000000	1.695925,-0.162542,0.097108	1.691786,-0.166992,-0.089072	1.634616,-0.165397,-0.239440	1.673821,-0.287636,0.138048	1.550092,-0.373793,0.299783	1.537443,-0.292974,0.531823	1.716839,-0.035681,0.129148	1.625940,0.095752,0.281959	1.610582,-0.016922,0.500135	12
1.712657,-0.158017,0.256306	1.697748,-0.160959,0.160460	0.000000,0.000000,0.000000	1.696250,-0.162558,0.093894	1.692005,-0.167088,-0.094680	1.634031,-0.165450,-0.243892	1.674202,-0.287899,0.136147	1.551342,-0.373603,0.298781	1.537504,-0.293420,0.531526	1.718127,-0.035453,0.127410	1.626620,0.095409,0.280355	1.610701,-0.016496,0.499477	12
1.714135,-0.157340,0.252818	1.698103,-0.160967,0.157143	0.000000,0.000000,0.000000	1.696572,-0.162567,0.090577	1.692185,-0.167151,-0.100092	1.633935,-0.165495,-0.248129	1.674464,-0.288051,0.133900	1.552963,-0.373387,0.297741	1.537607,-0.293913,0.531344	1.719362,-0.035142,0.126096	1.627342,0.095368,0.279037	1.610921,-0.016273,0.499015	12
1.715038,-0.156814,0.249659	1.698456,-0.160975,0.154077	0.000000,0.000000,0.000000	1.696896,-0.162573,0.087512	1.692389,-0.167194,-0.104873	1.634388,-0.165538,-0.251926	1.674708,-0.287997,0.130976	1.555033,-0.373100,0.296272	1.537792,-0.294539,0.531121	1.720573,-0.034890,0.125032	1.627962,0.096153,0.277156	1.611382,-0.016033,0.497985	12
1.715504,-0.156479,0.246493	1.698748,-0.160983,0.150945	0.000000,0.000000,0.000000	1.697158,-0.162577,0.084381	1.692576,-0.167174,-0.107514	1.636112,-0.165605,-0.254352	1.674898,-0.288097,0.129127	1.556657,-0.373708,0.295197	1.538180,-0.294229,0.531638	1.720851,-0.034547,0.123966	1.627802,0.099262,0.273350	1.612389,-0.015769,0.494910	12
1.715776,-0.156277,0.243446	1.698905,-0.160991,0.147921	0.000000,0.000000,0.000000	1.697296,-0.162589,0.081357	1.692689,-0.167160,-0.109148	1.637689,-0.165650,-0.256083	1.675088,-0.288199,0.127535	1.558344,-0.375154,0.293965	1.538321,-0.292377,0.531557	1.720635,-0.034250,0.122821	1.627838,0.103027,0.269166	1.613467,-0.016507,0.490981	12
1.715325,-0.156237,0.241385	1.698968,-0.161002,0.145770	0.000000,0.000000,0.000000	1.697350,-0.162605,0.079207	1.692760,-0.167153,-0.109682	1.638744,-0.165671,-0.256660	1.675312,-0.288198,0.126162	1.560116,-0.376994,0.292695	1.538496,-0.290480,0.530508	1.720209,-0.034133,0.121739	1.628734,0.105369,0.266840	1.614326,-0.018815,0.487911	12
1.714351,-0.156338,0.240342	1.698979,-0.161015,0.144558	0.000000,0.000000,0.000000	1.697364,-0.162622,0.077994	1.692818,-0.167145,-0.109379	1.639529,-0.165681,-0.256291	1.675524,-0.288190,0.125679	1.561121,-0.377819,0.292321	1.539575,-0.290684,0.530491	1.719686,-0.034171,0.120819	1.630295,0.105988,0.266600	1.615012,-0.021306,0.486460	12
1.713147,-0.156516,0.239959	1.698968,-0.161028,0.143980	0.000000,0.000000,0.000000	1.697363,-0.162638,0.077417	1.692876,-0.167138,-0.108663	1.640221,-0.165688,-0.255410	1.675735,-0.288177,0.125715	1.561748,-0.378018,0.292532	1.541061,-0.291716,0.530962	1.719138,-0.034342,0.119801	1.632243,0.105786,0.267109	1.615702,-0.022606,0.486128	12
1.712111,-0.156664,0.239893	1.698952,-0.161042,0.143757	0.000000,0.000000,0.000000	1.697359,-0.162654,0.077193	1.692934,-0.167135,-0.107803	1.640831,-0.165691,-0.254274	1.675933,-0.288132,0.125823	1.562397,-0.377752,0.293066	1.541754,-0.292884,0.531576	1.718874,-0.034510,0.119341	1.633914,0.105668,0.267737	1.616512,-0.023196,0.485942	12
1.711281,-0.156759,0.239958	1.698935,-0.161056,0.143703	0.000000,0.000000,0.000000	1.697356,-0.162670,0.077139	1.692988,-0.167135,-0.106913	1.641389,-0.165692,-0.253048	1.676103,-0.288068,0.125928	1.562929,-0.377220,0.293663	1.542208,-0.294307,0.532376	1.718724,-0.034667,0.119137	1.634657,0.105660,0.267912	1.616839,-0.023205,0.485564	12
1.710469,-0.156855,0.239041	1.698921,-0.161070,0.143717	0.000000,0.000000,0.000000	1.697354,-0.162687,0.077153	1.693042,-0.167137,-0.106041	1.642002,-0.165693,-0.251844	1.676370,-0.288014,0.126006	1.563468,-0.376522,0.294262	1.542536,-0.295900,0.533269	1.718639,-0.034822,0.119029	1.634916,0.105404,0.268096	1.616937,-0.023005,0.485483	12
