joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.816506,0.044297,0.093687	1.803614,0.045966,0.001169	0.000000,0.000000,0.000000	1.800635,0.045193,-0.068471	1.791869,0.042920,-0.273364	1.746863,0.038444,-0.431178	1.837948,-0.078463,-0.052753	1.913022,-0.172838,0.147526	1.931599,-0.150523,0.392389	1.772726,0.175377,-0.042049	1.727720,0.239323,0.178269	1.710237,0.217047,0.423215	12
1.816509,0.044294,0.093703	1.803610,0.045966,0.001169	0.000000,0.000000,0.000000	1.800632,0.045193,-0.068471	1.791845,0.042912,-0.273983	1.746623,0.038422,-0.431734	1.837944,-0.078448,-0.052747	1.913272,-0.173145,0.146588	1.931690,-0.150484,0.391493	1.772726,0.175358,-0.042057	1.727898,0.239200,0.177695	1.710196,0.216813,0.422679	12
1.816511,0.044290,0.093716	1.803604,0.045966,0.001169	0.000000,0.000000,0.000000	1.800629,0.045193,-0.068471	1.791826,0.042906,-0.274472	1.746426,0.038404,-0.432165	1.837940,-0.078434,-0.052741	1.913430,-0.173323,0.145615	1.931731,-0.150460,0.390497	1.772723,0.175349,-0.042041	1.728113,0.239090,0.177036	1.710150,0.216467,0.421965	12
1.816512,0.044286,0.093725	1.803598,0.045966,0.001169	0.000000,0.000000,0.000000	1.800624,0.045193,-0.068471	1.791811,0.042900,-0.274861	1.746265,0.038389,-0.432498	1.837936,-0.078420,-0.052735	1.913365,-0.173218,0.144937	1.931818,-0.150455,0.389698	1.772720,0.175343,-0.042016	1.728315,0.239031,0.176439	1.710097,0.215955,0.421187	12
1.816513,0.044282,0.093732	1.803591,0.045966,0.001170	0.000000,0.000000,0.000000	1.800616,0.045192,-0.068470	1.791789,0.042893,-0.275171	1.746113,0.038375,-0.432789	1.837932,-0.078404,-0.052728	1.913106,-0.172885,0.144681	1.932099,-0.150422,0.389293	1.772712,0.175359,-0.041915	1.728500,0.238986,0.176133	1.710081,0.215337,0.420678	12
1.816512,0.044278,0.093742	1.803583,0.045966,0.001173	0.000000,0.000000,0.000000	1.800606,0.045190,-0.068467	1.791757,0.042884,-0.275415	1.745947,0.038360,-0.433077	1.837927,-0.078386,-0.052713	1.912776,-0.172455,0.144802	1.932681,-0.150401,0.389311	1.772700,0.175393,-0.041742	1.728663,0.238959,0.176166	1.710128,0.214642,0.420569	12
1.816509,0.044274,0.093756	1.803576,0.045966,0.001177	0.000000,0.000000,0.000000	1.800594,0.045188,-0.068463	1.791724,0.042874,-0.275609	1.745773,0.038345,-0.433378	1.837921,-0.078366,-0.052693	1.912491,-0.172062,0.145152	1.933622,-0.150401,0.389666	1.772687,0.175426,-0.041556	1.728804,0.238962,0.176435	1.710226,0.214019,0.420846	12
1.816507,0.044270,0.093768	1.803567,0.045966,0.001179	0.000000,0.000000,0.000000	1.800583,0.045187,-0.068461	1.791702,0.042867,-0.275766	1.745621,0.038332,-0.433670	1.837915,-0.078346,-0.052672	1.912430,-0.171911,0.145360	1.934935,-0.150203,0.390009	1.772678,0.175425,-0.041479	1.728975,0.238968,0.176641	1.710349,0.213570,0.421263	12
1.816506,0.044265,0.093780	1.803556,0.045966,0.001181	0.000000,0.000000,0.000000	1.800573,0.045186,-0.068459	1.791687,0.042861,-0.275892	1.745490,0.038320,-0.433941	1.837910,-0.078328,-0.052652	1.912488,-0.171851,0.145434	1.936273,-0.149794,0.390405	1.772670,0.175415,-0.041437	1.729176,0.238949,0.176778	1.710509,0.212821,0.421794	12
