joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.807061,0.027747,0.218201	1.771624,0.028109,0.114559	0.000000,0.000000,0.000000	1.740662,0.028135,0.046149	1.648208,0.028211,-0.158120	1.554012,0.025740,-0.313627	1.746994,-0.115971,0.033881	1.662212,-0.172790,-0.193534	1.417688,-0.059685,-0.249664	1.761009,0.173476,0.033131	1.700095,0.238363,-0.199707	1.433065,0.169283,-0.190483	12
1.807045,0.027747,0.218207	1.771624,0.028109,0.114560	0.000000,0.000000,0.000000	1.740663,0.028135,0.046149	1.648210,0.028211,-0.158121	1.554013,0.025740,-0.313626	1.746992,-0.115987,0.033914	1.662220,-0.172778,-0.193517	1.417706,-0.056175,-0.244335	1.761009,0.173474,0.033131	1.700087,0.238247,-0.199741	1.433084,0.169231,-0.190452	12
1.807029,0.027747,0.218213	1.771624,0.028109,0.114560	0.000000,0.000000,0.000000	1.740663,0.028135,0.046150	1.648212,0.028211,-0.158121	1.554014,0.025740,-0.313626	1.746989,-0.116004,0.033949	1.662225,-0.172717,-0.193510	1.410498,-0.073433,-0.241089	1.761009,0.173473,0.033132	1.700074,0.238093,-0.199783	1.433411,0.169243,-0.190437	12
1.807012,0.027747,0.218219	1.771624,0.028109,0.114561	0.000000,0.000000,0.000000	1.740663,0.028135,0.046150	1.648214,0.028211,-0.158121	1.554015,0.025740,-0.313626	1.746987,-0.116021,0.033983	1.662230,-0.172634,-0.193506	1.405290,-0.091003,-0.244076	1.761009,0.173471,0.033133	1.700062,0.237932,-0.199827	1.388672,0.157576,-0.188820	12
1.806996,0.027747,0.218225	1.771624,0.028109,0.114561	0.000000,0.000000,0.000000	1.740664,0.028135,0.046151	1.648220,0.028211,-0.158124	1.554016,0.025739,-0.313625	1.746984,-0.116038,0.034016	1.662235,-0.172521,-0.193512	1.401406,-0.114051,-0.252435	1.761009,0.173470,0.033134	1.700051,0.237775,-0.199870	1.388883,0.157477,-0.188788	12
1.806980,0.027747,0.218231	1.771624,0.028109,0.114562	0.000000,0.000000,0.000000	1.740667,0.028135,0.046150	1.648237,0.028211,-0.158131	1.554018,0.025739,-0.313625	1.746981,-0.116055,0.034050	1.662245,-0.172397,-0.193519	1.410500,-0.079856,-0.223967	1.761009,0.173469,0.033134	1.700041,0.237632,-0.199908	1.389038,0.157432,-0.188784	12
1.806964,0.027748,0.218237	1.771624,0.028109,0.114563	0.000000,0.000000,0.000000	1.740671,0.028135,0.046149	1.648253,0.028211,-0.158138	1.554023,0.025739,-0.313625	1.746978,-0.116075,0.034089	1.662261,-0.172347,-0.193507	1.402943,-0.127229,-0.239771	1.761009,0.173468,0.033135	1.700030,0.237487,-0.199946	1.389150,0.157383,-0.188770	12
1.806947,0.027748,0.218244	1.771624,0.028109,0.114563	0.000000,0.000000,0.000000	1.740680,0.028135,0.046145	1.648309,0.028211,-0.158162	1.554034,0.025738,-0.313625	1.746975,-0.116094,0.034126	1.662287,-0.172337,-0.193489	1.411711,-0.087322,-0.227339	1.761009,0.173468,0.033135	1.700022,0.237420,-0.199963	1.389326,0.157135,-0.188780	12
1.806930,0.027748,0.218250	1.771624,0.028109,0.114564	0.000000,0.000000,0.000000	1.740696,0.028135,0.046139	1.648391,0.028211,-0.158198	1.554052,0.025738,-0.313625	1.746973,-0.116111,0.034158	1.663153,-0.171788,-0.191186	1.405170,-0.132136,-0.242342	1.761009,0.173467,0.033136	1.700627,0.236739,-0.197637	1.389804,0.158153,-0.191691	12
1.806913,0.027748,0.218257	1.771624,0.028109,0.114565	0.000000,0.000000,0.000000	1.740714,0.028134,0.046131	1.648466,0.028211,-0.158232	1.554073,0.025738,-0.313626	1.746971,-0.116125,0.034185	1.664300,-0.171037,-0.188114	1.414577,-0.088863,-0.228184	1.761009,0.173466,0.033136	1.701439,0.235850,-0.194518	1.390305,0.158990,-0.193892	12
1.806897,0.027748,0.218263	1.771624,0.028109,0.114565	0.000000,0.000000,0.000000	1.740728,0.028135,0.046126	1.648502,0.028211,-0.158247	1.554089,0.025738,-0.313626	1.746958,-0.116202,0.034329	1.665460,-0.170263,-0.185005	1.409688,-0.118487,-0.243913	1.761009,0.173465,0.033136	1.702242,0.234974,-0.191442	1.390786,0.159666,-0.195547	12
1.806880,0.027748,0.218269	1.771624,0.028109,0.114566	0.000000,0.000000,0.000000	1.740736,0.028134,0.046123	1.648515,0.028211,-0.158252	1.554099,0.025738,-0.313627	1.746956,-0.116219,0.034362	1.666440,-0.169604,-0.182368	1.414904,-0.083313,-0.228475	1.761009,0.173465,0.033137	1.702943,0.234211,-0.188771	1.389040,0.158623,-0.196927	12
1.806863,0.027749,0.218276	1.771624,0.028109,0.114567	0.000000,0.000000,0.000000	1.740741,0.028134,0.046121	1.648528,0.028211,-0.158257	1.554105,0.025738,-0.313627	1.746958,-0.116206,0.034339	1.667215,-0.168974,-0.180281	1.407645,-0.129214,-0.238635	1.761009,0.173464,0.033137	1.703526,0.233673,-0.186581	1.390014,0.158945,-0.198028	12
1.806847,0.027749,0.218282	1.771624,0.028109,0.114567	0.000000,0.000000,0.000000	1.740744,0.028134,0.046121	1.648539,0.028211,-0.158262	1.554109,0.025738,-0.313626	1.746963,-0.116175,0.034283	1.667812,-0.168383,-0.178694	1.408977,-0.100777,-0.227521	1.761009,0.173464,0.033137	1.703989,0.233289,-0.184853	1.388903,0.158980,-0.199121	12
1.806830,0.027749,0.218289	1.771624,0.028109,0.114568	0.000000,0.000000,0.000000	1.740747,0.028135,0.046120	1.648551,0.028211,-0.158266	1.554113,0.025738,-0.313626	1.746965,-0.116159,0.034254	1.668274,-0.167976,-0.177443	1.405042,-0.137876,-0.239323	1.761009,0.173464,0.033137	1.704343,0.232921,-0.183534	1.389788,0.159644,-0.200010	12
1.806813,0.027749,0.218295	1.771624,0.028109,0.114569	0.000000,0.000000,0.000000	1.740749,0.028135,0.046120	1.648561,0.028211,-0.158270	1.554116,0.025738,-0.313626	1.746967,-0.116152,0.034243	1.668642,-0.167683,-0.176470	1.403987,-0.161514,-0.246872	1.761009,0.173463,0.033138	1.704621,0.232633,-0.182523	1.390575,0.160002,-0.200745	12
1.806796,0.027749,0.218302	1.771624,0.028109,0.114570	0.000000,0.000000,0.000000	1.740753,0.028135,0.046119	1.648577,0.028211,-0.158277	1.554120,0.025738,-0.313626	1.746967,-0.116155,0.034249	1.668928,-0.167467,-0.175706	1.405526,-0.144826,-0.249260	1.761009,0.173463,0.033138	1.704837,0.232402,-0.181745	1.391250,0.159969,-0.200868	12
1.806778,0.027749,0.218308	1.771624,0.028109,0.114570	0.000000,0.000000,0.000000	1.740756,0.028134,0.046118	1.648591,0.028211,-0.158282	1.554125,0.025737,-0.313626	1.746966,-0.116165,0.034266	1.669158,-0.167311,-0.175107	1.406582,-0.132624,-0.247876	1.761010,0.173463,0.033138	1.705008,0.232218,-0.181149	1.391862,0.159739,-0.201331	12
1.806759,0.027750,0.218316	1.771624,0.028109,0.114571	0.000000,0.000000,0.000000	1.740760,0.028135,0.046118	1.648606,0.028211,-0.158288	1.554130,0.025737,-0.313626	1.746965,-0.116176,0.034287	1.669344,-0.167198,-0.174643	1.414871,-0.089610,-0.227908	1.761010,0.173462,0.033138	1.705142,0.232071,-0.180693	1.392431,0.159239,-0.201777	12
1.806741,0.027750,0.218323	1.771624,0.028109,0.114572	0.000000,0.000000,0.000000	1.740763,0.028134,0.046117	1.648621,0.028211,-0.158294	1.554135,0.025737,-0.313626	1.746963,-0.116186,0.034307	1.669481,-0.167122,-0.174279	1.410401,-0.120086,-0.236342	1.761010,0.173462,0.033138	1.705247,0.231952,-0.180346	1.392722,0.159460,-0.201927	12
1.806722,0.027750,0.218330	1.771624,0.028109,0.114573	0.000000,0.000000,0.000000	1.740768,0.028134,0.046116	1.648642,0.028211,-0.158303	1.554142,0.025737,-0.313626	1.746961,-0.116197,0.034329	1.669584,-0.167071,-0.173993	1.415341,-0.087113,-0.228112	1.761010,0.173462,0.033138	1.705325,0.231856,-0.180081	1.390603,0.159103,-0.202199	12
1.806704,0.027750,0.218337	1.771624,0.028109,0.114574	0.000000,0.000000,0.000000	1.740773,0.028134,0.046114	1.648663,0.028211,-0.158311	1.554149,0.025737,-0.313627	1.746959,-0.116211,0.034354	1.669664,-0.167033,-0.173769	1.409576,-0.129678,-0.238593	1.761010,0.173462,0.033139	1.705387,0.231783,-0.179881	1.391276,0.159250,-0.202195	12
1.806686,0.027750,0.218344	1.771624,0.028109,0.114575	0.000000,0.000000,0.000000	1.740776,0.028134,0.046113	1.648672,0.028208,-0.158314	1.554154,0.025736,-0.313627	1.746957,-0.116229,0.034387	1.669730,-0.167012,-0.173586	1.412165,-0.099662,-0.229789	1.761011,0.173461,0.033139	1.705329,0.231727,-0.179700	1.390509,0.159033,-0.202266	12
1.806669,0.027751,0.218351	1.771624,0.028109,0.114575	0.000000,0.000000,0.000000	1.740778,0.028133,0.046113	1.648676,0.028206,-0.158315	1.554158,0.025735,-0.313627	1.746955,-0.116246,0.034419	1.669785,-0.167008,-0.173435	1.407886,-0.136370,-0.239530	1.761011,0.173461,0.033139	1.705339,0.231688,-0.179572	1.391186,0.159323,-0.202249	12
1.806650,0.027751,0.218358	1.771624,0.028109,0.114576	0.000000,0.000000,0.000000	1.740780,0.028133,0.046113	1.648678,0.028203,-0.158315	1.554160,0.025733,-0.313626	1.746951,-0.116275,0.034474	1.669835,-0.167009,-0.173295	1.414428,-0.091467,-0.228145	1.761011,0.173461,0.033139	1.705344,0.231657,-0.179472	1.388473,0.158811,-0.202488	12
1.806629,0.027751,0.218365	1.771624,0.028109,0.114577	0.000000,0.000000,0.000000	1.740780,0.028132,0.046114	1.648680,0.028201,-0.158316	1.554161,0.025732,-0.313626	1.746946,-0.116308,0.034534	1.669873,-0.166996,-0.173175	1.407544,-0.133131,-0.236270	1.761011,0.173461,0.033139	1.705341,0.231632,-0.179393	1.389511,0.159014,-0.202466	12
1.806608,0.027751,0.218374	1.771624,0.028109,0.114578	0.000000,0.000000,0.000000	1.740780,0.028131,0.046115	1.648681,0.028197,-0.158315	1.554161,0.025730,-0.313625	1.746940,-0.116347,0.034607	1.669906,-0.166980,-0.173066	1.408692,-0.103763,-0.231441	1.761011,0.173461,0.033139	1.705336,0.231612,-0.179334	1.387548,0.158512,-0.202632	12
1.806585,0.027751,0.218382	1.771624,0.028109,0.114579	0.000000,0.000000,0.000000	1.740781,0.028131,0.046116	1.648681,0.028196,-0.158314	1.554162,0.025728,-0.313625	1.746938,-0.116356,0.034624	1.669919,-0.166975,-0.173010	1.404543,-0.126509,-0.239133	1.761011,0.173460,0.033139	1.705321,0.231595,-0.179288	1.388760,0.158732,-0.202534	12
1.806563,0.027752,0.218390	1.771624,0.028109,0.114580	0.000000,0.000000,0.000000	1.740781,0.028130,0.046116	1.648682,0.028195,-0.158314	1.554163,0.025727,-0.313624	1.746938,-0.116351,0.034615	1.669920,-0.166972,-0.172989	1.402842,-0.146557,-0.243902	1.761012,0.173460,0.033139	1.705294,0.231578,-0.179256	1.389710,0.158900,-0.202433	12
