joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.762636,0.029328,0.287609	1.732690,0.031381,0.182219	0.000000,0.000000,0.000000	1.704051,0.029849,0.112785	1.618720,0.025275,-0.094614	1.526736,0.024529,-0.251585	1.706203,-0.116525,0.096174	1.619208,-0.184781,-0.127375	1.377903,-0.063016,-0.167544	1.724643,0.181406,0.096142	1.625787,0.241280,-0.124865	1.322940,0.136411,-0.139952	12
1.762629,0.029328,0.287606	1.732690,0.031381,0.182217	0.000000,0.000000,0.000000	1.704122,0.029849,0.112756	1.618981,0.025275,-0.094713	1.526892,0.024529,-0.251613	1.706202,-0.116528,0.096172	1.619185,-0.184806,-0.127353	1.375758,-0.069926,-0.173777	1.724643,0.181409,0.096140	1.625768,0.241320,-0.124839	1.321559,0.140505,-0.139716	12
1.762623,0.029328,0.287602	1.732690,0.031381,0.182215	0.000000,0.000000,0.000000	1.704189,0.029849,0.112730	1.619231,0.025274,-0.094808	1.527039,0.024528,-0.251639	1.706202,-0.116530,0.096171	1.619162,-0.184853,-0.127324	1.374867,-0.063285,-0.168801	1.724642,0.181412,0.096139	1.625738,0.241373,-0.124806	1.317413,0.138704,-0.140326	12
1.762619,0.029328,0.287598	1.732690,0.031381,0.182214	0.000000,0.000000,0.000000	1.704311,0.029848,0.112681	1.619908,0.025268,-0.095076	1.527255,0.024528,-0.251664	1.706201,-0.116533,0.096170	1.619134,-0.184902,-0.127292	1.374010,-0.056549,-0.162964	1.724642,0.181414,0.096138	1.625708,0.241426,-0.124772	1.315584,0.137404,-0.140746	12
1.762616,0.029328,0.287594	1.732690,0.031381,0.182212	0.000000,0.000000,0.000000	1.704464,0.029847,0.112619	1.620587,0.025262,-0.095343	1.527508,0.024527,-0.251687	1.706201,-0.116535,0.096168	1.619072,-0.184993,-0.127234	1.372711,-0.057912,-0.164433	1.724642,0.181416,0.096136	1.625710,0.241440,-0.124762	1.317088,0.137146,-0.139936	12
1.762614,0.029328,0.287589	1.732690,0.031381,0.182210	0.000000,0.000000,0.000000	1.704635,0.029845,0.112551	1.621303,0.025256,-0.095623	1.527794,0.024526,-0.251713	1.706200,-0.116537,0.096167	1.618994,-0.185095,-0.127166	1.372610,-0.061604,-0.171240	1.724641,0.181418,0.096135	1.625713,0.241445,-0.124756	1.318469,0.136347,-0.139017	12
1.762612,0.029328,0.287584	1.732690,0.031381,0.182208	0.000000,0.000000,0.000000	1.704822,0.029844,0.112477	1.622067,0.025249,-0.095920	1.528113,0.024525,-0.251742	1.706199,-0.116538,0.096166	1.618920,-0.185167,-0.127108	1.374101,-0.060711,-0.171506	1.724641,0.181420,0.096134	1.625716,0.241446,-0.124749	1.319282,0.136671,-0.138987	12
1.762611,0.029328,0.287580	1.732690,0.031381,0.182206	0.000000,0.000000,0.000000	1.704956,0.029842,0.112424	1.622405,0.025245,-0.096046	1.528382,0.024524,-0.251782	1.706197,-0.116540,0.096166	1.618809,-0.185272,-0.127026	1.373395,-0.056777,-0.168489	1.724641,0.181421,0.096133	1.625720,0.241444,-0.124745	1.315676,0.135551,-0.139189	12
1.762610,0.029329,0.287575	1.732690,0.031381,0.182204	0.000000,0.000000,0.000000	1.704685,0.029844,0.112533	1.619964,0.025265,-0.095059	1.528192,0.024522,-0.251862	1.706195,-0.116541,0.096165	1.618671,-0.185392,-0.126928	1.373173,-0.056232,-0.166700	1.724640,0.181423,0.096132	1.625724,0.241441,-0.124740	1.316903,0.136485,-0.139165	12
1.762608,0.029329,0.287569	1.732689,0.031381,0.182202	0.000000,0.000000,0.000000	1.704339,0.029847,0.112674	1.618584,0.025275,-0.094487	1.527897,0.024520,-0.251925	1.706188,-0.116541,0.096164	1.618475,-0.185560,-0.126794	1.372402,-0.058984,-0.165956	1.724633,0.181424,0.096132	1.625725,0.241440,-0.124737	1.317598,0.138101,-0.139277	12
1.762607,0.029329,0.287562	1.732689,0.031381,0.182199	0.000000,0.000000,0.000000	1.704016,0.029849,0.112805	1.617540,0.025282,-0.094048	1.527609,0.024516,-0.251966	1.706177,-0.116542,0.096164	1.618394,-0.185621,-0.126739	1.373204,-0.059917,-0.166785	1.724620,0.181425,0.096131	1.625723,0.241419,-0.124739	1.317993,0.139844,-0.139326	12
