joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.726480,0.062030,0.288982	1.700247,0.064871,0.180368	0.000000,0.000000,0.000000	1.678808,0.060539,0.109944	1.609889,0.046616,-0.116440	1.524533,0.041175,-0.263190	1.677944,-0.082076,0.104649	1.613869,-0.155559,-0.119922	1.363863,-0.086102,-0.201778	1.684649,0.206563,0.093739	1.591946,0.258700,-0.126776	1.294130,0.158808,-0.176176	12
1.726878,0.061913,0.290546	1.699816,0.064868,0.183032	0.000000,0.000000,0.000000	1.678265,0.060285,0.112662	1.609080,0.045575,-0.113243	1.524202,0.040828,-0.260508	1.677885,-0.082344,0.107857	1.614082,-0.155390,-0.116919	1.365658,-0.085897,-0.203000	1.684577,0.206697,0.096682	1.592553,0.258687,-0.124133	1.296479,0.157051,-0.174790	12
1.727252,0.061755,0.291783	1.699426,0.064865,0.185207	0.000000,0.000000,0.000000	1.677824,0.060064,0.114871	1.608555,0.044671,-0.110675	1.524116,0.040517,-0.258338	1.677867,-0.082409,0.110183	1.613672,-0.155931,-0.114307	1.367899,-0.079809,-0.200661	1.684533,0.206646,0.098838	1.592864,0.258663,-0.122101	1.299004,0.150788,-0.171537	12
1.727456,0.061541,0.292658	1.699018,0.064861,0.186839	0.000000,0.000000,0.000000	1.677444,0.059944,0.116507	1.608289,0.044183,-0.108941	1.524104,0.040347,-0.256773	1.677879,-0.082251,0.111540	1.612762,-0.157053,-0.112237	1.366912,-0.069911,-0.187203	1.684486,0.206664,0.100585	1.593556,0.258322,-0.120723	1.297911,0.149292,-0.161317	12
1.727507,0.061302,0.293516	1.698621,0.064857,0.188287	0.000000,0.000000,0.000000	1.677127,0.059902,0.117940	1.608194,0.044011,-0.107670	1.524136,0.040278,-0.255502	1.677887,-0.082094,0.112788	1.612022,-0.158142,-0.110331	1.365503,-0.075035,-0.187325	1.684425,0.206844,0.102483	1.594324,0.257891,-0.119286	1.299076,0.148772,-0.156919	12
1.727533,0.061046,0.294270	1.698190,0.064852,0.189540	0.000000,0.000000,0.000000	1.676801,0.059900,0.119165	1.608117,0.044001,-0.106826	1.524092,0.040260,-0.254529	1.677882,-0.081950,0.113973	1.611328,-0.159257,-0.108491	1.365094,-0.084709,-0.192805	1.684345,0.207220,0.104615	1.595120,0.257398,-0.117686	1.300739,0.148252,-0.157253	12
1.727560,0.060775,0.295073	1.697696,0.064846,0.190786	0.000000,0.000000,0.000000	1.676437,0.059917,0.120376	1.608019,0.044055,-0.106228	1.523996,0.040263,-0.253728	1.677870,-0.081839,0.115312	1.611542,-0.159364,-0.107129	1.365587,-0.086292,-0.192404	1.684262,0.207592,0.106830	1.595902,0.256917,-0.115988	1.301826,0.148857,-0.157192	12
1.727605,0.060515,0.296039	1.697171,0.064840,0.192154	0.000000,0.000000,0.000000	1.676056,0.059940,0.121705	1.608563,0.044277,-0.103476	1.524925,0.040335,-0.250936	1.677852,-0.081753,0.116933	1.612090,-0.159115,-0.105713	1.366433,-0.078330,-0.182366	1.684180,0.208011,0.109367	1.596756,0.256396,-0.114007	1.303173,0.148624,-0.156097	12
1.727673,0.060300,0.297075	1.696698,0.064835,0.193540	0.000000,0.000000,0.000000	1.675709,0.059961,0.123057	1.609305,0.044543,-0.099919	1.526212,0.040431,-0.247406	1.677812,-0.081865,0.118926	1.612820,-0.158653,-0.104123	1.368284,-0.066298,-0.167883	1.684153,0.207803,0.110792	1.597236,0.256125,-0.112775	1.302784,0.151076,-0.155868	12
