joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.615738,0.033536,0.342992	1.610885,0.032758,0.228901	0.000000,0.000000,0.000000	1.605503,0.030733,0.155546	1.589341,0.024651,-0.064696	1.526143,0.019477,-0.218287	1.600022,-0.113163,0.147003	1.536032,-0.178004,-0.079651	1.313904,-0.074686,-0.187194	1.604306,0.176276,0.142421	1.538712,0.225259,-0.087731	1.310014,0.140513,-0.197844	12
1.615888,0.033741,0.346443	1.610869,0.032936,0.233218	0.000000,0.000000,0.000000	1.605374,0.030936,0.159871	1.588893,0.024939,-0.060100	1.526478,0.019824,-0.214199	1.598680,-0.112089,0.149244	1.536149,-0.177793,-0.077568	1.314750,-0.073572,-0.185982	1.602854,0.175943,0.145364	1.538589,0.225647,-0.085007	1.310693,0.141513,-0.197227	12
1.615994,0.033862,0.349712	1.610824,0.033102,0.237228	0.000000,0.000000,0.000000	1.605131,0.031127,0.163896	1.588100,0.025220,-0.055482	1.526815,0.020206,-0.210280	1.597343,-0.111430,0.151717	1.535992,-0.177588,-0.075287	1.314523,-0.076432,-0.186379	1.601674,0.175755,0.148066	1.538328,0.226163,-0.082407	1.311462,0.142140,-0.196780	12
1.616015,0.033918,0.352890	1.610477,0.033248,0.240859	0.000000,0.000000,0.000000	1.604601,0.031296,0.167541	1.587081,0.025474,-0.051083	1.526950,0.020577,-0.206595	1.595952,-0.111584,0.155137	1.535566,-0.177217,-0.072277	1.313793,-0.082009,-0.187751	1.600563,0.176154,0.151334	1.538579,0.226195,-0.079587	1.312640,0.142729,-0.196182	12
1.615965,0.033944,0.355869	1.609540,0.033438,0.243914	0.000000,0.000000,0.000000	1.603583,0.031476,0.170602	1.585880,0.025642,-0.047270	1.526789,0.020821,-0.203331	1.594484,-0.112444,0.159403	1.534604,-0.176822,-0.068500	1.314584,-0.082146,-0.187764	1.599501,0.176913,0.154658	1.538977,0.226025,-0.076847	1.313914,0.143161,-0.195552	12
1.615604,0.033570,0.358436	1.607550,0.033551,0.246373	0.000000,0.000000,0.000000	1.601604,0.031558,0.173062	1.583980,0.025653,-0.044210	1.526297,0.020944,-0.200765	1.592578,-0.112725,0.161822	1.532123,-0.177171,-0.065908	1.314484,-0.080023,-0.187548	1.597729,0.177059,0.156490	1.539048,0.226227,-0.075475	1.314578,0.143100,-0.195125	12
1.615055,0.033082,0.360526	1.604449,0.033603,0.248429	0.000000,0.000000,0.000000	1.598722,0.031581,0.175101	1.581781,0.025598,-0.041821	1.525641,0.020987,-0.198741	1.590555,-0.112812,0.163216	1.528107,-0.177934,-0.063773	1.314365,-0.074462,-0.186979	1.596348,0.177174,0.157809	1.538808,0.226633,-0.074382	1.314985,0.142791,-0.194744	12
1.614389,0.032458,0.362083	1.600497,0.033619,0.250168	0.000000,0.000000,0.000000	1.595131,0.031427,0.176818	1.579266,0.024948,-0.040009	1.524898,0.020573,-0.197216	1.587989,-0.112983,0.164406	1.523044,-0.177490,-0.062053	1.312541,-0.070685,-0.188034	1.594996,0.177024,0.158497	1.538320,0.227194,-0.073755	1.315042,0.142354,-0.194426	12
1.613385,0.031897,0.363275	1.596162,0.033616,0.251675	0.000000,0.000000,0.000000	1.591256,0.031124,0.178303	1.576751,0.023755,-0.038649	1.524132,0.019817,-0.196039	1.584659,-0.113016,0.165246	1.518699,-0.177199,-0.061023	1.310707,-0.068529,-0.189628	1.592605,0.176833,0.159063	1.537417,0.227640,-0.073407	1.314632,0.141704,-0.194209	12
1.612521,0.031070,0.364386	1.592293,0.033608,0.253213	0.000000,0.000000,0.000000	1.587854,0.030755,0.179825	1.574717,0.022310,-0.037387	1.523404,0.018855,-0.194798	1.582782,-0.113594,0.167147	1.517071,-0.176690,-0.059503	1.310360,-0.067608,-0.189857	1.590862,0.176777,0.160113	1.535854,0.227818,-0.072350	1.314255,0.139736,-0.193769	12
1.611808,0.030102,0.365594	1.589100,0.033598,0.254925	0.000000,0.000000,0.000000	1.585076,0.030334,0.181530	1.573144,0.020654,-0.036101	1.522760,0.017798,-0.193468	1.581679,-0.114913,0.170850	1.517166,-0.175881,-0.056717	1.312601,-0.066052,-0.189788	1.589384,0.176926,0.161953	1.533022,0.227666,-0.070244	1.313833,0.135428,-0.192892	12
1.611252,0.029077,0.367209	1.586647,0.033589,0.257149	0.000000,0.000000,0.000000	1.583002,0.029803,0.183760	1.572168,0.018546,-0.034413	1.522354,0.016657,-0.191820	1.580969,-0.116359,0.175680	1.517858,-0.175002,-0.052886	1.317852,-0.062355,-0.190353	1.588049,0.177429,0.165110	1.528999,0.226968,-0.066661	1.312147,0.130931,-0.190550	12
1.610595,0.028078,0.369433	1.584668,0.033581,0.260033	0.000000,0.000000,0.000000	1.581355,0.029206,0.186661	1.571480,0.016165,-0.032002	1.522058,0.015487,-0.189761	1.580412,-0.117158,0.180280	1.519010,-0.173943,-0.047076	1.320032,-0.059361,-0.184502	1.586699,0.178016,0.169266	1.524620,0.225827,-0.059925	1.309032,0.127368,-0.184166	12
1.609688,0.027447,0.372534	1.583010,0.033575,0.263577	0.000000,0.000000,0.000000	1.579979,0.028797,0.190217	1.570931,0.014537,-0.028746	1.521690,0.014617,-0.187081	1.579875,-0.117365,0.184642	1.520025,-0.173181,-0.040480	1.321884,-0.060351,-0.180540	1.585236,0.178458,0.173991	1.521584,0.224741,-0.052223	1.308786,0.128516,-0.182720	12
1.608459,0.027199,0.376384	1.581591,0.033569,0.267482	0.000000,0.000000,0.000000	1.578718,0.028597,0.194127	1.570138,0.013747,-0.024996	1.520896,0.014090,-0.183952	1.577757,-0.116583,0.187424	1.519627,-0.173952,-0.037048	1.322076,-0.062711,-0.179203	1.582301,0.177725,0.177011	1.518805,0.225012,-0.048361	1.308989,0.129700,-0.184259	12
1.606936,0.027095,0.380249	1.580217,0.033563,0.271125	0.000000,0.000000,0.000000	1.577415,0.028525,0.197773	1.569039,0.013472,-0.021418	1.519922,0.013784,-0.180990	1.575114,-0.115530,0.189268	1.518767,-0.175251,-0.035441	1.321628,-0.065691,-0.179462	1.579341,0.176719,0.179148	1.516378,0.225826,-0.046388	1.308414,0.130056,-0.184880	12
1.605331,0.026943,0.383672	1.578785,0.033557,0.274240	0.000000,0.000000,0.000000	1.576031,0.028523,0.200886	1.567800,0.013480,-0.018328	1.519008,0.013597,-0.178437	1.572978,-0.114666,0.190707	1.518110,-0.176095,-0.034734	1.323158,-0.064240,-0.179937	1.575851,0.175806,0.180775	1.514105,0.226213,-0.045629	1.307286,0.129267,-0.185057	12
1.603422,0.026743,0.386565	1.577254,0.033551,0.276712	0.000000,0.000000,0.000000	1.574545,0.028549,0.203354	1.566448,0.013601,-0.015864	1.518069,0.013517,-0.176359	1.571219,-0.114093,0.191850	1.517529,-0.176579,-0.034469	1.323509,-0.056821,-0.177505	1.570773,0.175159,0.182194	1.512068,0.226453,-0.045676	1.304374,0.127869,-0.185869	12
1.600754,0.026483,0.388908	1.575426,0.033541,0.278450	0.000000,0.000000,0.000000	1.572803,0.028571,0.205088	1.564966,0.013722,-0.014118	1.517034,0.013477,-0.174828	1.569259,-0.113996,0.193014	1.516936,-0.176726,-0.034336	1.322761,-0.053958,-0.175769	1.564857,0.174839,0.183492	1.510158,0.226593,-0.046025	1.302036,0.126934,-0.185900	12
1.596706,0.025657,0.391052	1.573126,0.033462,0.279858	0.000000,0.000000,0.000000	1.570655,0.028537,0.206487	1.563271,0.013822,-0.012729	1.515898,0.013464,-0.173525	1.567235,-0.114225,0.194264	1.516242,-0.177316,-0.033918	1.321667,-0.054973,-0.175180	1.559990,0.174776,0.184842	1.507891,0.226548,-0.045912	1.299948,0.126249,-0.185532	12
