joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.632364,0.017504,0.235238	1.638809,0.019283,0.132809	0.000000,0.000000,0.000000	1.638695,0.019649,0.062572	1.638381,0.020659,-0.130936	1.592106,0.017520,-0.282925	1.631909,-0.110897,0.048329	1.557219,-0.127877,-0.171916	1.327166,-0.054186,-0.273716	1.639732,0.148791,0.047029	1.593546,0.203254,-0.174951	1.379596,0.162118,-0.320687	12
1.632369,0.017504,0.235234	1.638809,0.019282,0.132796	0.000000,0.000000,0.000000	1.638695,0.019648,0.062559	1.638381,0.020659,-0.130944	1.592104,0.017520,-0.282931	1.631909,-0.110891,0.048327	1.557287,-0.127904,-0.171939	1.326941,-0.055244,-0.274324	1.639732,0.148786,0.047032	1.593542,0.203179,-0.174964	1.378029,0.162302,-0.318814	12
1.632369,0.017504,0.235231	1.638809,0.019280,0.132784	0.000000,0.000000,0.000000	1.638695,0.019647,0.062547	1.638381,0.020659,-0.130955	1.592102,0.017520,-0.282939	1.631909,-0.110887,0.048327	1.557351,-0.127952,-0.171956	1.326461,-0.056012,-0.274759	1.639732,0.148781,0.047036	1.593535,0.203016,-0.174998	1.377679,0.161825,-0.319073	12
1.632368,0.017504,0.235229	1.638809,0.019280,0.132771	0.000000,0.000000,0.000000	1.638695,0.019647,0.062534	1.638381,0.020659,-0.130967	1.592099,0.017520,-0.282950	1.631909,-0.110883,0.048328	1.557430,-0.128038,-0.171975	1.326029,-0.056663,-0.275627	1.639732,0.148777,0.047038	1.593541,0.202815,-0.175045	1.377410,0.161230,-0.319750	12
1.632368,0.017504,0.235226	1.638809,0.019280,0.132758	0.000000,0.000000,0.000000	1.638695,0.019647,0.062521	1.638381,0.020659,-0.130981	1.592096,0.017520,-0.282961	1.631909,-0.110880,0.048329	1.557544,-0.128073,-0.172009	1.325713,-0.057173,-0.276354	1.639732,0.148774,0.047040	1.593556,0.202590,-0.175101	1.377343,0.160584,-0.320517	12
1.632369,0.017504,0.235224	1.638809,0.019280,0.132745	0.000000,0.000000,0.000000	1.638695,0.019647,0.062508	1.638381,0.020659,-0.130996	1.592091,0.017519,-0.282972	1.631910,-0.110877,0.048331	1.557604,-0.128039,-0.172030	1.325570,-0.057571,-0.277006	1.639732,0.148772,0.047040	1.593579,0.202474,-0.175132	1.377565,0.160189,-0.321332	12
1.632371,0.017504,0.235222	1.638809,0.019281,0.132732	0.000000,0.000000,0.000000	1.638695,0.019648,0.062494	1.638382,0.020659,-0.131012	1.592086,0.017519,-0.282982	1.631910,-0.110874,0.048332	1.557574,-0.127919,-0.172027	1.325689,-0.057380,-0.277546	1.639732,0.148770,0.047041	1.593599,0.202423,-0.175148	1.377554,0.160141,-0.321493	12
1.632374,0.017504,0.235221	1.638809,0.019282,0.132718	0.000000,0.000000,0.000000	1.638695,0.019648,0.062481	1.638382,0.020659,-0.131028	1.592082,0.017519,-0.282993	1.631910,-0.110872,0.048333	1.557499,-0.127852,-0.172006	1.325751,-0.056996,-0.277761	1.639732,0.148769,0.047042	1.593636,0.202346,-0.175173	1.377378,0.160242,-0.321363	12
1.632376,0.017504,0.235220	1.638809,0.019282,0.132705	0.000000,0.000000,0.000000	1.638695,0.019649,0.062467	1.638382,0.020659,-0.131044	1.592078,0.017519,-0.283003	1.631910,-0.110870,0.048335	1.557406,-0.127819,-0.171975	1.325884,-0.056710,-0.277980	1.639732,0.148768,0.047042	1.593608,0.202335,-0.175169	1.376887,0.160972,-0.320826	12
1.632377,0.017504,0.235219	1.638809,0.019283,0.132692	0.000000,0.000000,0.000000	1.638695,0.019649,0.062455	1.638382,0.020659,-0.131059	1.592074,0.017518,-0.283013	1.631910,-0.110867,0.048336	1.557281,-0.127805,-0.171933	1.326102,-0.056563,-0.278300	1.639732,0.148766,0.047043	1.593509,0.202350,-0.175144	1.376741,0.161317,-0.320611	12
1.632377,0.017504,0.235218	1.638809,0.019283,0.132679	0.000000,0.000000,0.000000	1.638695,0.019649,0.062442	1.638382,0.020659,-0.131074	1.592070,0.017518,-0.283022	1.631910,-0.110866,0.048336	1.557217,-0.127807,-0.171911	1.326479,-0.056623,-0.278921	1.639732,0.148765,0.047044	1.593362,0.202374,-0.175106	1.376796,0.161394,-0.320633	12
1.632377,0.017504,0.235217	1.638809,0.019282,0.132665	0.000000,0.000000,0.000000	1.638695,0.019649,0.062428	1.638382,0.020659,-0.131090	1.592066,0.017518,-0.283032	1.631910,-0.110865,0.048336	1.557192,-0.127820,-0.171901	1.327275,-0.056461,-0.279857	1.639732,0.148764,0.047044	1.593222,0.202360,-0.175079	1.376956,0.161429,-0.320556	12
1.632377,0.017504,0.235217	1.638809,0.019282,0.132652	0.000000,0.000000,0.000000	1.638695,0.019649,0.062415	1.638382,0.020659,-0.131106	1.592060,0.017517,-0.283039	1.631910,-0.110864,0.048336	1.557187,-0.127837,-0.171898	1.328075,-0.055884,-0.279872	1.639732,0.148763,0.047045	1.593044,0.202343,-0.175046	1.377302,0.161415,-0.320333	12
1.632377,0.017504,0.235216	1.638809,0.019282,0.132638	0.000000,0.000000,0.000000	1.638695,0.019649,0.062401	1.638382,0.020659,-0.131120	1.592042,0.017516,-0.283028	1.631911,-0.110863,0.048336	1.557191,-0.127854,-0.171898	1.329129,-0.055069,-0.279496	1.639732,0.148762,0.047045	1.592832,0.202336,-0.175002	1.377920,0.161384,-0.319996	12
