joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.586471,0.021087,0.300404	1.597809,0.022375,0.195680	0.000000,0.000000,0.000000	1.601810,0.022042,0.124862	1.612888,0.021119,-0.071274	1.570071,0.019548,-0.226296	1.591761,-0.110826,0.113674	1.562384,-0.146091,-0.117295	1.308252,-0.087341,-0.272016	1.607159,0.154877,0.112857	1.579095,0.176475,-0.119951	1.364872,0.148318,-0.261454	12
1.586647,0.021123,0.299709	1.597803,0.022410,0.194444	0.000000,0.000000,0.000000	1.601807,0.022067,0.123627	1.612945,0.021113,-0.073319	1.570057,0.019536,-0.228746	1.591874,-0.110688,0.112517	1.562556,-0.146708,-0.118340	1.311324,-0.088637,-0.277962	1.607346,0.154912,0.111898	1.578333,0.176535,-0.120788	1.364993,0.146799,-0.263204	12
1.586780,0.021179,0.299372	1.597798,0.022450,0.193547	0.000000,0.000000,0.000000	1.601819,0.022097,0.122732	1.613052,0.021111,-0.075086	1.569950,0.019523,-0.230701	1.591935,-0.110349,0.111314	1.562881,-0.147037,-0.119470	1.310094,-0.091561,-0.277385	1.607579,0.154847,0.111041	1.577603,0.176613,-0.121507	1.364598,0.146425,-0.264249	12
1.586902,0.021255,0.299193	1.597796,0.022493,0.192820	0.000000,0.000000,0.000000	1.601843,0.022129,0.122007	1.613195,0.021109,-0.076585	1.569798,0.019510,-0.232223	1.591971,-0.109953,0.110106	1.563196,-0.147476,-0.120576	1.303540,-0.095585,-0.268062	1.607821,0.154729,0.110171	1.576901,0.176698,-0.122233	1.363944,0.146595,-0.264989	12
1.586978,0.021337,0.299038	1.597795,0.022535,0.192139	0.000000,0.000000,0.000000	1.601876,0.022161,0.121328	1.613358,0.021107,-0.077852	1.569650,0.019498,-0.233419	1.591998,-0.109488,0.108722	1.563113,-0.148622,-0.121673	1.300678,-0.097056,-0.264592	1.608107,0.154639,0.109285	1.576141,0.176802,-0.122957	1.363212,0.146130,-0.265565	12
1.587024,0.021435,0.298848	1.597795,0.022583,0.191455	0.000000,0.000000,0.000000	1.601913,0.022196,0.120648	1.613522,0.021105,-0.078919	1.569529,0.019488,-0.234368	1.592030,-0.108974,0.107152	1.562803,-0.150138,-0.122842	1.299312,-0.095555,-0.262816	1.608393,0.154590,0.108330	1.575718,0.176925,-0.123795	1.362622,0.144974,-0.265814	12
1.587051,0.021545,0.298558	1.597795,0.022632,0.190739	0.000000,0.000000,0.000000	1.601955,0.022232,0.119935	1.613688,0.021103,-0.079791	1.569443,0.019479,-0.235143	1.592054,-0.108772,0.105992	1.562416,-0.151679,-0.123631	1.300926,-0.094040,-0.265764	1.608670,0.154555,0.107312	1.575487,0.177062,-0.124723	1.361480,0.142382,-0.264640	12
1.586983,0.021746,0.297925	1.597796,0.022682,0.189991	0.000000,0.000000,0.000000	1.601991,0.022272,0.119189	1.613819,0.021117,-0.080461	1.569410,0.019488,-0.235762	1.592061,-0.108834,0.105232	1.562189,-0.152175,-0.124281	1.302995,-0.092694,-0.269786	1.608890,0.154676,0.106518	1.575394,0.177176,-0.125471	1.359911,0.139405,-0.262224	12
1.586814,0.022009,0.296734	1.597797,0.022735,0.189232	0.000000,0.000000,0.000000	1.602022,0.022314,0.118433	1.613918,0.021129,-0.080939	1.569428,0.019496,-0.236225	1.592062,-0.109016,0.104705	1.562071,-0.152006,-0.124857	1.303278,-0.092106,-0.270878	1.609076,0.154863,0.105860	1.575305,0.177282,-0.126094	1.360087,0.138330,-0.262944	12
1.586611,0.022315,0.294892	1.597798,0.022789,0.188457	0.000000,0.000000,0.000000	1.602048,0.022356,0.117660	1.613988,0.021140,-0.081268	1.569478,0.019501,-0.236560	1.592063,-0.109238,0.104284	1.562059,-0.151393,-0.125427	1.303017,-0.091169,-0.270836	1.609248,0.155057,0.105251	1.575239,0.177304,-0.126682	1.361809,0.139602,-0.266582	12
1.586563,0.022583,0.292697	1.597799,0.022845,0.187660	0.000000,0.000000,0.000000	1.602056,0.022400,0.116864	1.613988,0.021154,-0.081586	1.569530,0.019505,-0.236778	1.592099,-0.109230,0.103484	1.562007,-0.150613,-0.126354	1.302263,-0.090343,-0.270887	1.609306,0.155050,0.104285	1.575237,0.177335,-0.127633	1.364553,0.142457,-0.272253	12
1.586680,0.022823,0.290458	1.597800,0.022902,0.186854	0.000000,0.000000,0.000000	1.602055,0.022445,0.116058	1.613951,0.021167,-0.081923	1.569619,0.019509,-0.236866	1.592158,-0.109108,0.102471	1.561891,-0.149719,-0.127478	1.301172,-0.090846,-0.271034	1.609314,0.154914,0.103074	1.575287,0.177362,-0.128833	1.367410,0.146162,-0.278248	12
1.586880,0.023055,0.288311	1.597802,0.022963,0.186049	0.000000,0.000000,0.000000	1.602053,0.022493,0.115254	1.613915,0.021182,-0.082274	1.569757,0.019516,-0.236804	1.592223,-0.108912,0.101311	1.561701,-0.148758,-0.128736	1.300153,-0.090505,-0.271174	1.609301,0.154724,0.101732	1.575360,0.177360,-0.130166	1.366864,0.145656,-0.278679	12
1.587105,0.023286,0.286292	1.597803,0.023027,0.185248	0.000000,0.000000,0.000000	1.602055,0.022543,0.114454	1.613893,0.021196,-0.082655	1.569926,0.019523,-0.236642	1.592301,-0.108721,0.100129	1.561352,-0.148296,-0.129907	1.299328,-0.089904,-0.271303	1.609280,0.154508,0.100315	1.575465,0.177335,-0.131581	1.364244,0.141520,-0.275085	12
1.587334,0.023514,0.284414	1.597805,0.023091,0.184448	0.000000,0.000000,0.000000	1.602066,0.022592,0.113655	1.613904,0.021206,-0.083035	1.570084,0.019530,-0.236450	1.592373,-0.108585,0.099011	1.560839,-0.148094,-0.130954	1.298354,-0.089786,-0.271532	1.609257,0.154263,0.098832	1.575610,0.177283,-0.133068	1.361669,0.138247,-0.271616	12
1.587548,0.023737,0.282623	1.597806,0.023154,0.183630	0.000000,0.000000,0.000000	1.602074,0.022640,0.112839	1.613906,0.021214,-0.083413	1.570223,0.019536,-0.236285	1.592393,-0.108467,0.097886	1.560250,-0.147971,-0.131993	1.297438,-0.089545,-0.271953	1.609230,0.153944,0.097206	1.575875,0.177151,-0.134714	1.360985,0.137265,-0.271658	12
1.587797,0.023952,0.280976	1.597808,0.023217,0.182790	0.000000,0.000000,0.000000	1.602080,0.022687,0.111999	1.613897,0.021220,-0.083794	1.570382,0.019542,-0.236202	1.592404,-0.108296,0.096625	1.559470,-0.148054,-0.133096	1.296531,-0.089143,-0.272855	1.609203,0.153632,0.095549	1.576293,0.176903,-0.136426	1.361913,0.137032,-0.274209	12
1.588075,0.024101,0.279509	1.597810,0.023261,0.181911	0.000000,0.000000,0.000000	1.602087,0.022720,0.111122	1.613887,0.021225,-0.084189	1.570543,0.019548,-0.236216	1.592409,-0.108123,0.095261	1.558548,-0.148224,-0.134263	1.295326,-0.088913,-0.273492	1.609168,0.153136,0.093580	1.576288,0.177010,-0.138336	1.361873,0.136605,-0.275923	12
1.588396,0.024182,0.278268	1.597811,0.023288,0.181022	0.000000,0.000000,0.000000	1.602089,0.022718,0.110234	1.613866,0.021149,-0.084648	1.570916,0.019504,-0.236545	1.592431,-0.108231,0.094301	1.557649,-0.148274,-0.135093	1.294553,-0.089398,-0.274383	1.609292,0.153131,0.092388	1.576205,0.177090,-0.139487	1.361803,0.136137,-0.276928	12
1.588731,0.024228,0.277209	1.597813,0.023304,0.180095	0.000000,0.000000,0.000000	1.602090,0.022698,0.109307	1.613845,0.021031,-0.085232	1.571440,0.019431,-0.237369	1.592464,-0.108483,0.093550	1.556752,-0.148148,-0.135764	1.294301,-0.089951,-0.276476	1.609468,0.153395,0.091623	1.576092,0.177143,-0.140231	1.361756,0.135648,-0.277602	12
1.589091,0.024260,0.276327	1.597815,0.023318,0.179157	0.000000,0.000000,0.000000	1.602090,0.022684,0.108370	1.613824,0.020945,-0.085922	1.571847,0.019382,-0.238723	1.592519,-0.108749,0.092866	1.555772,-0.147849,-0.136379	1.295998,-0.089698,-0.282141	1.609819,0.153761,0.091087	1.575967,0.177166,-0.140729	1.361758,0.135017,-0.278089	12
1.589835,0.024251,0.275189	1.597818,0.023329,0.177928	0.000000,0.000000,0.000000	1.602063,0.022670,0.107140	1.613709,0.020863,-0.087049	1.571889,0.019294,-0.240563	1.592576,-0.108663,0.091322	1.554595,-0.147558,-0.137755	1.300575,-0.089151,-0.294132	1.610014,0.153793,0.089721	1.575758,0.177320,-0.142023	1.361511,0.134837,-0.279211	12
1.591146,0.024025,0.272681	1.597908,0.023301,0.175082	0.000000,0.000000,0.000000	1.602114,0.022633,0.104293	1.613651,0.020800,-0.089890	1.571463,0.019205,-0.243781	1.592605,-0.108893,0.088632	1.553380,-0.147116,-0.140347	1.310842,-0.090185,-0.315497	1.610370,0.154369,0.087663	1.575404,0.177462,-0.144015	1.360857,0.134690,-0.280634	12
1.592367,0.023802,0.269601	1.598075,0.023294,0.171315	0.000000,0.000000,0.000000	1.602224,0.022618,0.100523	1.613611,0.020762,-0.093781	1.570969,0.019138,-0.247753	1.592606,-0.109374,0.085577	1.553230,-0.146438,-0.143563	1.314935,-0.091538,-0.324233	1.610868,0.155080,0.085005	1.574959,0.177612,-0.146582	1.360081,0.134501,-0.282565	12
1.593330,0.023642,0.266871	1.598339,0.023322,0.167633	0.000000,0.000000,0.000000	1.602411,0.022634,0.096837	1.613600,0.020745,-0.097707	1.570613,0.019097,-0.251610	1.592832,-0.109967,0.082996	1.553242,-0.146261,-0.146228	1.309217,-0.090267,-0.317795	1.611154,0.155617,0.082229	1.574621,0.177748,-0.149297	1.359387,0.134324,-0.284610	12
1.594113,0.023557,0.264417	1.598804,0.023358,0.164097	0.000000,0.000000,0.000000	1.602757,0.022660,0.093295	1.613631,0.020740,-0.101447	1.570288,0.019070,-0.255149	1.593281,-0.110303,0.080268	1.552903,-0.146756,-0.148792	1.304519,-0.089241,-0.313692	1.611309,0.155744,0.079000	1.574373,0.177885,-0.152459	1.358937,0.134256,-0.287379	12
1.594728,0.023523,0.262178	1.599381,0.023398,0.160839	0.000000,0.000000,0.000000	1.603201,0.022688,0.090031	1.613709,0.020735,-0.104815	1.570066,0.019056,-0.258300	1.594180,-0.110685,0.077986	1.552545,-0.147161,-0.150842	1.301789,-0.089072,-0.311525	1.611426,0.156001,0.076329	1.574331,0.177856,-0.155129	1.359313,0.134456,-0.290780	12
1.595160,0.023516,0.260419	1.599874,0.023430,0.158288	0.000000,0.000000,0.000000	1.603581,0.022728,0.087475	1.613779,0.020798,-0.107344	1.569948,0.019100,-0.260641	1.594746,-0.110760,0.075938	1.552263,-0.147558,-0.152680	1.299134,-0.088831,-0.309139	1.611504,0.156265,0.074419	1.574424,0.177733,-0.157076	1.360784,0.134909,-0.295037	12
