joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.572844,0.028389,0.302819	1.594301,0.022776,0.194315	0.000000,0.000000,0.000000	1.600963,0.024248,0.123405	1.618953,0.028222,-0.068063	1.578779,0.025488,-0.219537	1.591255,-0.108049,0.116036	1.581742,-0.124399,-0.119706	1.313234,-0.068411,-0.259729	1.601309,0.155219,0.119071	1.568977,0.174796,-0.114389	1.362055,0.149766,-0.277359	12
1.572835,0.028383,0.303016	1.593974,0.022776,0.194317	0.000000,0.000000,0.000000	1.600721,0.024283,0.123416	1.618936,0.028350,-0.067993	1.578795,0.025522,-0.219474	1.591266,-0.107941,0.116095	1.581786,-0.124487,-0.119634	1.311695,-0.065834,-0.262826	1.601313,0.155093,0.119140	1.568871,0.174896,-0.114285	1.360768,0.149005,-0.278063	12
1.572823,0.028378,0.303182	1.593649,0.022777,0.194319	0.000000,0.000000,0.000000	1.600480,0.024309,0.123427	1.618919,0.028445,-0.067930	1.578809,0.025555,-0.219418	1.591275,-0.107845,0.116149	1.581859,-0.124559,-0.119570	1.308443,-0.069532,-0.254524	1.601302,0.154978,0.119204	1.568746,0.174977,-0.114188	1.360591,0.148247,-0.277710	12
1.572813,0.028371,0.303318	1.593332,0.022777,0.194322	0.000000,0.000000,0.000000	1.600245,0.024323,0.123438	1.618903,0.028495,-0.067874	1.578820,0.025584,-0.219369	1.591289,-0.107758,0.116199	1.581939,-0.124620,-0.119512	1.307575,-0.071282,-0.250549	1.601292,0.154873,0.119263	1.568751,0.174923,-0.114126	1.361150,0.148062,-0.277067	12
1.572810,0.028364,0.303429	1.593033,0.022777,0.194324	0.000000,0.000000,0.000000	1.600024,0.024328,0.123448	1.618888,0.028512,-0.067824	1.578830,0.025611,-0.219326	1.591302,-0.107679,0.116244	1.582029,-0.124697,-0.119458	1.312973,-0.068445,-0.257902	1.601284,0.154777,0.119317	1.568753,0.174794,-0.114075	1.361923,0.148169,-0.276375	12
1.572814,0.028352,0.303522	1.592757,0.022777,0.194327	0.000000,0.000000,0.000000	1.599819,0.024328,0.123459	1.618875,0.028514,-0.067780	1.578839,0.025648,-0.219289	1.591315,-0.107607,0.116284	1.582116,-0.124771,-0.119409	1.316125,-0.067646,-0.261748	1.601277,0.154690,0.119367	1.568759,0.174599,-0.114036	1.362693,0.148303,-0.275734	12
1.572823,0.028338,0.303599	1.592512,0.022777,0.194330	0.000000,0.000000,0.000000	1.599637,0.024328,0.123468	1.618863,0.028512,-0.067741	1.578846,0.025693,-0.219256	1.591320,-0.107541,0.116321	1.582118,-0.124853,-0.119361	1.315537,-0.069457,-0.260141	1.601273,0.154611,0.119412	1.568766,0.174369,-0.114005	1.363360,0.148397,-0.275187	12
1.572836,0.028308,0.303661	1.592322,0.022777,0.194333	0.000000,0.000000,0.000000	1.599496,0.024327,0.123476	1.618853,0.028508,-0.067710	1.578853,0.025722,-0.219229	1.591323,-0.107481,0.116353	1.582072,-0.124962,-0.119313	1.315809,-0.070546,-0.260101	1.601272,0.154541,0.119451	1.568815,0.173955,-0.114000	1.363906,0.148430,-0.274739	12
1.572852,0.028270,0.303711	1.592193,0.022777,0.194337	0.000000,0.000000,0.000000	1.599400,0.024326,0.123484	1.618847,0.028504,-0.067685	1.578857,0.025738,-0.219208	1.591323,-0.107427,0.116383	1.582007,-0.125078,-0.119267	1.316455,-0.070215,-0.260412	1.601272,0.154480,0.119486	1.568877,0.173474,-0.114007	1.364352,0.148485,-0.274415	12
