joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.723808,0.008149,0.292841	1.718134,0.004815,0.186541	0.000000,0.000000,0.000000	1.709911,0.001089,0.119708	1.685374,-0.010173,-0.079774	1.625799,-0.011019,-0.231816	1.702766,-0.125099,0.108874	1.565877,-0.007892,-0.024049	1.586275,0.271547,0.047152	1.716490,0.136841,0.110959	1.612397,0.160289,-0.085924	1.339983,0.051931,-0.085260	12
1.723812,0.008151,0.293164	1.718120,0.004815,0.186628	0.000000,0.000000,0.000000	1.709906,0.001055,0.119798	1.685388,-0.010236,-0.079710	1.625432,-0.011074,-0.231596	1.702764,-0.125184,0.109038	1.560099,-0.024503,-0.030088	1.591820,0.236951,0.052534	1.716491,0.136850,0.110997	1.611025,0.159485,-0.085228	1.335841,0.060289,-0.085621	12
1.723818,0.008154,0.293404	1.718108,0.004815,0.186692	0.000000,0.000000,0.000000	1.709901,0.000865,0.119875	1.685406,-0.011527,-0.079580	1.625408,-0.014390,-0.231419	1.702756,-0.125267,0.109197	1.566139,-0.010487,-0.024362	1.583868,0.281392,0.068106	1.716491,0.136839,0.110997	1.610549,0.159090,-0.085002	1.335325,0.064659,-0.085525	12
1.723824,0.008157,0.293567	1.718096,0.004815,0.186726	0.000000,0.000000,0.000000	1.709893,0.000691,0.119921	1.685399,-0.012081,-0.079522	1.625823,-0.014436,-0.231531	1.702743,-0.125353,0.109354	1.573100,0.006448,-0.017437	1.575929,0.306514,0.053831	1.716491,0.136823,0.110981	1.609898,0.159154,-0.086281	1.332909,0.060367,-0.084595	12
1.723828,0.008159,0.293677	1.718083,0.004815,0.186742	0.000000,0.000000,0.000000	1.709883,0.000530,0.119948	1.685392,-0.012643,-0.079471	1.626899,-0.014714,-0.231898	1.702728,-0.125434,0.109506	1.575458,0.014765,-0.014630	1.579554,0.307452,0.035366	1.716492,0.136805,0.110964	1.609634,0.159594,-0.087898	1.340186,0.045869,-0.084460	12
1.723831,0.008161,0.293750	1.718071,0.004815,0.186746	0.000000,0.000000,0.000000	1.709872,0.000370,0.119965	1.685385,-0.013266,-0.079419	1.627013,-0.015827,-0.231879	1.702714,-0.125503,0.109644	1.574229,0.014506,-0.015227	1.581246,0.299323,0.030399	1.716492,0.136784,0.110949	1.610622,0.160717,-0.088977	1.349307,0.034116,-0.084412	12
1.723834,0.008162,0.293798	1.718058,0.004815,0.186746	0.000000,0.000000,0.000000	1.709860,0.000218,0.119978	1.685378,-0.013843,-0.079370	1.626646,-0.016250,-0.231689	1.702698,-0.125592,0.109834	1.568190,0.002373,-0.020537	1.588843,0.275775,0.036975	1.716491,0.136756,0.110941	1.613033,0.162702,-0.089768	1.354596,0.030363,-0.083884	12
1.723836,0.008163,0.293833	1.718044,0.004815,0.186745	0.000000,0.000000,0.000000	1.709854,0.000080,0.119988	1.685409,-0.014350,-0.079330	1.626188,-0.016425,-0.231458	1.702679,-0.125688,0.110062	1.563187,-0.009610,-0.025233	1.608419,0.255608,0.058545	1.716491,0.136721,0.110944	1.616403,0.165191,-0.090549	1.367588,0.018760,-0.081850	12
1.723837,0.008164,0.293861	1.718031,0.004815,0.186744	0.000000,0.000000,0.000000	1.709847,0.000029,0.119992	1.685422,-0.014264,-0.079330	1.625975,-0.014169,-0.231377	1.702662,-0.125779,0.110306	1.558681,-0.022416,-0.029729	1.618484,0.226749,0.087371	1.716491,0.136681,0.110962	1.616877,0.165703,-0.090077	1.368114,0.014235,-0.080995	12
