joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.473121,0.060593,0.299931	1.475002,0.052743,0.192279	0.000000,0.000000,0.000000	1.494161,0.049435,0.120868	1.550151,0.039766,-0.087820	1.497937,0.032695,-0.259100	1.486068,-0.085263,0.113575	1.486715,-0.127431,-0.128483	1.254163,-0.050117,-0.239809	1.492772,0.186662,0.107943	1.489575,0.216645,-0.135905	1.256542,0.133166,-0.241491	12
1.474300,0.060192,0.299958	1.475007,0.052743,0.192279	0.000000,0.000000,0.000000	1.494164,0.049445,0.120876	1.550403,0.039762,-0.088736	1.497685,0.032672,-0.259842	1.486612,-0.085255,0.113748	1.486651,-0.127315,-0.128301	1.254160,-0.050272,-0.239866	1.493028,0.186480,0.107809	1.489543,0.216696,-0.135978	1.257154,0.131370,-0.241512	12
1.475785,0.059865,0.299965	1.475011,0.052743,0.192278	0.000000,0.000000,0.000000	1.494166,0.049463,0.120883	1.550597,0.039799,-0.089445	1.497538,0.032652,-0.260422	1.487222,-0.085178,0.113827	1.486613,-0.127214,-0.128196	1.254179,-0.050320,-0.239908	1.493281,0.186345,0.107761	1.489519,0.216731,-0.135971	1.257059,0.131122,-0.241087	12
1.477363,0.059662,0.299943	1.475016,0.052744,0.192278	0.000000,0.000000,0.000000	1.494169,0.049484,0.120891	1.550748,0.039855,-0.089995	1.497425,0.032635,-0.260866	1.487913,-0.085063,0.113850	1.486591,-0.127022,-0.128154	1.254160,-0.050254,-0.239884	1.493532,0.186243,0.107760	1.489503,0.216776,-0.135920	1.256592,0.131443,-0.240186	12
1.478995,0.059554,0.299891	1.475022,0.052744,0.192278	0.000000,0.000000,0.000000	1.494172,0.049508,0.120898	1.550866,0.039928,-0.090423	1.497350,0.032621,-0.261209	1.488651,-0.084931,0.113838	1.486594,-0.126975,-0.128116	1.254212,-0.050223,-0.239879	1.493773,0.186164,0.107776	1.489475,0.216783,-0.135860	1.255864,0.132128,-0.239022	12
1.480573,0.059503,0.299815	1.475027,0.052745,0.192278	0.000000,0.000000,0.000000	1.494175,0.049526,0.120906	1.550960,0.039979,-0.090756	1.497307,0.032608,-0.261473	1.489348,-0.084804,0.113815	1.486651,-0.126969,-0.128083	1.254319,-0.050220,-0.239874	1.494021,0.186095,0.107789	1.489440,0.216794,-0.135802	1.254457,0.133823,-0.237086	12
1.482062,0.059482,0.299719	1.475033,0.052747,0.192278	0.000000,0.000000,0.000000	1.494179,0.049541,0.120914	1.551035,0.040020,-0.091013	1.497284,0.032598,-0.261675	1.490028,-0.084666,0.113759	1.486600,-0.126988,-0.128072	1.254358,-0.050179,-0.239929	1.494238,0.186038,0.107797	1.489405,0.216803,-0.135750	1.253215,0.135423,-0.235422	12
1.483111,0.059476,0.299636	1.475039,0.052748,0.192277	0.000000,0.000000,0.000000	1.494183,0.049554,0.120922	1.551095,0.040057,-0.091212	1.497285,0.032591,-0.261830	1.490394,-0.084562,0.113687	1.486579,-0.127012,-0.128085	1.254371,-0.050181,-0.239917	1.494493,0.185983,0.107802	1.489359,0.216818,-0.135699	1.252838,0.136005,-0.234982	12
1.483701,0.059476,0.299578	1.475045,0.052749,0.192277	0.000000,0.000000,0.000000	1.494187,0.049563,0.120930	1.551144,0.040081,-0.091363	1.497308,0.032585,-0.261949	1.490794,-0.084512,0.113705	1.486528,-0.127020,-0.128017	1.254399,-0.050162,-0.239915	1.494812,0.185928,0.107809	1.489298,0.216836,-0.135643	1.252927,0.136041,-0.235214	12
1.483968,0.059477,0.299542	1.475050,0.052751,0.192277	0.000000,0.000000,0.000000	1.494191,0.049588,0.120939	1.551183,0.040172,-0.091480	1.497342,0.032568,-0.262035	1.490928,-0.084522,0.113762	1.486531,-0.127009,-0.127931	1.254635,-0.050013,-0.240132	1.495119,0.185880,0.107815	1.489233,0.216854,-0.135589	1.253251,0.135832,-0.235800	12
1.484059,0.059478,0.299520	1.475056,0.052752,0.192277	0.000000,0.000000,0.000000	1.494195,0.049624,0.120946	1.551216,0.040304,-0.091567	1.497394,0.032545,-0.262098	1.490929,-0.084562,0.113846	1.486569,-0.127018,-0.127820	1.255027,-0.049771,-0.240497	1.495264,0.185878,0.107853	1.489185,0.216865,-0.135513	1.253394,0.135931,-0.236150	12
