joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.800723,0.045308,0.192381	1.753621,0.036576,0.094374	0.000000,0.000000,0.000000	1.721247,0.036568,0.027872	1.624339,0.037616,-0.170467	1.526324,0.027978,-0.320202	1.709743,-0.100369,0.021643	1.597873,-0.137423,-0.193516	1.337727,-0.034525,-0.240545	1.723923,0.173142,0.014146	1.590261,0.192399,-0.190658	1.321864,0.133927,-0.261720	12
1.800449,0.046353,0.193830	1.753621,0.036959,0.096036	0.000000,0.000000,0.000000	1.721443,0.037103,0.029439	1.626119,0.037912,-0.168431	1.526812,0.028704,-0.318710	1.709397,-0.099582,0.022920	1.597342,-0.137487,-0.192046	1.338906,-0.031705,-0.239964	1.724894,0.174808,0.017849	1.592076,0.192181,-0.187720	1.324046,0.134531,-0.259368	12
1.800187,0.047096,0.196880	1.753621,0.037395,0.099210	0.000000,0.000000,0.000000	1.721910,0.037550,0.032389	1.628744,0.038050,-0.165428	1.528257,0.029088,-0.316142	1.709439,-0.098275,0.024891	1.597276,-0.137224,-0.189872	1.339573,-0.033439,-0.236894	1.726432,0.176093,0.022381	1.593905,0.192016,-0.183540	1.327560,0.135969,-0.256489	12
1.799806,0.047361,0.200229	1.753621,0.037835,0.102531	0.000000,0.000000,0.000000	1.722200,0.037929,0.035573	1.629056,0.038119,-0.162456	1.529754,0.029268,-0.313592	1.709690,-0.097282,0.027301	1.598141,-0.136332,-0.187799	1.341322,-0.035853,-0.234852	1.727410,0.175628,0.023997	1.593875,0.192100,-0.181262	1.329554,0.137069,-0.254619	12
1.799593,0.047313,0.202844	1.753621,0.038153,0.105146	0.000000,0.000000,0.000000	1.722405,0.038180,0.038092	1.629565,0.038150,-0.160864	1.530954,0.029336,-0.311614	1.709783,-0.097264,0.030407	1.599613,-0.134981,-0.185659	1.344402,-0.036535,-0.234014	1.727917,0.174842,0.024553	1.593741,0.192203,-0.180242	1.331049,0.138385,-0.252796	12
1.799658,0.047149,0.204487	1.753621,0.038392,0.106889	0.000000,0.000000,0.000000	1.722530,0.038359,0.039777	1.629841,0.038172,-0.159979	1.531369,0.029302,-0.310045	1.709583,-0.098212,0.034382	1.601186,-0.133502,-0.182998	1.346569,-0.034468,-0.234753	1.728063,0.174420,0.025016	1.593572,0.192322,-0.179552	1.330657,0.138598,-0.252462	12
1.799846,0.046945,0.205448	1.753621,0.038586,0.107988	0.000000,0.000000,0.000000	1.722602,0.038500,0.040842	1.630015,0.038191,-0.159374	1.531041,0.029198,-0.308664	1.709361,-0.099037,0.037423	1.602344,-0.132650,-0.180929	1.347978,-0.032324,-0.235183	1.728028,0.174324,0.025506	1.593107,0.192373,-0.178786	1.329653,0.138569,-0.252375	12
1.799999,0.046692,0.205825	1.753621,0.038695,0.108474	0.000000,0.000000,0.000000	1.722618,0.038578,0.041322	1.629948,0.038196,-0.159216	1.530153,0.029051,-0.307561	1.709395,-0.099083,0.038060	1.602489,-0.132478,-0.180403	1.347635,-0.030947,-0.234401	1.727962,0.174443,0.025932	1.592669,0.192327,-0.178144	1.328592,0.138313,-0.252458	12
1.800100,0.046405,0.205866	1.753621,0.038736,0.108590	0.000000,0.000000,0.000000	1.722597,0.038605,0.041447	1.629811,0.038195,-0.159182	1.529203,0.028909,-0.306811	1.709557,-0.098683,0.037329	1.602037,-0.132644,-0.180757	1.346352,-0.030030,-0.232915	1.727903,0.174628,0.026262	1.592253,0.192279,-0.177610	1.327560,0.138060,-0.252622	12
