joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.380049,-0.112748,0.061076	1.376946,-0.111908,-0.029645	0.000000,0.000000,0.000000	1.387083,-0.120911,-0.092165	1.416213,-0.146782,-0.271860	1.345974,-0.141114,-0.416548	1.339891,-0.237674,-0.087254	1.259847,-0.333471,0.074980	1.345895,-0.172251,0.220930	1.432515,0.003111,-0.094389	1.451661,0.134236,0.061593	1.431588,-0.061809,0.187344	12
1.379719,-0.112444,0.062863	1.376946,-0.111908,-0.027428	0.000000,0.000000,0.000000	1.386928,-0.120651,-0.089954	1.415842,-0.145977,-0.271071	1.346717,-0.141148,-0.415802	1.339944,-0.237471,-0.087081	1.258715,-0.332279,0.074534	1.346708,-0.173147,0.220906	1.432428,0.002931,-0.093964	1.451587,0.134151,0.061314	1.432243,-0.064553,0.182127	12
1.379695,-0.112276,0.063915	1.376946,-0.111908,-0.026090	0.000000,0.000000,0.000000	1.386832,-0.120449,-0.088603	1.415657,-0.145352,-0.270859	1.347082,-0.141067,-0.415406	1.339912,-0.237547,-0.087063	1.257665,-0.331739,0.073763	1.347210,-0.174407,0.220511	1.432480,0.003037,-0.093743	1.451631,0.134085,0.061034	1.433271,-0.066038,0.178958	12
1.379767,-0.112195,0.064509	1.376945,-0.111908,-0.025350	0.000000,0.000000,0.000000	1.386773,-0.120274,-0.087839	1.415576,-0.144796,-0.270967	1.347200,-0.140917,-0.415219	1.339829,-0.237796,-0.087148	1.256593,-0.331709,0.072721	1.347493,-0.175979,0.219777	1.432616,0.003319,-0.093664	1.451653,0.134077,0.060748	1.433718,-0.067085,0.176296	12
1.379874,-0.112165,0.064669	1.376944,-0.111908,-0.025156	0.000000,0.000000,0.000000	1.386741,-0.120124,-0.087612	1.415570,-0.144302,-0.271380	1.347099,-0.140717,-0.415244	1.339703,-0.238191,-0.087325	1.255932,-0.332080,0.071718	1.347832,-0.177504,0.218853	1.432824,0.003748,-0.093710	1.451652,0.134159,0.060444	1.433916,-0.067458,0.174589	12
1.379977,-0.112159,0.064594	1.376944,-0.111908,-0.025276	0.000000,0.000000,0.000000	1.386725,-0.119992,-0.087695	1.415598,-0.143857,-0.271924	1.346892,-0.140492,-0.415367	1.339558,-0.238648,-0.087544	1.255386,-0.332746,0.070643	1.347993,-0.179365,0.218105	1.433060,0.004239,-0.093820	1.451632,0.134304,0.060124	1.434102,-0.067051,0.174148	12
1.380069,-0.112161,0.064436	1.376943,-0.111908,-0.025533	0.000000,0.000000,0.000000	1.386716,-0.119864,-0.087913	1.415630,-0.143405,-0.272469	1.346666,-0.140263,-0.415506	1.339412,-0.239103,-0.087766	1.254867,-0.333559,0.069522	1.348442,-0.182506,0.218311	1.433297,0.004731,-0.093940	1.451589,0.134566,0.059738	1.434343,-0.066131,0.174374	12
1.380148,-0.112167,0.064276	1.376942,-0.111908,-0.025828	0.000000,0.000000,0.000000	1.386706,-0.119752,-0.088166	1.415650,-0.143008,-0.272946	1.346482,-0.140026,-0.415628	1.339274,-0.239526,-0.087974	1.254193,-0.334658,0.068148	1.349465,-0.187803,0.219578	1.433517,0.005191,-0.094051	1.451508,0.134883,0.059310	1.434602,-0.065280,0.174383	12
1.380217,-0.112171,0.064136	1.376942,-0.111908,-0.026125	0.000000,0.000000,0.000000	1.386693,-0.119586,-0.088429	1.415639,-0.142382,-0.273380	1.346425,-0.139890,-0.415864	1.339149,-0.239909,-0.088161	1.254128,-0.335071,0.067516	1.349577,-0.189293,0.219529	1.433715,0.005607,-0.094153	1.451385,0.135387,0.058700	1.434935,-0.064304,0.174142	12
