joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.393409,0.076312,0.404453	1.394930,0.081956,0.304545	0.000000,0.000000,0.000000	1.402696,0.082059,0.233050	1.425708,0.082399,0.020400	1.380773,0.083211,-0.140259	1.413545,-0.064737,0.217332	1.303311,-0.263396,0.290041	1.203919,-0.204444,0.524572	1.384765,0.231734,0.221860	1.278803,0.408063,0.343106	1.129315,0.278352,0.512635	12
1.403666,0.080852,0.406413	1.402098,0.086643,0.305384	0.000000,0.000000,0.000000	1.409468,0.086616,0.233876	1.431261,0.086541,0.022364	1.389795,0.087457,-0.139418	1.420556,-0.059614,0.218283	1.313983,-0.260263,0.291177	1.216790,-0.197283,0.525524	1.393793,0.235775,0.221795	1.283810,0.408578,0.344177	1.136403,0.284864,0.520924	12
1.415753,0.085327,0.403673	1.408757,0.090942,0.303248	0.000000,0.000000,0.000000	1.415052,0.091127,0.231703	1.433700,0.091676,0.019812	1.394730,0.093006,-0.142615	1.429772,-0.055400,0.217681	1.323727,-0.255302,0.292892	1.227926,-0.187061,0.526095	1.403177,0.241173,0.222156	1.287217,0.409028,0.345384	1.145389,0.286779,0.527736	12
1.427760,0.090801,0.399388	1.415325,0.095353,0.300299	0.000000,0.000000,0.000000	1.420347,0.095921,0.228749	1.435258,0.097614,0.016294	1.396952,0.099135,-0.146344	1.437467,-0.051287,0.215774	1.331572,-0.248927,0.295952	1.237307,-0.175537,0.527855	1.410141,0.247523,0.223172	1.291074,0.411573,0.348068	1.155458,0.282976,0.530237	12
1.438140,0.096701,0.395281	1.421894,0.099979,0.297767	0.000000,0.000000,0.000000	1.426041,0.100588,0.226275	1.438377,0.102401,0.013638	1.399732,0.103751,-0.149027	1.445572,-0.047266,0.214989	1.338240,-0.241657,0.299839	1.246368,-0.165361,0.531310	1.417551,0.253311,0.223160	1.296331,0.413688,0.350069	1.162034,0.280762,0.529479	12
1.445971,0.102337,0.393251	1.428483,0.104469,0.295902	0.000000,0.000000,0.000000	1.432550,0.104829,0.224547	1.444652,0.105901,0.012273	1.405408,0.107012,-0.150412	1.451505,-0.043812,0.215220	1.345163,-0.236254,0.304357	1.250482,-0.159387,0.533909	1.423040,0.258334,0.222881	1.303406,0.417432,0.352014	1.167827,0.278653,0.524984	12
1.451197,0.106338,0.392643	1.435078,0.108965,0.294648	0.000000,0.000000,0.000000	1.439610,0.108778,0.223497	1.453076,0.108226,0.012091	1.413954,0.109045,-0.150754	1.456264,-0.039910,0.215356	1.354426,-0.232780,0.307261	1.253132,-0.155197,0.532922	1.426091,0.262469,0.222127	1.312200,0.423452,0.352934	1.173971,0.278721,0.517663	12
1.454225,0.109034,0.392943	1.441598,0.113505,0.294043	0.000000,0.000000,0.000000	1.446586,0.112641,0.223127	1.461367,0.110087,0.012939	1.422265,0.110507,-0.149961	1.461060,-0.035540,0.215772	1.362949,-0.228646,0.309574	1.258083,-0.151276,0.532883	1.430387,0.266249,0.221475	1.319885,0.428668,0.352282	1.180742,0.282918,0.514348	12
1.455695,0.111511,0.392460	1.447724,0.118127,0.293811	0.000000,0.000000,0.000000	1.452978,0.116598,0.223147	1.468501,0.112085,0.014335	1.428969,0.112165,-0.148475	1.465529,-0.030752,0.216037	1.371742,-0.224065,0.311966	1.265951,-0.146669,0.533931	1.435171,0.270208,0.221374	1.327380,0.433855,0.351626	1.184167,0.292712,0.512858	12
