joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.852643,0.053870,0.122457	1.836329,0.060530,0.011922	0.000000,0.000000,0.000000	1.831469,0.056730,-0.064564	1.816959,0.045381,-0.292950	1.759363,0.037063,-0.469409	1.879669,-0.072933,-0.031299	1.959677,-0.186079,0.182462	1.979667,-0.115503,0.451726	1.804824,0.197366,-0.031000	1.737189,0.293169,0.195152	1.737239,0.227939,0.466499	12
1.852643,0.053870,0.122457	1.836329,0.060535,0.011922	0.000000,0.000000,0.000000	1.831471,0.056733,-0.064564	1.816966,0.045380,-0.292950	1.759359,0.037064,-0.469406	1.879671,-0.072934,-0.031300	1.959656,-0.186134,0.182442	1.979472,-0.115502,0.451704	1.804826,0.197360,-0.031054	1.737117,0.293109,0.195099	1.737088,0.227982,0.466470	12
1.852643,0.053870,0.122457	1.836329,0.060538,0.011922	0.000000,0.000000,0.000000	1.831473,0.056735,-0.064564	1.816974,0.045379,-0.292950	1.759356,0.037065,-0.469403	1.879672,-0.072936,-0.031301	1.959623,-0.186253,0.182392	1.979226,-0.115466,0.451629	1.804827,0.197360,-0.031091	1.737033,0.293038,0.195066	1.736955,0.228019,0.466463	12
1.852643,0.053871,0.122456	1.836329,0.060543,0.011922	0.000000,0.000000,0.000000	1.831475,0.056739,-0.064564	1.816982,0.045378,-0.292950	1.759353,0.037065,-0.469399	1.879673,-0.072938,-0.031301	1.959582,-0.186404,0.182328	1.978908,-0.115410,0.451530	1.804827,0.197359,-0.031129	1.736909,0.292964,0.195022	1.736807,0.228062,0.466447	12
1.852643,0.053872,0.122456	1.836329,0.060549,0.011922	0.000000,0.000000,0.000000	1.831477,0.056742,-0.064564	1.816990,0.045377,-0.292951	1.759349,0.037066,-0.469396	1.879674,-0.072939,-0.031302	1.959537,-0.186561,0.182262	1.978554,-0.115363,0.451432	1.804827,0.197359,-0.031168	1.736923,0.292645,0.195122	1.736543,0.228193,0.466653	12
1.852643,0.053874,0.122456	1.836329,0.060555,0.011922	0.000000,0.000000,0.000000	1.831479,0.056747,-0.064564	1.816998,0.045376,-0.292951	1.759346,0.037067,-0.469392	1.879674,-0.072940,-0.031302	1.959488,-0.186718,0.182197	1.978058,-0.115320,0.451345	1.804827,0.197361,-0.031203	1.737009,0.292183,0.195307	1.736214,0.228377,0.466989	12
1.852643,0.053875,0.122456	1.836329,0.060561,0.011922	0.000000,0.000000,0.000000	1.831481,0.056751,-0.064564	1.817006,0.045374,-0.292951	1.759342,0.037068,-0.469389	1.879675,-0.072941,-0.031303	1.959455,-0.186754,0.182190	1.977536,-0.115318,0.451362	1.804829,0.197356,-0.031263	1.736910,0.291937,0.195317	1.735973,0.228506,0.467087	12
1.852643,0.053877,0.122455	1.836329,0.060568,0.011922	0.000000,0.000000,0.000000	1.831483,0.056756,-0.064564	1.817015,0.045373,-0.292951	1.759339,0.037069,-0.469385	1.879675,-0.072941,-0.031303	1.959421,-0.186764,0.182197	1.976951,-0.115308,0.451400	1.804827,0.197365,-0.031274	1.736730,0.291811,0.195310	1.735799,0.228576,0.467126	12
1.852642,0.053878,0.122455	1.836329,0.060574,0.011922	0.000000,0.000000,0.000000	1.831485,0.056760,-0.064564	1.817023,0.045372,-0.292951	1.759335,0.037070,-0.469381	1.879675,-0.072940,-0.031303	1.959376,-0.186761,0.182215	1.976365,-0.115293,0.451450	1.804825,0.197374,-0.031284	1.736513,0.291727,0.195274	1.735685,0.228633,0.467124	12
