joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.787016,0.039558,0.111908	1.778356,0.050650,0.007689	0.000000,0.000000,0.000000	1.786219,0.047915,-0.063925	1.807988,0.040341,-0.262192	1.773494,0.036355,-0.427056	1.829899,-0.089210,-0.071372	1.954566,-0.290754,-0.104949	2.021773,-0.533652,-0.019463	1.744817,0.195187,-0.072639	1.660947,0.419292,-0.066961	1.535522,0.639896,0.013205	12
1.787020,0.039559,0.111899	1.778356,0.050650,0.007687	0.000000,0.000000,0.000000	1.786198,0.047915,-0.063925	1.807912,0.040341,-0.262202	1.773381,0.036355,-0.427066	1.829895,-0.089177,-0.071353	1.954319,-0.290848,-0.104964	2.021810,-0.533635,-0.019338	1.744821,0.195151,-0.072629	1.660963,0.419244,-0.066961	1.535570,0.639881,0.013215	12
1.787025,0.039560,0.111891	1.778356,0.050650,0.007685	0.000000,0.000000,0.000000	1.786168,0.047915,-0.063925	1.807802,0.040340,-0.262215	1.773265,0.036354,-0.427085	1.829891,-0.089146,-0.071336	1.954050,-0.290955,-0.104982	2.021849,-0.533625,-0.019216	1.744824,0.195115,-0.072619	1.660972,0.419195,-0.066963	1.535596,0.639861,0.013212	12
1.787029,0.039561,0.111883	1.778356,0.050650,0.007684	0.000000,0.000000,0.000000	1.786141,0.047915,-0.063924	1.807700,0.040340,-0.262226	1.773151,0.036354,-0.427100	1.829887,-0.089116,-0.071319	1.953808,-0.291048,-0.104998	2.021881,-0.533610,-0.019104	1.744827,0.195082,-0.072610	1.660994,0.419152,-0.066965	1.535617,0.639838,0.013203	12
1.787034,0.039562,0.111875	1.778356,0.050650,0.007683	0.000000,0.000000,0.000000	1.786108,0.047915,-0.063924	1.807576,0.040339,-0.262241	1.773038,0.036353,-0.427121	1.829883,-0.089087,-0.071303	1.953434,-0.291220,-0.105028	2.021957,-0.533633,-0.019027	1.744830,0.195048,-0.072602	1.661022,0.419112,-0.066966	1.535636,0.639813,0.013190	12
1.787038,0.039563,0.111867	1.778356,0.050650,0.007682	0.000000,0.000000,0.000000	1.786070,0.047915,-0.063925	1.807438,0.040339,-0.262257	1.772923,0.036353,-0.427144	1.829880,-0.089060,-0.071287	1.953248,-0.291281,-0.105040	2.021962,-0.533638,-0.019001	1.744832,0.195017,-0.072595	1.661051,0.419074,-0.066967	1.535647,0.639780,0.013181	12
1.787042,0.039563,0.111858	1.778356,0.050650,0.007681	0.000000,0.000000,0.000000	1.786033,0.047915,-0.063925	1.807299,0.040338,-0.262275	1.772809,0.036352,-0.427166	1.829876,-0.089033,-0.071272	1.953155,-0.291284,-0.105072	2.021915,-0.533623,-0.019011	1.744834,0.194986,-0.072588	1.661071,0.419034,-0.066970	1.535659,0.639744,0.013166	12
1.787047,0.039564,0.111850	1.778356,0.050650,0.007680	0.000000,0.000000,0.000000	1.786005,0.047915,-0.063924	1.807197,0.040338,-0.262287	1.772697,0.036352,-0.427177	1.829870,-0.089009,-0.071259	1.953108,-0.291257,-0.105111	2.021843,-0.533600,-0.019030	1.744837,0.194957,-0.072580	1.661089,0.418995,-0.066973	1.535680,0.639720,0.013136	12
1.787051,0.039565,0.111842	1.778356,0.050650,0.007679	0.000000,0.000000,0.000000	1.785990,0.047915,-0.063922	1.807141,0.040337,-0.262295	1.772591,0.036352,-0.427177	1.829862,-0.088985,-0.071245	1.953071,-0.291223,-0.105159	2.021765,-0.533566,-0.019043	1.744839,0.194929,-0.072574	1.661107,0.418956,-0.066976	1.535690,0.639687,0.013108	12
