joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.609400,-0.150084,0.206430	1.601314,-0.158742,0.113955	0.000000,0.000000,0.000000	1.607854,-0.160969,0.046195	1.626058,-0.167166,-0.142431	1.575810,-0.165952,-0.299454	1.570874,-0.286620,0.038162	1.521563,-0.322197,-0.179631	1.270957,-0.205965,-0.296327	1.630957,-0.036366,0.029284	1.594151,0.004801,-0.189992	1.312515,-0.061503,-0.269284	12
1.609386,-0.150096,0.206497	1.601316,-0.158747,0.113979	0.000000,0.000000,0.000000	1.607854,-0.160967,0.046222	1.626056,-0.167147,-0.142399	1.575680,-0.165942,-0.299387	1.570881,-0.286602,0.038172	1.521643,-0.322242,-0.179619	1.271196,-0.206081,-0.295997	1.630961,-0.036362,0.029344	1.594110,0.004824,-0.189912	1.312743,-0.061325,-0.268956	12
1.609374,-0.150105,0.206606	1.601317,-0.158663,0.114012	0.000000,0.000000,0.000000	1.607854,-0.160899,0.046258	1.626052,-0.167123,-0.142360	1.575579,-0.165933,-0.299319	1.570901,-0.286527,0.038217	1.521748,-0.322306,-0.179560	1.272244,-0.203513,-0.294557	1.630977,-0.036290,0.029370	1.594083,0.004771,-0.189892	1.312831,-0.061285,-0.268559	12
1.609364,-0.150112,0.206745	1.601317,-0.158585,0.114054	0.000000,0.000000,0.000000	1.607853,-0.160835,0.046303	1.626048,-0.167098,-0.142317	1.575522,-0.165923,-0.299258	1.570920,-0.286460,0.038257	1.521859,-0.322383,-0.179507	1.274073,-0.198714,-0.292529	1.630993,-0.036220,0.029394	1.594076,0.004680,-0.189884	1.312939,-0.061354,-0.268170	12
1.609354,-0.150118,0.206903	1.601317,-0.158535,0.114101	0.000000,0.000000,0.000000	1.607851,-0.160790,0.046353	1.626043,-0.167067,-0.142274	1.575468,-0.165914,-0.299197	1.570933,-0.286416,0.038283	1.521960,-0.322469,-0.179467	1.273181,-0.200200,-0.291469	1.630991,-0.036166,0.029424	1.594084,0.004573,-0.189874	1.313111,-0.061209,-0.268361	12
1.609348,-0.150122,0.207077	1.601317,-0.158512,0.114154	0.000000,0.000000,0.000000	1.607849,-0.160764,0.046410	1.626039,-0.167034,-0.142229	1.575416,-0.165903,-0.299131	1.570941,-0.286391,0.038298	1.522093,-0.322572,-0.179445	1.273672,-0.199963,-0.291335	1.630982,-0.036121,0.029477	1.594100,0.004471,-0.189838	1.313326,-0.061183,-0.268422	12
1.609340,-0.150126,0.207274	1.601317,-0.158504,0.114219	0.000000,0.000000,0.000000	1.607864,-0.160753,0.046481	1.626083,-0.167012,-0.142032	1.574959,-0.165882,-0.298764	1.570947,-0.286373,0.038308	1.522233,-0.322674,-0.179430	1.274894,-0.199454,-0.291533	1.630995,-0.036037,0.029625	1.594120,0.004281,-0.189727	1.313642,-0.061586,-0.267018	12
1.609388,-0.150072,0.208152	1.601317,-0.158504,0.115128	0.000000,0.000000,0.000000	1.607868,-0.160743,0.047395	1.626073,-0.166967,-0.140814	1.574553,-0.165862,-0.297408	1.571034,-0.286042,0.038510	1.522391,-0.322820,-0.179148	1.277518,-0.198317,-0.293029	1.630946,-0.036236,0.030120	1.594213,0.004149,-0.189228	1.314983,-0.061587,-0.267779	12
1.609477,-0.149976,0.209489	1.601317,-0.158505,0.116763	0.000000,0.000000,0.000000	1.607862,-0.160730,0.049034	1.626003,-0.166898,-0.138682	1.574219,-0.165844,-0.295178	1.571182,-0.285468,0.038873	1.522765,-0.323009,-0.178687	1.280278,-0.194539,-0.297886	1.630849,-0.036654,0.030882	1.594361,0.004026,-0.188434	1.313360,-0.060588,-0.268912	12
1.609736,-0.149703,0.212708	1.601317,-0.158507,0.119530	0.000000,0.000000,0.000000	1.607885,-0.160728,0.051808	1.626223,-0.166926,-0.137247	1.572809,-0.165793,-0.293173	1.571421,-0.284515,0.039515	1.523258,-0.323249,-0.177871	1.293726,-0.185612,-0.309235	1.630692,-0.037322,0.032196	1.594607,0.003844,-0.187077	1.314579,-0.058268,-0.269060	12
1.610102,-0.149317,0.216917	1.601317,-0.158509,0.123005	0.000000,0.000000,0.000000	1.607926,-0.160730,0.055294	1.626575,-0.166998,-0.135778	1.571625,-0.165740,-0.291155	1.571712,-0.283347,0.040359	1.523367,-0.323457,-0.176714	1.288512,-0.193427,-0.305718	1.630673,-0.037412,0.034857	1.594987,0.003335,-0.184538	1.316442,-0.057328,-0.269657	12
1.610513,-0.148883,0.221385	1.601317,-0.158511,0.126718	0.000000,0.000000,0.000000	1.607964,-0.160732,0.059017	1.626927,-0.167069,-0.134115	1.571493,-0.165710,-0.289309	1.571948,-0.282415,0.042001	1.523361,-0.323501,-0.174813	1.276079,-0.206335,-0.291886	1.630894,-0.036505,0.039354	1.595500,0.002388,-0.180395	1.318667,-0.055998,-0.270656	12
1.610780,-0.148600,0.225478	1.601317,-0.158512,0.130119	0.000000,0.000000,0.000000	1.607976,-0.160725,0.062427	1.627154,-0.167100,-0.132529	1.571918,-0.165700,-0.287779	1.571995,-0.282276,0.044661	1.523407,-0.323430,-0.172117	1.271855,-0.213211,-0.286070	1.631008,-0.036039,0.042957	1.595778,0.001662,-0.177003	1.319608,-0.055566,-0.271234	12
1.610792,-0.148584,0.228439	1.601317,-0.158513,0.132468	0.000000,0.000000,0.000000	1.607984,-0.160718,0.064784	1.627336,-0.167117,-0.131668	1.572827,-0.165705,-0.285436	1.571769,-0.283290,0.048123	1.523393,-0.323235,-0.168898	1.279885,-0.207028,-0.293620	1.631060,-0.035821,0.045179	1.595787,0.001275,-0.174854	1.319728,-0.055328,-0.271368	12
1.610534,-0.148852,0.230713	1.601317,-0.158514,0.134204	0.000000,0.000000,0.000000	1.607997,-0.160710,0.066530	1.627504,-0.167123,-0.131100	1.573781,-0.165710,-0.283060	1.571404,-0.284896,0.052195	1.522952,-0.323262,-0.165062	1.286645,-0.200052,-0.302272	1.631138,-0.035500,0.047154	1.595614,0.000969,-0.172916	1.318225,-0.056149,-0.273452	12
1.610060,-0.149337,0.231998	1.601317,-0.158514,0.135701	0.000000,0.000000,0.000000	1.608034,-0.160708,0.068039	1.627745,-0.167146,-0.130494	1.574235,-0.165697,-0.280729	1.571142,-0.286061,0.055544	1.522876,-0.323075,-0.161961	1.285256,-0.199813,-0.301285	1.631383,-0.034491,0.050138	1.595296,0.000692,-0.170017	1.320025,-0.058946,-0.279282	12
1.609645,-0.149747,0.233281	1.601317,-0.158514,0.137209	0.000000,0.000000,0.000000	1.608072,-0.160707,0.069560	1.627965,-0.167163,-0.129666	1.574207,-0.165679,-0.278324	1.570872,-0.287215,0.059219	1.522898,-0.322697,-0.158573	1.284525,-0.199799,-0.299698	1.631657,-0.033356,0.053616	1.594529,0.000796,-0.166495	1.320454,-0.060796,-0.281528	12
1.609400,-0.149964,0.234593	1.601316,-0.158515,0.138691	0.000000,0.000000,0.000000	1.608069,-0.160698,0.071051	1.628012,-0.167148,-0.128716	1.573965,-0.165664,-0.275725	1.570692,-0.287951,0.062360	1.522681,-0.322463,-0.155549	1.281647,-0.199192,-0.295097	1.631594,-0.033614,0.055024	1.594015,0.001246,-0.164867	1.312914,-0.054749,-0.269623	12
1.609270,-0.150052,0.235434	1.601312,-0.158515,0.139666	0.000000,0.000000,0.000000	1.608050,-0.160689,0.072036	1.627996,-0.167126,-0.128153	1.573848,-0.165656,-0.273529	1.570840,-0.287312,0.062405	1.522026,-0.322742,-0.155139	1.275313,-0.202172,-0.282454	1.631503,-0.033960,0.055635	1.593863,0.001593,-0.164101	1.311454,-0.048906,-0.258736	12
