joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.225782,0.067134,0.290140	1.244790,0.072754,0.203790	0.000000,0.000000,0.000000	1.255687,0.069257,0.138753	1.289080,0.058525,-0.061520	1.220758,0.061586,-0.202418	1.259485,-0.070129,0.133592	1.162855,-0.235599,0.238502	1.062115,-0.120020,0.423570	1.248606,0.219846,0.142075	1.153400,0.338748,0.300117	1.071275,0.165630,0.443261	12
1.228462,0.068761,0.294631	1.252869,0.077000,0.208925	0.000000,0.000000,0.000000	1.265306,0.073736,0.144077	1.303247,0.063770,-0.054123	1.236872,0.066514,-0.196854	1.268679,-0.062454,0.133956	1.173056,-0.235915,0.227390	1.065166,-0.128642,0.413413	1.255663,0.220598,0.140766	1.157716,0.344935,0.292830	1.078175,0.178084,0.445881	12
1.235383,0.071297,0.296161	1.260791,0.079945,0.209857	0.000000,0.000000,0.000000	1.272807,0.077119,0.144897	1.309097,0.068587,-0.051145	1.253533,0.069189,-0.197015	1.278225,-0.057438,0.133154	1.182364,-0.235131,0.219169	1.070069,-0.135272,0.406813	1.264716,0.221011,0.138168	1.165789,0.350301,0.285411	1.081973,0.189148,0.442820	12
1.246532,0.074407,0.295768	1.268650,0.081935,0.207778	0.000000,0.000000,0.000000	1.279613,0.079394,0.142653	1.312468,0.071792,-0.052163	1.266748,0.070968,-0.200052	1.288169,-0.054220,0.131010	1.192557,-0.234724,0.211593	1.077827,-0.141086,0.400954	1.274478,0.220720,0.133432	1.177536,0.353495,0.278811	1.083850,0.199448,0.437586	12
1.259857,0.078239,0.293782	1.276695,0.083526,0.203888	0.000000,0.000000,0.000000	1.286872,0.081016,0.138687	1.317210,0.073548,-0.055402	1.277146,0.072161,-0.203962	1.297237,-0.052239,0.127993	1.203688,-0.236308,0.202255	1.090397,-0.147524,0.394617	1.283917,0.220294,0.127251	1.191233,0.356286,0.272156	1.086629,0.211804,0.432719	12
1.272848,0.081163,0.290562	1.285044,0.084558,0.199334	0.000000,0.000000,0.000000	1.295002,0.081967,0.134175	1.324533,0.074292,-0.058918	1.286620,0.072686,-0.207163	1.306008,-0.050843,0.123941	1.215170,-0.238766,0.190631	1.106506,-0.158794,0.388951	1.294009,0.220545,0.122521	1.203361,0.362388,0.262557	1.093376,0.233674,0.432050	12
1.283430,0.082446,0.286764	1.293684,0.085125,0.195163	0.000000,0.000000,0.000000	1.303810,0.082432,0.130126	1.333664,0.074494,-0.061603	1.296002,0.072799,-0.209098	1.314559,-0.050689,0.121479	1.224048,-0.240246,0.182839	1.116720,-0.179761,0.387817	1.302996,0.221582,0.120238	1.214937,0.369644,0.254869	1.102455,0.256117,0.433187	12
1.291908,0.082756,0.283276	1.302208,0.085394,0.192037	0.000000,0.000000,0.000000	1.312642,0.082617,0.127159	1.343226,0.074476,-0.063032	1.305291,0.072730,-0.209755	1.322999,-0.050941,0.120148	1.232697,-0.241521,0.177232	1.124501,-0.204662,0.387300	1.310584,0.222554,0.119181	1.227087,0.378249,0.247299	1.114668,0.280885,0.435390	12
1.298051,0.082642,0.280606	1.310432,0.085498,0.190125	0.000000,0.000000,0.000000	1.321002,0.082664,0.125389	1.351816,0.074404,-0.063363	1.313627,0.072607,-0.209447	1.331571,-0.051180,0.119594	1.240597,-0.242300,0.172009	1.132666,-0.225114,0.386140	1.316787,0.223230,0.118788	1.237983,0.385651,0.240803	1.126144,0.302197,0.437132	12
