joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.516718,0.163685,0.395787	1.516374,0.165890,0.302647	0.000000,0.000000,0.000000	1.522629,0.163498,0.239147	1.542206,0.156012,0.040397	1.497255,0.151989,-0.117943	1.523200,0.020816,0.224568	1.449398,-0.159320,0.308470	1.344345,-0.133296,0.513930	1.501301,0.310719,0.225277	1.399950,0.464893,0.329650	1.280760,0.426916,0.525278	12
1.516909,0.163665,0.395769	1.516421,0.165883,0.302608	0.000000,0.000000,0.000000	1.522668,0.163441,0.239246	1.542186,0.155811,0.041279	1.497424,0.151989,-0.117238	1.523478,0.020886,0.224477	1.449738,-0.158863,0.308133	1.345362,-0.133622,0.513481	1.501602,0.310694,0.225225	1.399664,0.465140,0.327702	1.284140,0.427143,0.524940	12
1.517001,0.163457,0.395773	1.516427,0.165872,0.302588	0.000000,0.000000,0.000000	1.522673,0.163361,0.239351	1.542155,0.155532,0.042131	1.497622,0.151853,-0.116700	1.524388,0.020757,0.224874	1.449524,-0.158455,0.307649	1.345995,-0.133921,0.513013	1.501721,0.310591,0.225116	1.399734,0.464931,0.326880	1.286247,0.427425,0.524896	12
1.517063,0.163123,0.395796	1.516426,0.165859,0.302581	0.000000,0.000000,0.000000	1.522672,0.163274,0.239458	1.542121,0.155224,0.042898	1.497823,0.151628,-0.116308	1.525755,0.020580,0.225482	1.449320,-0.158054,0.307119	1.346274,-0.134218,0.512357	1.501769,0.310453,0.225013	1.399934,0.464498,0.326616	1.287462,0.427849,0.524912	12
1.517182,0.162845,0.395874	1.516431,0.165846,0.302579	0.000000,0.000000,0.000000	1.522691,0.163202,0.239562	1.542158,0.154982,0.043613	1.497959,0.151426,-0.115928	1.526719,0.020494,0.225864	1.449354,-0.157720,0.306682	1.346202,-0.134468,0.511519	1.501982,0.310413,0.225050	1.400194,0.463891,0.326855	1.287523,0.428382,0.524814	12
1.517343,0.162622,0.396014	1.516446,0.165822,0.302580	0.000000,0.000000,0.000000	1.522727,0.163134,0.239660	1.542233,0.154788,0.044284	1.498071,0.151256,-0.115544	1.527440,0.020439,0.226131	1.449428,-0.157437,0.306269	1.346074,-0.134675,0.510677	1.502277,0.310370,0.225080	1.400532,0.463238,0.327200	1.287097,0.428945,0.524534	12
1.517532,0.162350,0.396211	1.516466,0.165784,0.302582	0.000000,0.000000,0.000000	1.522769,0.163062,0.239752	1.542317,0.154622,0.044887	1.498239,0.151110,-0.115225	1.527999,0.020398,0.226320	1.449525,-0.157194,0.305893	1.346282,-0.134826,0.510047	1.502419,0.310304,0.225107	1.400860,0.462703,0.327523	1.287106,0.429454,0.524484	12
1.517671,0.162158,0.396459	1.516492,0.165753,0.302583	0.000000,0.000000,0.000000	1.522818,0.163000,0.239837	1.542417,0.154470,0.045433	1.498873,0.151017,-0.113352	1.528469,0.020368,0.226473	1.449628,-0.156972,0.305546	1.346524,-0.134956,0.509483	1.502492,0.310251,0.225142	1.401300,0.462026,0.328297	1.286886,0.429976,0.524734	12
1.517755,0.162043,0.396721	1.516521,0.165734,0.302583	0.000000,0.000000,0.000000	1.522869,0.162948,0.239916	1.542519,0.154327,0.045937	1.499663,0.150945,-0.110932	1.528903,0.020344,0.226616	1.449678,-0.156749,0.305201	1.346785,-0.135084,0.508978	1.502531,0.310212,0.225174	1.401765,0.461326,0.329210	1.286841,0.430560,0.525237	12
1.517799,0.161968,0.396966	1.516550,0.165720,0.302584	0.000000,0.000000,0.000000	1.522913,0.162892,0.239990	1.542598,0.154146,0.046379	1.500485,0.150868,-0.108564	1.529309,0.020325,0.226752	1.449727,-0.156555,0.304842	1.347045,-0.135240,0.508478	1.502541,0.310175,0.225194	1.401963,0.461033,0.329326	1.287087,0.430792,0.525171	12
1.517820,0.161914,0.397184	1.516579,0.165710,0.302584	0.000000,0.000000,0.000000	1.522955,0.162837,0.240059	1.542668,0.153952,0.046742	1.501248,0.150784,-0.106502	1.529665,0.020302,0.226889	1.449739,-0.156378,0.304506	1.347288,-0.135410,0.508031	1.502540,0.310141,0.225209	1.402104,0.460826,0.329299	1.286861,0.430907,0.524703	12
1.517827,0.161869,0.397369	1.516598,0.165704,0.302585	0.000000,0.000000,0.000000	1.522976,0.162802,0.240122	1.542696,0.153829,0.046989	1.501896,0.150699,-0.104854	1.529541,0.020286,0.226924	1.449659,-0.156199,0.304487	1.347339,-0.135551,0.507862	1.502540,0.310129,0.225238	1.402195,0.460685,0.329198	1.286591,0.430980,0.524162	12
1.517829,0.161817,0.397521	1.516609,0.165700,0.302585	0.000000,0.000000,0.000000	1.522983,0.162781,0.240180	1.542699,0.153749,0.047126	1.502522,0.150587,-0.103618	1.529182,0.020274,0.226908	1.449653,-0.156134,0.304497	1.347351,-0.135649,0.507663	1.502538,0.310116,0.225254	1.402270,0.460558,0.329071	1.286480,0.431021,0.523706	12
1.517829,0.161763,0.397644	1.516616,0.165697,0.302585	0.000000,0.000000,0.000000	1.522982,0.162772,0.240234	1.542693,0.153715,0.047170	1.503121,0.150505,-0.102725	1.528861,0.020273,0.226876	1.449687,-0.156074,0.304486	1.347329,-0.135762,0.507421	1.502537,0.310104,0.225265	1.402334,0.460439,0.328940	1.285897,0.431090,0.522985	12
1.517829,0.161711,0.397741	1.516621,0.165693,0.302585	0.000000,0.000000,0.000000	1.522979,0.162768,0.240284	1.542689,0.153700,0.047147	1.503664,0.150439,-0.102087	1.528830,0.020281,0.226869	1.449722,-0.155931,0.304397	1.347295,-0.135957,0.507123	1.502537,0.310092,0.225272	1.402390,0.460328,0.328806	1.285174,0.431246,0.522203	12
1.517828,0.161676,0.397819	1.516624,0.165690,0.302585	0.000000,0.000000,0.000000	1.522975,0.162767,0.240332	1.542691,0.153692,0.047078	1.504147,0.150381,-0.101632	1.528767,0.020285,0.226864	1.449712,-0.155805,0.304294	1.347183,-0.136313,0.506818	1.502537,0.310082,0.225277	1.402423,0.460221,0.328661	1.284322,0.431450,0.521357	12
1.517828,0.161645,0.397881	1.516626,0.165685,0.302585	0.000000,0.000000,0.000000	1.522971,0.162765,0.240377	1.542700,0.153686,0.046967	1.504569,0.150325,-0.101321	1.528683,0.020284,0.226859	1.449546,-0.155656,0.304140	1.346949,-0.137045,0.506524	1.502537,0.310070,0.225282	1.402347,0.460197,0.328302	1.283038,0.431706,0.520095	12
1.517829,0.161614,0.397931	1.516628,0.165678,0.302585	0.000000,0.000000,0.000000	1.522968,0.162762,0.240421	1.542715,0.153679,0.046817	1.504954,0.150268,-0.101129	1.528566,0.020279,0.226852	1.448994,-0.155403,0.303879	1.346405,-0.138941,0.506266	1.502538,0.310057,0.225285	1.401931,0.460472,0.327175	1.281515,0.432085,0.518101	12
1.517829,0.161584,0.397970	1.516629,0.165671,0.302585	0.000000,0.000000,0.000000	1.522966,0.162759,0.240463	1.542736,0.153671,0.046637	1.504928,0.150173,-0.102612	1.528434,0.020273,0.226842	1.447324,-0.154824,0.303201	1.343842,-0.145298,0.505322	1.502538,0.310044,0.225288	1.400619,0.461647,0.323717	1.277668,0.432712,0.512733	12
1.517829,0.161564,0.398001	1.516632,0.165664,0.302585	0.000000,0.000000,0.000000	1.522968,0.162760,0.240504	1.542774,0.153681,0.046453	1.504789,0.150090,-0.104683	1.528305,0.020270,0.226825	1.442690,-0.153447,0.300882	1.336145,-0.163352,0.499287	1.502539,0.310032,0.225290	1.397184,0.465580,0.312473	1.273513,0.435642,0.499354	12
1.517830,0.161553,0.398027	1.516635,0.165657,0.302585	0.000000,0.000000,0.000000	1.522975,0.162765,0.240544	1.542824,0.153711,0.046287	1.504678,0.150029,-0.106752	1.528237,0.020382,0.226597	1.433479,-0.150959,0.293781	1.322770,-0.185169,0.487221	1.502539,0.310020,0.225293	1.391865,0.470435,0.293628	1.265437,0.445666,0.479876	12
1.517830,0.161548,0.398047	1.516639,0.165653,0.302585	0.000000,0.000000,0.000000	1.522985,0.162775,0.240583	1.542882,0.153752,0.046145	1.504668,0.149987,-0.108569	1.528198,0.020714,0.225963	1.423319,-0.149756,0.276480	1.314228,-0.203597,0.468718	1.502540,0.310011,0.225294	1.385007,0.472432,0.274375	1.251366,0.467545,0.458074	12
1.517830,0.161547,0.398064	1.516644,0.165650,0.302585	0.000000,0.000000,0.000000	1.523030,0.162788,0.240625	1.543083,0.153798,0.046045	1.505172,0.149997,-0.108443	1.528173,0.021167,0.225116	1.418798,-0.151070,0.254799	1.309822,-0.219259,0.445970	1.502540,0.310003,0.225294	1.376673,0.470658,0.257140	1.235884,0.488133,0.437345	12
1.517947,0.161635,0.398029	1.516649,0.165650,0.302585	0.000000,0.000000,0.000000	1.523384,0.162805,0.240700	1.544532,0.153874,0.046352	1.506601,0.150063,-0.106958	1.528742,0.022833,0.222025	1.419024,-0.151544,0.237076	1.302386,-0.237250,0.416617	1.503218,0.309081,0.223309	1.370229,0.466362,0.242651	1.220332,0.502565,0.413434	12
1.518173,0.161783,0.397922	1.516658,0.165649,0.302585	0.000000,0.000000,0.000000	1.524082,0.162826,0.240814	1.547334,0.153983,0.047303	1.508665,0.150159,-0.104426	1.529692,0.025127,0.217653	1.421062,-0.151712,0.227243	1.294724,-0.254441,0.389671	1.504243,0.307105,0.219114	1.364474,0.460542,0.231007	1.205076,0.510430,0.389324	12
1.518473,0.161954,0.397740	1.516669,0.165649,0.302583	0.000000,0.000000,0.000000	1.524959,0.162851,0.240947	1.550783,0.154131,0.048871	1.511077,0.150274,-0.101298	1.530864,0.027201,0.213414	1.418868,-0.148027,0.220329	1.286413,-0.267838,0.364338	1.505305,0.305004,0.214456	1.359622,0.453585,0.220254	1.193298,0.515293,0.366416	12
