joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.352166,0.077846,0.280058	1.365271,0.085467,0.188782	0.000000,0.000000,0.000000	1.372708,0.079543,0.126674	1.393342,0.063105,-0.045659	1.354797,0.054959,-0.190404	1.372936,-0.052835,0.118538	1.287366,-0.237954,0.162371	1.179530,-0.286453,0.371506	1.359675,0.221558,0.114162	1.299457,0.392908,0.216756	1.200259,0.392664,0.435571	12
1.352184,0.077912,0.280271	1.365302,0.085467,0.188782	0.000000,0.000000,0.000000	1.372742,0.079539,0.126695	1.393684,0.062854,-0.048074	1.354192,0.055387,-0.192116	1.372921,-0.052872,0.118490	1.287160,-0.237796,0.162444	1.178651,-0.284248,0.373348	1.359715,0.221605,0.114139	1.299859,0.392977,0.216769	1.199779,0.392687,0.436763	12
1.352185,0.077978,0.280465	1.365306,0.085467,0.188782	0.000000,0.000000,0.000000	1.372750,0.079538,0.126713	1.393966,0.062639,-0.050192	1.353647,0.055875,-0.193690	1.372863,-0.052895,0.118427	1.286943,-0.237648,0.162532	1.177957,-0.282842,0.374700	1.359754,0.221648,0.114117	1.300300,0.393074,0.216779	1.199458,0.392762,0.437606	12
1.352175,0.078024,0.280639	1.365299,0.085467,0.188782	0.000000,0.000000,0.000000	1.372747,0.079537,0.126726	1.394189,0.062466,-0.051926	1.353179,0.056389,-0.195015	1.372832,-0.052924,0.118388	1.286697,-0.237494,0.162631	1.177445,-0.282034,0.375732	1.359796,0.221686,0.114097	1.300766,0.393188,0.216788	1.199236,0.392868,0.438194	12
1.352165,0.078058,0.280797	1.365288,0.085467,0.188782	0.000000,0.000000,0.000000	1.372739,0.079537,0.126737	1.394360,0.062331,-0.053299	1.352791,0.056912,-0.196084	1.372817,-0.052953,0.118363	1.286436,-0.237338,0.162733	1.177061,-0.281918,0.376489	1.359839,0.221721,0.114078	1.301219,0.393288,0.216823	1.199106,0.392972,0.438661	12
1.352152,0.078095,0.280936	1.365278,0.085467,0.188782	0.000000,0.000000,0.000000	1.372731,0.079538,0.126746	1.394492,0.062227,-0.054368	1.352462,0.057452,-0.196933	1.372808,-0.052980,0.118341	1.286166,-0.237181,0.162834	1.176755,-0.281987,0.377104	1.359877,0.221752,0.114061	1.301640,0.393372,0.216878	1.199029,0.393249,0.439048	12
1.352141,0.078132,0.281057	1.365268,0.085467,0.188782	0.000000,0.000000,0.000000	1.372723,0.079538,0.126753	1.394592,0.062148,-0.055199	1.352187,0.057987,-0.197608	1.372804,-0.053004,0.118323	1.285900,-0.237031,0.162920	1.176508,-0.282104,0.377611	1.359918,0.221780,0.114046	1.302057,0.393453,0.216942	1.198994,0.393368,0.439354	12
1.352131,0.078176,0.281163	1.365260,0.085467,0.188782	0.000000,0.000000,0.000000	1.372716,0.079539,0.126759	1.394669,0.062088,-0.055847	1.351954,0.058540,-0.198151	1.372801,-0.053026,0.118307	1.285608,-0.236873,0.162999	1.176300,-0.282178,0.378057	1.359961,0.221805,0.114033	1.302479,0.393535,0.217009	1.199015,0.393424,0.439597	12
1.352121,0.078231,0.281255	1.365251,0.085467,0.188782	0.000000,0.000000,0.000000	1.372709,0.079540,0.126763	1.394729,0.062041,-0.056356	1.351756,0.059090,-0.198594	1.372798,-0.053044,0.118290	1.285216,-0.236658,0.163111	1.176105,-0.282228,0.378517	1.360003,0.221828,0.114021	1.302720,0.393574,0.217054	1.199134,0.393487,0.439880	12
1.352113,0.078292,0.281331	1.365244,0.085467,0.188782	0.000000,0.000000,0.000000	1.372703,0.079541,0.126767	1.394776,0.062005,-0.056758	1.351575,0.059658,-0.198951	1.372795,-0.053059,0.118273	1.284925,-0.236507,0.163160	1.175958,-0.282189,0.378842	1.360045,0.221849,0.114010	1.302908,0.393610,0.217075	1.199306,0.393543,0.440114	12
1.352107,0.078331,0.281396	1.365234,0.085467,0.188782	0.000000,0.000000,0.000000	1.372695,0.079542,0.126770	1.394815,0.061976,-0.057077	1.351411,0.060212,-0.199240	1.372791,-0.053072,0.118256	1.284656,-0.236375,0.163173	1.175854,-0.282113,0.379074	1.360062,0.221867,0.114001	1.303001,0.393627,0.217092	1.199395,0.393557,0.440272	12
1.352102,0.078359,0.281452	1.365224,0.085467,0.188782	0.000000,0.000000,0.000000	1.372688,0.079543,0.126772	1.394845,0.061954,-0.057331	1.351259,0.060772,-0.199474	1.372786,-0.053084,0.118239	1.284387,-0.236246,0.163175	1.175763,-0.282018,0.379236	1.360070,0.221884,0.113993	1.303157,0.393786,0.216913	1.199536,0.393489,0.440160	12
1.352098,0.078374,0.281499	1.365214,0.085467,0.188782	0.000000,0.000000,0.000000	1.372680,0.079543,0.126775	1.394870,0.061936,-0.057533	1.351122,0.061324,-0.199664	1.372781,-0.053093,0.118224	1.284128,-0.236119,0.163190	1.175679,-0.281908,0.379351	1.360072,0.221898,0.113985	1.303204,0.393825,0.216877	1.199626,0.393470,0.440159	12
1.352094,0.078382,0.281539	1.365203,0.085467,0.188783	0.000000,0.000000,0.000000	1.372671,0.079544,0.126776	1.394650,0.062113,-0.055702	1.351614,0.061851,-0.198089	1.372775,-0.053102,0.118209	1.283857,-0.235984,0.163208	1.175597,-0.281795,0.379429	1.360073,0.221911,0.113978	1.303190,0.393788,0.216937	1.199703,0.393483,0.440231	12
1.352091,0.078385,0.281572	1.365192,0.085467,0.188783	0.000000,0.000000,0.000000	1.372663,0.079544,0.126778	1.394345,0.062356,-0.053167	1.352299,0.062218,-0.195895	1.372770,-0.053109,0.118195	1.283576,-0.235846,0.163224	1.175526,-0.281644,0.379485	1.360074,0.221923,0.113972	1.303141,0.393705,0.217052	1.199779,0.393515,0.440340	12
1.352087,0.078385,0.281600	1.365181,0.085467,0.188783	0.000000,0.000000,0.000000	1.372654,0.079545,0.126779	1.394041,0.062599,-0.050650	1.352953,0.062491,-0.193707	1.372764,-0.053114,0.118180	1.283268,-0.235688,0.163255	1.175457,-0.281550,0.379524	1.360074,0.221934,0.113966	1.303078,0.393610,0.217182	1.199854,0.393553,0.440439	12
1.352085,0.078384,0.281622	1.365169,0.085467,0.188783	0.000000,0.000000,0.000000	1.372646,0.079545,0.126780	1.393776,0.062809,-0.048460	1.353491,0.062642,-0.191801	1.372758,-0.053117,0.118163	1.282947,-0.235520,0.163294	1.175396,-0.281406,0.379565	1.360073,0.221943,0.113961	1.303023,0.393488,0.217360	1.199983,0.393601,0.440584	12
1.352082,0.078382,0.281640	1.365158,0.085467,0.188783	0.000000,0.000000,0.000000	1.372637,0.079546,0.126781	1.393560,0.062983,-0.046681	1.353896,0.062741,-0.190254	1.372753,-0.053115,0.118141	1.282804,-0.235439,0.163307	1.175334,-0.281149,0.379551	1.360072,0.221951,0.113956	1.302978,0.393431,0.217435	1.200074,0.393625,0.440619	12
1.352080,0.078381,0.281655	1.365146,0.085467,0.188783	0.000000,0.000000,0.000000	1.372628,0.079548,0.126781	1.393390,0.063122,-0.045286	1.354185,0.062814,-0.189047	1.372748,-0.053113,0.118119	1.282748,-0.235405,0.163307	1.175265,-0.280853,0.379528	1.360072,0.221959,0.113952	1.302920,0.393395,0.217468	1.200128,0.393641,0.440634	12
1.352079,0.078380,0.281667	1.365134,0.085467,0.188783	0.000000,0.000000,0.000000	1.372618,0.079550,0.126782	1.393259,0.063231,-0.044211	1.354379,0.062911,-0.188121	1.372743,-0.053109,0.118094	1.282724,-0.235384,0.163308	1.175186,-0.280567,0.379517	1.360071,0.221966,0.113948	1.302861,0.393372,0.217479	1.200192,0.393644,0.440664	12
1.352077,0.078379,0.281676	1.365123,0.085467,0.188783	0.000000,0.000000,0.000000	1.372609,0.079551,0.126783	1.393156,0.063316,-0.043390	1.354497,0.062974,-0.187415	1.372737,-0.053103,0.118069	1.282705,-0.235363,0.163310	1.175113,-0.280441,0.379510	1.360071,0.221972,0.113945	1.302804,0.393353,0.217484	1.200249,0.393641,0.440717	12
1.352076,0.078378,0.281684	1.365111,0.085467,0.188783	0.000000,0.000000,0.000000	1.372599,0.079553,0.126783	1.393075,0.063382,-0.042763	1.354563,0.063019,-0.186879	1.372732,-0.053096,0.118043	1.282685,-0.235341,0.163313	1.175010,-0.280377,0.379508	1.360071,0.221978,0.113942	1.302754,0.393334,0.217492	1.200292,0.393633,0.440794	12
1.352076,0.078378,0.281691	1.365099,0.085467,0.188783	0.000000,0.000000,0.000000	1.372589,0.079555,0.126784	1.393012,0.063435,-0.042286	1.354592,0.063058,-0.186472	1.372727,-0.053089,0.118019	1.282660,-0.235315,0.163323	1.174886,-0.280340,0.379526	1.360070,0.221983,0.113939	1.302689,0.393310,0.217501	1.200299,0.393639,0.440890	12
1.352075,0.078378,0.281696	1.365088,0.085467,0.188784	0.000000,0.000000,0.000000	1.372579,0.079557,0.126784	1.392964,0.063477,-0.041923	1.354595,0.063081,-0.186165	1.372720,-0.053089,0.118009	1.282623,-0.235294,0.163336	1.174745,-0.280332,0.379563	1.360070,0.221987,0.113937	1.302625,0.393284,0.217512	1.200288,0.393649,0.441001	12
1.352074,0.078377,0.281700	1.365076,0.085467,0.188784	0.000000,0.000000,0.000000	1.372569,0.079559,0.126785	1.392926,0.063510,-0.041651	1.354578,0.063095,-0.185935	1.372712,-0.053091,0.118003	1.282574,-0.235268,0.163352	1.174588,-0.280336,0.379617	1.360070,0.221991,0.113935	1.302570,0.393248,0.217545	1.200267,0.393642,0.441144	12
1.352074,0.078377,0.281704	1.365064,0.085467,0.188784	0.000000,0.000000,0.000000	1.372559,0.079561,0.126785	1.392896,0.063537,-0.041449	1.354539,0.063109,-0.185765	1.372705,-0.053092,0.117998	1.282521,-0.235245,0.163356	1.174437,-0.280344,0.379681	1.360070,0.221995,0.113933	1.302520,0.393189,0.217617	1.200227,0.393634,0.441332	12
1.352074,0.078377,0.281707	1.365052,0.085467,0.188785	0.000000,0.000000,0.000000	1.372549,0.079563,0.126786	1.392873,0.063559,-0.041304	1.354486,0.063120,-0.185643	1.372697,-0.053094,0.117995	1.282469,-0.235224,0.163355	1.174301,-0.280354,0.379757	1.360070,0.221998,0.113931	1.302527,0.393131,0.217721	1.200160,0.393616,0.441523	12
1.352073,0.078377,0.281709	1.365040,0.085466,0.188785	0.000000,0.000000,0.000000	1.372538,0.079566,0.126786	1.392855,0.063578,-0.041203	1.354420,0.063128,-0.185559	1.372689,-0.053094,0.117989	1.282411,-0.235198,0.163352	1.174199,-0.280372,0.379859	1.360070,0.222001,0.113929	1.302557,0.393063,0.217851	1.200082,0.393605,0.441736	12
1.352073,0.078377,0.281711	1.365029,0.085466,0.188786	0.000000,0.000000,0.000000	1.372528,0.079568,0.126786	1.392841,0.063592,-0.041137	1.354344,0.063132,-0.185505	1.372682,-0.053095,0.117986	1.282344,-0.235170,0.163347	1.174055,-0.280393,0.379966	1.360070,0.222003,0.113928	1.302806,0.393025,0.218052	1.199939,0.393435,0.441913	12
1.352073,0.078377,0.281713	1.365017,0.085466,0.188786	0.000000,0.000000,0.000000	1.372518,0.079570,0.126787	1.392830,0.063605,-0.041101	1.354261,0.063134,-0.185477	1.372675,-0.053097,0.117984	1.282277,-0.235142,0.163344	1.174003,-0.280424,0.380131	1.360069,0.222005,0.113927	1.303144,0.392998,0.218285	1.199770,0.393225,0.442079	12
