joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.691985,0.023968,0.157878	1.682675,0.025334,0.055440	0.000000,0.000000,0.000000	1.679390,0.025142,-0.014871	1.669928,0.024587,-0.217406	1.625435,0.021373,-0.368732	1.675968,-0.105325,-0.019483	1.621474,-0.144621,-0.243299	1.376196,-0.035523,-0.389246	1.683269,0.154144,-0.022905	1.634802,0.197986,-0.247262	1.419422,0.096486,-0.351320	12
1.690292,0.024072,0.158021	1.682674,0.025361,0.055443	0.000000,0.000000,0.000000	1.679446,0.025192,-0.014869	1.670151,0.024707,-0.217339	1.625676,0.021719,-0.368418	1.675052,-0.105226,-0.019463	1.621395,-0.144681,-0.243446	1.373539,-0.035566,-0.388948	1.682802,0.154255,-0.022715	1.634577,0.197981,-0.247141	1.420447,0.092248,-0.355586	12
1.687085,0.024126,0.158258	1.682673,0.025387,0.055446	0.000000,0.000000,0.000000	1.679494,0.025261,-0.014867	1.670343,0.024898,-0.217218	1.625898,0.022083,-0.368160	1.673349,-0.105097,-0.019409	1.621370,-0.144760,-0.243741	1.373063,-0.036642,-0.387047	1.682073,0.154386,-0.022509	1.634294,0.197978,-0.247050	1.418569,0.093131,-0.354651	12
1.683475,0.024031,0.158469	1.682672,0.025406,0.055450	0.000000,0.000000,0.000000	1.679507,0.025369,-0.014862	1.670406,0.025263,-0.217043	1.626039,0.022639,-0.367986	1.671868,-0.104948,-0.019446	1.621292,-0.144840,-0.244052	1.372397,-0.037226,-0.385704	1.681058,0.154461,-0.022405	1.633916,0.198008,-0.247083	1.412873,0.099078,-0.348545	12
1.680439,0.023862,0.158644	1.682669,0.025421,0.055453	0.000000,0.000000,0.000000	1.679507,0.025492,-0.014857	1.670422,0.025697,-0.216840	1.626141,0.023133,-0.367878	1.670587,-0.104804,-0.019523	1.621134,-0.144914,-0.244336	1.372726,-0.037265,-0.385944	1.679952,0.154516,-0.022349	1.633473,0.198026,-0.247165	1.409987,0.102225,-0.345286	12
1.677666,0.023670,0.158789	1.682664,0.025434,0.055457	0.000000,0.000000,0.000000	1.679499,0.025588,-0.014851	1.670414,0.026031,-0.216632	1.626196,0.023414,-0.367822	1.669429,-0.104675,-0.019610	1.620867,-0.144980,-0.244578	1.372653,-0.037380,-0.385970	1.678856,0.154552,-0.022338	1.632920,0.198029,-0.247265	1.411240,0.100665,-0.346760	12
1.674531,0.023509,0.158875	1.682654,0.025445,0.055461	0.000000,0.000000,0.000000	1.679485,0.025652,-0.014844	1.670397,0.026244,-0.216437	1.626217,0.023544,-0.367813	1.668335,-0.104573,-0.019673	1.620433,-0.145030,-0.244748	1.372501,-0.037321,-0.386186	1.677849,0.154583,-0.022350	1.632231,0.198016,-0.247344	1.410603,0.100993,-0.346293	12
1.671829,0.023607,0.158974	1.682631,0.025461,0.055465	0.000000,0.000000,0.000000	1.679458,0.025693,-0.014838	1.670369,0.026360,-0.216261	1.626212,0.023588,-0.367844	1.667344,-0.104409,-0.019885	1.619776,-0.145104,-0.244979	1.371977,-0.037249,-0.386424	1.676723,0.154622,-0.022377	1.631414,0.197981,-0.247438	1.403688,0.108980,-0.338156	12
1.670147,0.023829,0.159151	1.682511,0.025478,0.055468	0.000000,0.000000,0.000000	1.679360,0.025720,-0.014832	1.670340,0.026415,-0.216107	1.626190,0.023591,-0.367912	1.666368,-0.104245,-0.020147	1.618669,-0.145168,-0.245164	1.371329,-0.037327,-0.387558	1.675480,0.154671,-0.022412	1.630494,0.197924,-0.247550	1.398237,0.115240,-0.331950	12
1.669307,0.024100,0.159395	1.682156,0.025496,0.055472	0.000000,0.000000,0.000000	1.679084,0.025741,-0.014829	1.670294,0.026442,-0.215933	1.626143,0.023580,-0.368007	1.665359,-0.104161,-0.020326	1.617133,-0.145192,-0.245200	1.370798,-0.037234,-0.389061	1.674209,0.154734,-0.022454	1.629497,0.197825,-0.247669	1.397519,0.115058,-0.332353	12
1.668966,0.024250,0.159660	1.681575,0.025509,0.055476	0.000000,0.000000,0.000000	1.678636,0.025756,-0.014828	1.670238,0.026460,-0.215730	1.626081,0.023569,-0.368126	1.664440,-0.104166,-0.020426	1.615247,-0.145200,-0.245079	1.371700,-0.036293,-0.391688	1.673018,0.154804,-0.022499	1.628357,0.197664,-0.247758	1.399846,0.111337,-0.336360	12
1.668875,0.024312,0.159909	1.680841,0.025517,0.055481	0.000000,0.000000,0.000000	1.678074,0.025766,-0.014828	1.670174,0.026476,-0.215487	1.625994,0.023559,-0.368253	1.663466,-0.104254,-0.020391	1.613348,-0.145279,-0.244831	1.372526,-0.034582,-0.393015	1.671924,0.154871,-0.022540	1.627157,0.197426,-0.247826	1.405857,0.103773,-0.344312	12
1.668883,0.024324,0.160126	1.679990,0.025522,0.055485	0.000000,0.000000,0.000000	1.677423,0.025775,-0.014828	1.670109,0.026494,-0.215215	1.625897,0.023552,-0.368385	1.662343,-0.104357,-0.020299	1.611285,-0.145411,-0.244511	1.371694,-0.033856,-0.393107	1.671501,0.154962,-0.022595	1.625980,0.197056,-0.247805	1.410084,0.098089,-0.349627	12
