joint_position_head	joint_position_neck	joint_position_shoulder	joint_position_spine_top	joint_position_spine_mid	joint_position_spine_bottom	joint_position_left_shoulder	joint_position_left_elbow	joint_position_left_hand	joint_position_right_shoulder	joint_position_right_elbow	joint_position_right_hand	
XYZ order
1.447467,0.031459,0.310173	1.474590,0.028621,0.215555	0.000000,0.000000,0.000000	1.501118,0.028970,0.153481	1.574191,0.029931,-0.017507	1.568560,0.029648,-0.181424	1.481656,-0.090514,0.139896	1.455108,-0.118455,-0.080874	1.342229,-0.136196,-0.303843	1.490903,0.150540,0.146004	1.441101,0.186946,-0.069449	1.344553,0.193503,-0.300548	12
1.448090,0.031237,0.309894	1.474590,0.028629,0.215095	0.000000,0.000000,0.000000	1.501181,0.028921,0.153050	1.574439,0.029725,-0.017885	1.568577,0.029591,-0.181763	1.482100,-0.090108,0.139086	1.455232,-0.118906,-0.081528	1.341843,-0.136146,-0.304571	1.490720,0.150364,0.145429	1.441361,0.186906,-0.070094	1.343886,0.193567,-0.301080	12
1.448816,0.031237,0.309865	1.474595,0.028638,0.214871	0.000000,0.000000,0.000000	1.501220,0.028885,0.152843	1.574562,0.029565,-0.018023	1.568583,0.029540,-0.181894	1.482565,-0.089625,0.138281	1.455327,-0.119359,-0.082157	1.341316,-0.136116,-0.304862	1.490494,0.150061,0.144730	1.441693,0.186714,-0.070895	1.343676,0.193664,-0.301588	12
1.449616,0.031300,0.309900	1.474605,0.028648,0.214700	0.000000,0.000000,0.000000	1.501251,0.028846,0.152683	1.574629,0.029392,-0.018101	1.568585,0.029487,-0.181980	1.482915,-0.089057,0.137256	1.455454,-0.119762,-0.083014	1.341200,-0.136059,-0.304822	1.490330,0.149724,0.143886	1.442440,0.186175,-0.071969	1.343792,0.193828,-0.301590	12
1.450240,0.031353,0.309886	1.474618,0.028654,0.214532	0.000000,0.000000,0.000000	1.501279,0.028838,0.152523	1.574672,0.029345,-0.018172	1.568585,0.029460,-0.182062	1.483032,-0.088727,0.136485	1.455343,-0.120288,-0.083630	1.341905,-0.135854,-0.303989	1.490437,0.149411,0.143063	1.443468,0.185385,-0.073067	1.344003,0.194050,-0.300436	12
1.450738,0.031383,0.309803	1.474631,0.028657,0.214329	0.000000,0.000000,0.000000	1.501308,0.028849,0.152330	1.574714,0.029376,-0.018269	1.568584,0.029447,-0.182168	1.483018,-0.088347,0.135499	1.455107,-0.120855,-0.084444	1.342955,-0.135613,-0.303189	1.490533,0.149092,0.142100	1.444681,0.184428,-0.074367	1.344211,0.194305,-0.298977	12
1.451124,0.031396,0.309666	1.474644,0.028659,0.214103	0.000000,0.000000,0.000000	1.501338,0.028870,0.152113	1.574756,0.029451,-0.018382	1.568584,0.029451,-0.182289	1.482999,-0.087988,0.134436	1.454626,-0.121472,-0.085294	1.344115,-0.135386,-0.302932	1.490533,0.148845,0.141123	1.444551,0.184492,-0.075261	1.344595,0.194254,-0.298165	12
1.451588,0.031399,0.309490	1.474666,0.028661,0.213823	0.000000,0.000000,0.000000	1.501379,0.028896,0.151844	1.574809,0.029542,-0.018528	1.568584,0.029461,-0.182439	1.483048,-0.087617,0.133223	1.454049,-0.121631,-0.086337	1.345623,-0.135319,-0.303857	1.490521,0.148435,0.139733	1.444672,0.184361,-0.076627	1.344444,0.194300,-0.298250	12
1.452095,0.031400,0.309248	1.474877,0.028662,0.213513	0.000000,0.000000,0.000000	1.501573,0.028923,0.151529	1.574903,0.029642,-0.018738	1.568586,0.029488,-0.182649	1.483161,-0.087327,0.132022	1.453844,-0.121550,-0.087458	1.346962,-0.135342,-0.305444	1.490521,0.147846,0.137935	1.444739,0.184288,-0.078346	1.343785,0.194372,-0.299347	12
1.452316,0.031415,0.308757	1.475310,0.028663,0.213077	0.000000,0.000000,0.000000	1.501953,0.028950,0.151073	1.575075,0.029739,-0.019099	1.568592,0.029522,-0.183006	1.483315,-0.087009,0.130565	1.453807,-0.121423,-0.088852	1.348036,-0.135357,-0.307991	1.490552,0.147282,0.135953	1.444685,0.184127,-0.080236	1.342955,0.194482,-0.301481	12
1.452262,0.031441,0.307974	1.475847,0.028664,0.212444	0.000000,0.000000,0.000000	1.502426,0.028976,0.150414	1.575244,0.029831,-0.019530	1.568596,0.029560,-0.183430	1.483465,-0.086466,0.128476	1.453665,-0.121322,-0.090825	1.347919,-0.135739,-0.310937	1.490604,0.146777,0.133735	1.444571,0.183926,-0.082359	1.342300,0.194583,-0.304321	12
1.452032,0.031472,0.306598	1.476474,0.028665,0.211289	0.000000,0.000000,0.000000	1.502868,0.028992,0.149183	1.575004,0.029882,-0.020554	1.568584,0.029586,-0.184468	1.483627,-0.085859,0.125647	1.453645,-0.121393,-0.093512	1.347243,-0.135873,-0.314303	1.490751,0.146834,0.131691	1.444624,0.183532,-0.084452	1.342479,0.194538,-0.307438	12
1.451844,0.031489,0.303577	1.477244,0.028667,0.208525	0.000000,0.000000,0.000000	1.503279,0.028998,0.146269	1.574316,0.029902,-0.023594	1.568543,0.029604,-0.187511	1.483820,-0.085749,0.121845	1.453996,-0.121093,-0.097359	1.346215,-0.136173,-0.318006	1.491002,0.147538,0.128973	1.444583,0.183172,-0.087277	1.342494,0.194475,-0.310835	12
1.451682,0.031497,0.298652	1.478121,0.028669,0.203887	0.000000,0.000000,0.000000	1.503693,0.029000,0.141443	1.573531,0.029904,-0.029095	1.568485,0.029610,-0.192958	1.484073,-0.086849,0.118055	1.455060,-0.119911,-0.099616	1.345969,-0.136567,-0.318981	1.491277,0.148379,0.124865	1.444764,0.182661,-0.089564	1.343684,0.194230,-0.313061	12
1.451645,0.031490,0.292890	1.479031,0.028670,0.198395	0.000000,0.000000,0.000000	1.504206,0.029000,0.135791	1.573190,0.029903,-0.035771	1.568451,0.029605,-0.199539	1.484341,-0.088298,0.114266	1.455815,-0.118954,-0.101327	1.344059,-0.137115,-0.317716	1.491632,0.149999,0.121538	1.444863,0.182190,-0.090623	1.344684,0.193969,-0.313068	12
1.451934,0.031447,0.287675	1.479947,0.028671,0.193362	0.000000,0.000000,0.000000	1.504959,0.029002,0.130695	1.573727,0.029910,-0.041611	1.568467,0.029593,-0.205279	1.484610,-0.090074,0.111896	1.456159,-0.118374,-0.101536	1.342485,-0.137502,-0.315242	1.491964,0.151504,0.119011	1.445031,0.181729,-0.090866	1.345621,0.193653,-0.312098	12
1.452302,0.031400,0.283843	1.480900,0.028673,0.189705	0.000000,0.000000,0.000000	1.505823,0.029005,0.127004	1.574509,0.029918,-0.045798	1.568481,0.029578,-0.209361	1.484846,-0.091450,0.110715	1.456373,-0.117957,-0.100759	1.340483,-0.137830,-0.312073	1.492260,0.152530,0.117473	1.445309,0.181443,-0.090361	1.346566,0.193224,-0.310806	12
